Anno Scolastico;IdNIL;Nil;Totale Iscritti;Iscritti Italiani;Iscritti Stranieri;N D
2009/2010;34;Chiaravalle;;;;
2009/2010;35;Lodi - Corvetto;1786;1561;221;4
2009/2010;36;Scalo Romana;239;217;22;
2009/2010;37;Morivione;286;268;18;
2009/2010;38;Vigentino - Q.re Fatima;670;627;43;
2009/2010;39;Quintosole;;;;
2009/2010;40;Ronchetto delle Rane;;;;
2009/2010;41;Gratosoglio - Q.re Missaglia - Q.re Terrazze;889;837;52;
2009/2010;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata;1106;1005;101;
2009/2010;43;Tibaldi;317;309;8;
2009/2010;44;Porta Ticinese - Conchetta;219;195;24;
2009/2010;45;Moncucco - San Cristoforo;316;279;37;
2009/2010;46;Barona;531;499;32;
2009/2010;47;Cantalupa;;;;
2009/2010;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro;731;688;43;
2009/2010;49;Giambellino;597;529;67;1
2009/2010;50;Porta Genova;661;633;28;
2009/2010;51;Porta Magenta;1061;1007;53;1
2009/2010;52;Bande Nere;2018;1888;130;
2009/2010;53;Lorenteggio;1100;1008;83;9
2009/2010;54;Muggiano;;;;
2009/2010;55;Baggio - Q.re degli Olmi - Q.re Valsesia;1125;1055;67;3
2009/2010;56;Forze Armate;1056;998;57;1
2009/2010;57;San Siro;351;296;55;
2009/2010;58;De Angeli - Monte Rosa;202;189;13;
2009/2010;59;Tre Torri;;;;
2009/2010;60;Stadio - Ippodromi;1724;1310;405;9
2009/2010;61;Quarto Cagnino;215;209;6;
2009/2010;62;Quinto Romano;166;154;11;1
2009/2010;63;Figino;157;131;12;14
2009/2010;64;Trenno;;;;
2009/2010;65;Q.re Gallaratese - Q.re San Leonardo - Lampugnano;1430;1363;67;
2009/2010;66;QT 8;351;337;14;
2009/2010;67;Portello;910;864;46;
2009/2010;68;Pagano;881;854;27;
2009/2010;69;Sarpi;1302;1217;85;
2009/2010;70;Ghisolfa;;;;
2009/2010;71;Villapizzone - Cagnola - Boldinasco;1939;1719;217;3
2009/2010;72;Maggiore - Musocco - Certosa;198;172;25;1
2009/2010;73;Cascina Merlata;;;;
2009/2010;74;Roserio;;;;
2009/2010;75;Stephenson;;;;
2009/2010;76;Quarto Oggiaro - Vialba - Musocco;1200;1110;90;
2009/2010;77;Bovisa;604;531;73;
2009/2010;78;Farini;;;;
2009/2010;79;Dergano;926;811;111;4
2009/2010;80;Affori;948;847;101;
2009/2010;81;Bovisasca;213;192;21;
2009/2010;82;Comasina;496;450;44;2
2009/2010;83;Bruzzano;458;411;47;
2009/2010;84;Parco Nord;101;96;5;
2009/2010;85;Parco delle Abbazie;;;;
2009/2010;86;Parco dei Navigli;;;;
2009/2010;87;Assiano;107;102;5;
2009/2010;88;Parco Bosco in citta';;;;
2010/2011;1;Duomo;1016;966;50;
2010/2011;2;Brera;1199;1065;134;
2010/2011;3;Giardini P.ta Venezia;;;;
2010/2011;4;Guastalla;1391;1316;75;
2010/2011;5;Porta Vigentina - Porta Lodovica;1046;1004;42;
2010/2011;6;Porta Ticinese - Conca del Naviglio;642;595;47;
2010/2011;7;Magenta - S.Vittore;1619;1530;89;
2010/2011;8;Parco Sempione;;;;
2010/2011;9;Porta Garibaldi - Porta Nuova;;;;
2010/2011;10;Stazione Centrale - Ponte Seveso;877;841;36;
2010/2011;11;Isola;678;655;23;
2010/2011;12;Maciachini - Maggiolina;1317;1211;106;
2010/2011;13;Greco - Segnano;540;480;60;
2010/2011;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi;1569;1479;86;4
2010/2011;15;Bicocca;;;;
2010/2011;16;Gorla - Precotto;1313;1200;113;
2010/2011;17;Adriano;387;357;30;
2010/2011;18;Cimiano - Rottole - Q.re Feltre;1026;834;186;6
2010/2011;19;Padova - Turro - Crescenzago;1118;1016;102;
2010/2011;20;Loreto - Casoretto - NoLo;1514;1289;225;
2010/2011;21;Buenos Aires - Porta Venezia - Porta Monforte;1834;1697;136;1
2010/2011;22;Citta' studi;2330;2191;137;2
2010/2011;23;Lambrate - Ortica;972;847;125;
2010/2011;24;Parco Forlanini - Cavriano;;;;
2010/2011;25;Corsica;621;589;32;
2010/2011;26;XXII Marzo;1031;984;47;
2010/2011;27;Pta Romana;327;313;14;
2010/2011;28;Umbria - Molise - Calvairate;454;435;19;
2010/2011;29;Ortomercato;259;220;39;
2010/2011;30;Taliedo - Morsenchio - Q.re Forlanini;717;672;45;
2010/2011;31;Monlue' - Ponte Lambro;154;124;30;
2010/2011;32;Triulzo Superiore;;;;
2010/2011;33;Rogoredo - Santa Giulia;373;310;63;
2010/2011;34;Chiaravalle;;;;
2010/2011;35;Lodi - Corvetto;1823;1626;197;
2010/2011;36;Scalo Romana;238;219;19;
2010/2011;37;Morivione;278;256;22;
2010/2011;38;Vigentino - Q.re Fatima;706;659;47;
2010/2011;39;Quintosole;;;;
2010/2011;40;Ronchetto delle Rane;;;;
2010/2011;41;Gratosoglio - Q.re Missaglia - Q.re Terrazze;893;840;53;
2010/2011;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata;1127;1039;88;
2010/2011;43;Tibaldi;317;309;8;
2010/2011;44;Porta Ticinese - Conchetta;235;212;23;
2010/2011;45;Moncucco - San Cristoforo;305;275;30;
2010/2011;46;Barona;528;492;36;
2010/2011;47;Cantalupa;;;;
2010/2011;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro;778;714;64;
2010/2011;49;Giambellino;623;558;64;1
2010/2011;50;Porta Genova;690;656;34;
2010/2011;51;Porta Magenta;1041;987;53;1
2010/2011;52;Bande Nere;2067;1934;133;
2010/2011;53;Lorenteggio;1166;1078;81;7
2010/2011;54;Muggiano;;;;
2010/2011;55;Baggio - Q.re degli Olmi - Q.re Valsesia;1097;1029;67;1
2010/2011;56;Forze Armate;1082;1032;50;
2010/2011;57;San Siro;360;306;54;
2010/2011;58;De Angeli - Monte Rosa;208;192;16;
2010/2011;59;Tre Torri;;;;
2010/2011;60;Stadio - Ippodromi;1673;1304;365;4
2010/2011;61;Quarto Cagnino;242;231;11;
2010/2011;62;Quinto Romano;169;159;10;
2010/2011;63;Figino;159;150;9;
2010/2011;64;Trenno;;;;
2010/2011;65;Q.re Gallaratese - Q.re San Leonardo - Lampugnano;1404;1344;60;
2010/2011;66;QT 8;346;331;15;
2010/2011;67;Portello;941;890;51;
2010/2011;68;Pagano;887;867;20;
2010/2011;69;Sarpi;1317;1237;80;
2010/2011;70;Ghisolfa;;;;
2010/2011;71;Villapizzone - Cagnola - Boldinasco;1958;1745;212;1
2010/2011;72;Maggiore - Musocco - Certosa;216;197;19;
2010/2011;73;Cascina Merlata;;;;
2010/2011;74;Roserio;;;;
2010/2011;75;Stephenson;;;;
2010/2011;76;Quarto Oggiaro - Vialba - Musocco;1152;1071;81;
2010/2011;77;Bovisa;597;530;67;
2010/2011;78;Farini;;;;
2010/2011;79;Dergano;977;853;124;
2010/2011;80;Affori;991;890;101;
2010/2011;81;Bovisasca;222;203;19;
2010/2011;82;Comasina;488;446;42;
2010/2011;83;Bruzzano;468;431;37;
2010/2011;84;Parco Nord;133;129;4;
2010/2011;85;Parco delle Abbazie;;;;
2010/2011;86;Parco dei Navigli;;;;
2010/2011;87;Assiano;110;106;4;
2010/2011;88;Parco Bosco in citta';;;;
2011/2012;1;Duomo;1108;1003;105;
2011/2012;2;Brera;1189;1045;144;
2011/2012;3;Giardini P.ta Venezia;;;;
2011/2012;4;Guastalla;1355;1306;49;
2011/2012;5;Porta Vigentina - Porta Lodovica;1042;981;61;
2011/2012;6;Porta Ticinese - Conca del Naviglio;651;520;131;
2011/2012;7;Magenta - S.Vittore;1640;1519;121;
2011/2012;8;Parco Sempione;;;;
2011/2012;9;Porta Garibaldi - Porta Nuova;;;;
2011/2012;10;Stazione Centrale - Ponte Seveso;902;842;60;
2011/2012;11;Isola;696;612;84;
2011/2012;12;Maciachini - Maggiolina;1352;1053;299;
2011/2012;13;Greco - Segnano;564;405;159;
2011/2012;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi;1540;1365;174;1
2011/2012;15;Bicocca;;;;
2011/2012;16;Gorla - Precotto;1318;976;342;
2011/2012;17;Adriano;405;300;105;
2011/2012;18;Cimiano - Rottole - Q.re Feltre;1058;793;264;1
2011/2012;19;Padova - Turro - Crescenzago;1119;782;337;
2011/2012;20;Loreto - Casoretto - NoLo;1510;905;605;
2011/2012;21;Buenos Aires - Porta Venezia - Porta Monforte;1854;1565;289;
2011/2012;22;Citta' studi;2353;2127;226;
2011/2012;23;Lambrate - Ortica;797;656;141;
2011/2012;24;Parco Forlanini - Cavriano;;;;
2011/2012;25;Corsica;632;556;76;
2011/2012;26;XXII Marzo;1064;890;174;
2011/2012;27;Pta Romana;331;286;45;
2011/2012;28;Umbria - Molise - Calvairate;420;351;69;
2011/2012;29;Ortomercato;284;122;162;
2011/2012;30;Taliedo - Morsenchio - Q.re Forlanini;703;562;141;
2011/2012;31;Monlue' - Ponte Lambro;161;98;63;
2011/2012;32;Triulzo Superiore;;;;
2011/2012;33;Rogoredo - Santa Giulia;393;296;97;
2011/2012;34;Chiaravalle;;;;
2011/2012;35;Lodi - Corvetto;1879;1361;518;
2011/2012;36;Scalo Romana;239;175;64;
2011/2012;37;Morivione;264;227;37;
2011/2012;38;Vigentino - Q.re Fatima;709;574;135;
2011/2012;39;Quintosole;;;;
2011/2012;40;Ronchetto delle Rane;;;;
2011/2012;41;Gratosoglio - Q.re Missaglia - Q.re Terrazze;869;683;186;
2011/2012;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata;1152;873;279;
2011/2012;43;Tibaldi;324;324;0;
2011/2012;44;Porta Ticinese - Conchetta;247;195;52;
2011/2012;45;Moncucco - San Cristoforo;316;217;99;
2011/2012;46;Barona;533;405;128;
2011/2012;47;Cantalupa;;;;
2011/2012;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro;815;660;155;
2011/2012;49;Giambellino;612;426;186;
2011/2012;50;Porta Genova;671;601;70;
2011/2012;51;Porta Magenta;1039;958;81;
2011/2012;52;Bande Nere;2076;1762;314;
2011/2012;53;Lorenteggio;1210;946;264;
2011/2012;54;Muggiano;114;106;8;
2011/2012;55;Baggio - Q.re degli Olmi - Q.re Valsesia;1056;834;222;
2011/2012;56;Forze Armate;1102;908;194;
2011/2012;57;San Siro;340;139;201;
2011/2012;58;De Angeli - Monte Rosa;223;213;10;
2011/2012;59;Tre Torri;;;;
2011/2012;60;Stadio - Ippodromi;1671;1089;582;
2011/2012;61;Quarto Cagnino;230;195;35;
2011/2012;62;Quinto Romano;181;150;31;
2011/2012;63;Figino;172;157;15;
2011/2012;64;Trenno;;;;
2011/2012;65;Q.re Gallaratese - Q.re San Leonardo - Lampugnano;1392;1273;119;
2011/2012;66;QT 8;344;319;25;
2011/2012;67;Portello;946;837;109;
2011/2012;68;Pagano;862;837;25;
2011/2012;69;Sarpi;1310;1079;231;
2011/2012;70;Ghisolfa;;;;
2011/2012;71;Villapizzone - Cagnola - Boldinasco;1957;1312;645;
2011/2012;72;Maggiore - Musocco - Certosa;219;178;41;
2011/2012;73;Cascina Merlata;;;;
2011/2012;74;Roserio;;;;
2011/2012;75;Stephenson;;;;
2011/2012;76;Quarto Oggiaro - Vialba - Musocco;1129;788;341;
2011/2012;77;Bovisa;622;414;208;
2011/2012;78;Farini;;;;
2011/2012;79;Dergano;937;632;305;
2011/2012;80;Affori;973;633;340;
2011/2012;81;Bovisasca;226;167;59;
2011/2012;82;Comasina;466;323;143;
2011/2012;83;Bruzzano;501;378;123;
2011/2012;84;Parco Nord;153;151;2;
2011/2012;85;Parco delle Abbazie;;;;
2011/2012;86;Parco dei Navigli;;;;
2011/2012;87;Assiano;;;;
2011/2012;88;Parco Bosco in citta';;;;
2012/2013;1;Duomo;1218;1101;117;
2012/2013;2;Brera;1151;1022;129;
2012/2013;3;Giardini P.ta Venezia;;;;
2012/2013;4;Guastalla;1337;1289;48;
2012/2013;5;Porta Vigentina - Porta Lodovica;1085;1018;67;
2012/2013;6;Porta Ticinese - Conca del Naviglio;624;500;124;
2012/2013;7;Magenta - S.Vittore;1661;1553;108;
2012/2013;8;Parco Sempione;;;;
2012/2013;9;Porta Garibaldi - Porta Nuova;;;;
2012/2013;10;Stazione Centrale - Ponte Seveso;779;714;65;
2012/2013;11;Isola;681;600;81;
2012/2013;12;Maciachini - Maggiolina;1351;1037;314;
2012/2013;13;Greco - Segnano;578;410;168;
2012/2013;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi;1555;1389;166;
2012/2013;15;Bicocca;;;;
2012/2013;16;Gorla - Precotto;1382;1010;372;
2012/2013;17;Adriano;401;296;105;
2012/2013;18;Cimiano - Rottole - Q.re Feltre;1000;765;235;
2012/2013;19;Padova - Turro - Crescenzago;1139;777;362;
2012/2013;20;Loreto - Casoretto - NoLo;1562;954;608;
2012/2013;21;Buenos Aires - Porta Venezia - Porta Monforte;1908;1634;274;
2012/2013;22;Citta' studi;2469;2250;219;
2012/2013;23;Lambrate - Ortica;807;666;141;
2012/2013;24;Parco Forlanini - Cavriano;;;;
2012/2013;25;Corsica;634;556;78;
2012/2013;26;XXII Marzo;1120;944;176;
2012/2013;27;Pta Romana;361;314;47;
2012/2013;28;Umbria - Molise - Calvairate;447;365;82;
2012/2013;29;Ortomercato;284;120;164;
2012/2013;30;Taliedo - Morsenchio - Q.re Forlanini;720;554;166;
2012/2013;31;Monlue' - Ponte Lambro;182;105;77;
2012/2013;32;Triulzo Superiore;;;;
2012/2013;33;Rogoredo - Santa Giulia;382;290;92;
2012/2013;34;Chiaravalle;;;;
2012/2013;35;Lodi - Corvetto;1866;1364;502;
2012/2013;36;Scalo Romana;266;181;85;
2012/2013;37;Morivione;248;204;44;
2012/2013;38;Vigentino - Q.re Fatima;679;559;120;
2012/2013;39;Quintosole;;;;
2012/2013;40;Ronchetto delle Rane;;;;
2012/2013;41;Gratosoglio - Q.re Missaglia - Q.re Terrazze;906;700;206;
2012/2013;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata;1204;898;306;
2012/2013;43;Tibaldi;329;328;1;
2012/2013;44;Porta Ticinese - Conchetta;246;190;56;
2012/2013;45;Moncucco - San Cristoforo;341;233;108;
2012/2013;46;Barona;497;364;133;
2012/2013;47;Cantalupa;;;;
2012/2013;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro;890;704;186;
2012/2013;49;Giambellino;629;435;194;
2012/2013;50;Porta Genova;719;650;69;
2012/2013;51;Porta Magenta;1010;928;82;
2012/2013;52;Bande Nere;2083;1772;311;
2012/2013;53;Lorenteggio;1223;935;288;
2012/2013;54;Muggiano;113;105;8;
2012/2013;55;Baggio - Q.re degli Olmi - Q.re Valsesia;1082;832;250;
2012/2013;56;Forze Armate;1103;907;196;
2012/2013;57;San Siro;346;134;212;
2012/2013;58;De Angeli - Monte Rosa;222;209;13;
2012/2013;59;Tre Torri;;;;
2012/2013;60;Stadio - Ippodromi;1785;1132;653;
2012/2013;61;Quarto Cagnino;208;179;29;
2012/2013;62;Quinto Romano;175;145;30;
2012/2013;63;Figino;158;148;10;
2012/2013;64;Trenno;;;;
2012/2013;65;Q.re Gallaratese - Q.re San Leonardo - Lampugnano;1390;1262;128;
2012/2013;66;QT 8;360;330;30;
2012/2013;67;Portello;970;862;108;
2012/2013;68;Pagano;896;868;28;
2012/2013;69;Sarpi;1358;1112;246;
2012/2013;70;Ghisolfa;;;;
2012/2013;71;Villapizzone - Cagnola - Boldinasco;2009;1331;678;
2012/2013;72;Maggiore - Musocco - Certosa;220;181;39;
2012/2013;73;Cascina Merlata;;;;
2012/2013;74;Roserio;;;;
2012/2013;75;Stephenson;;;;
2012/2013;76;Quarto Oggiaro - Vialba - Musocco;1104;758;346;
2012/2013;77;Bovisa;654;398;256;
2012/2013;78;Farini;;;;
2012/2013;79;Dergano;967;649;318;
2012/2013;80;Affori;990;620;370;
2012/2013;81;Bovisasca;216;147;69;
2012/2013;82;Comasina;484;314;170;
2012/2013;83;Bruzzano;527;397;130;
2012/2013;84;Parco Nord;174;172;2;
2012/2013;85;Parco delle Abbazie;;;;
2012/2013;86;Parco dei Navigli;;;;
2012/2013;87;Assiano;;;;
2012/2013;88;Parco Bosco in citta';;;;
2013/2014;1;Duomo;1244;1176;68;
2013/2014;2;Brera;1141;1036;105;
2013/2014;3;Giardini P.ta Venezia;;;;
2013/2014;4;Guastalla;1272;1231;41;
2013/2014;5;Porta Vigentina - Porta Lodovica;1066;1024;42;
2013/2014;6;Porta Ticinese - Conca del Naviglio;626;591;35;
2013/2014;7;Magenta - S.Vittore;1691;1592;99;
2013/2014;8;Parco Sempione;;;;
2013/2014;9;Porta Garibaldi - Porta Nuova;;;;
2013/2014;10;Stazione Centrale - Ponte Seveso;791;765;26;
2013/2014;11;Isola;687;650;37;
2013/2014;12;Maciachini - Maggiolina;1389;1282;107;
2013/2014;13;Greco - Segnano;588;509;79;
2013/2014;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi;1606;1525;81;
2013/2014;15;Bicocca;;;;
2013/2014;16;Gorla - Precotto;1440;1285;155;
2013/2014;17;Adriano;403;380;23;
2013/2014;18;Cimiano - Rottole - Q.re Feltre;1050;889;161;
2013/2014;19;Padova - Turro - Crescenzago;1181;1038;143;
2013/2014;20;Loreto - Casoretto - NoLo;1619;1402;217;
2013/2014;21;Buenos Aires - Porta Venezia - Porta Monforte;1937;1817;120;
2013/2014;22;Citta' studi;2330;2194;136;
2013/2014;23;Lambrate - Ortica;839;783;56;
2013/2014;24;Parco Forlanini - Cavriano;;;;
2013/2014;25;Corsica;665;628;37;
2013/2014;26;XXII Marzo;1186;1125;61;
2013/2014;27;Pta Romana;353;341;12;
2013/2014;28;Umbria - Molise - Calvairate;444;420;24;
2013/2014;29;Ortomercato;305;252;53;
2013/2014;30;Taliedo - Morsenchio - Q.re Forlanini;754;699;55;
2013/2014;31;Monlue' - Ponte Lambro;193;168;25;
2013/2014;32;Triulzo Superiore;;;;
2013/2014;33;Rogoredo - Santa Giulia;386;352;34;
2013/2014;34;Chiaravalle;;;;
2013/2014;35;Lodi - Corvetto;1925;1703;222;
2013/2014;36;Scalo Romana;290;260;30;
2013/2014;37;Morivione;246;227;19;
2013/2014;38;Vigentino - Q.re Fatima;668;619;49;
2013/2014;39;Quintosole;;;;
2013/2014;40;Ronchetto delle Rane;;;;
2013/2014;41;Gratosoglio - Q.re Missaglia - Q.re Terrazze;899;844;55;
2013/2014;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata;1186;1100;86;
2013/2014;43;Tibaldi;322;312;10;
2013/2014;44;Porta Ticinese - Conchetta;259;250;9;
2013/2014;45;Moncucco - San Cristoforo;332;303;29;
2013/2014;46;Barona;473;442;31;
2013/2014;47;Cantalupa;;;;
2013/2014;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro;939;862;77;
2013/2014;49;Giambellino;644;560;84;
2013/2014;50;Porta Genova;709;676;33;
2013/2014;51;Porta Magenta;1014;956;58;
2013/2014;52;Bande Nere;2067;1942;125;
2013/2014;53;Lorenteggio;1281;1169;112;
2013/2014;54;Muggiano;111;108;3;
2013/2014;55;Baggio - Q.re degli Olmi - Q.re Valsesia;1088;1006;82;
2013/2014;56;Forze Armate;1086;1020;66;
2013/2014;57;San Siro;358;292;66;
2013/2014;58;De Angeli - Monte Rosa;223;211;12;
2013/2014;59;Tre Torri;;;;
2013/2014;60;Stadio - Ippodromi;1615;1264;351;
2013/2014;61;Quarto Cagnino;228;213;15;
2013/2014;62;Quinto Romano;157;144;13;
2013/2014;63;Figino;155;146;9;
2013/2014;64;Trenno;;;;
2013/2014;65;Q.re Gallaratese - Q.re San Leonardo - Lampugnano;1369;1312;57;
2013/2014;66;QT 8;358;341;17;
2013/2014;67;Portello;1014;974;40;
2013/2014;68;Pagano;905;866;39;
2013/2014;69;Sarpi;1402;1310;92;
2013/2014;70;Ghisolfa;;;;
2013/2014;71;Villapizzone - Cagnola - Boldinasco;2079;1841;238;
2013/2014;72;Maggiore - Musocco - Certosa;243;229;14;
2013/2014;73;Cascina Merlata;;;;
2013/2014;74;Roserio;;;;
2013/2014;75;Stephenson;;;;
2013/2014;76;Quarto Oggiaro - Vialba - Musocco;1087;1002;85;
2013/2014;77;Bovisa;666;580;86;
2013/2014;78;Farini;;;;
2013/2014;79;Dergano;991;895;96;
2013/2014;80;Affori;1001;889;112;
2013/2014;81;Bovisasca;219;199;20;
2013/2014;82;Comasina;471;429;42;
2013/2014;83;Bruzzano;560;519;41;
2013/2014;84;Parco Nord;173;169;4;
2013/2014;85;Parco delle Abbazie;;;;
2013/2014;86;Parco dei Navigli;;;;
2013/2014;87;Assiano;;;;
2013/2014;88;Parco Bosco in citta';;;;
2014/2015;1;Duomo;1277;1192;85;
2014/2015;2;Brera;1125;1003;122;
2014/2015;3;Giardini P.ta Venezia;;;;
2014/2015;4;Guastalla;1205;1152;53;
2014/2015;5;Porta Vigentina - Porta Lodovica;1060;995;65;
2014/2015;6;Porta Ticinese - Conca del Naviglio;651;523;128;
2014/2015;7;Magenta - S.Vittore;1683;1582;101;
2014/2015;8;Parco Sempione;;;;
2014/2015;9;Porta Garibaldi - Porta Nuova;;;;
2014/2015;10;Stazione Centrale - Ponte Seveso;776;708;68;
2014/2015;11;Isola;711;624;87;
2014/2015;12;Maciachini - Maggiolina;1375;1031;344;
2014/2015;13;Greco - Segnano;574;394;180;
2014/2015;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi;1723;1504;219;
2014/2015;15;Bicocca;;;;
2015/2016;26;XXII Marzo;1310;1148;162;
2015/2016;27;Pta Romana;342;311;31;
2015/2016;28;Umbria - Molise - Calvairate;423;356;67;
2015/2016;29;Ortomercato;321;134;187;
2015/2016;30;Taliedo - Morsenchio - Q.re Forlanini;825;642;183;
2015/2016;31;Monlue' - Ponte Lambro;208;118;90;
2015/2016;32;Triulzo Superiore;;;;
2015/2016;33;Rogoredo - Santa Giulia;409;313;96;
2015/2016;34;Chiaravalle;;;;
2015/2016;35;Lodi - Corvetto;1928;1388;538;2
2015/2016;36;Scalo Romana;311;207;104;
2015/2016;37;Morivione;316;254;62;
2015/2016;38;Vigentino - Q.re Fatima;678;525;153;
2015/2016;39;Quintosole;;;;
2015/2016;40;Ronchetto delle Rane;;;;
2015/2016;41;Gratosoglio - Q.re Missaglia - Q.re Terrazze;893;674;219;
2015/2016;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata;1169;892;277;
2015/2016;43;Tibaldi;313;312;1;
2015/2016;44;Porta Ticinese - Conchetta;298;251;47;
2015/2016;45;Moncucco - San Cristoforo;326;242;84;
2015/2016;46;Barona;447;315;132;
2015/2016;47;Cantalupa;;;;
2015/2016;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro;979;785;194;
2015/2016;49;Giambellino;674;424;250;
2015/2016;50;Porta Genova;716;661;55;
2015/2016;51;Porta Magenta;994;927;67;
2015/2016;52;Bande Nere;2129;1787;342;
2015/2016;53;Lorenteggio;1193;885;308;
2015/2016;54;Muggiano;108;91;17;
2015/2016;55;Baggio - Q.re degli Olmi - Q.re Valsesia;1111;851;260;
2015/2016;56;Forze Armate;1091;887;204;
2015/2016;57;San Siro;396;171;225;
2015/2016;58;De Angeli - Monte Rosa;206;201;5;
2015/2016;59;Tre Torri;;;;
2015/2016;60;Stadio - Ippodromi;1648;1064;584;
2015/2016;61;Quarto Cagnino;206;168;38;
2015/2016;62;Quinto Romano;136;110;26;
2015/2016;63;Figino;160;127;33;
2015/2016;64;Trenno;;;;
2015/2016;65;Q.re Gallaratese - Q.re San Leonardo - Lampugnano;1339;1185;154;
2015/2016;66;QT 8;367;347;20;
2015/2016;67;Portello;1001;922;79;
2015/2016;68;Pagano;917;874;43;
2015/2016;69;Sarpi;1513;1229;284;
2015/2016;70;Ghisolfa;;;;
2015/2016;71;Villapizzone - Cagnola - Boldinasco;2147;1374;773;
2015/2016;72;Maggiore - Musocco - Certosa;234;189;45;
2015/2016;73;Cascina Merlata;;;;
2015/2016;74;Roserio;;;;
2015/2016;75;Stephenson;;;;
2015/2016;76;Quarto Oggiaro - Vialba - Musocco;1073;740;333;
2015/2016;77;Bovisa;718;454;264;
2015/2016;78;Farini;;;;
2015/2016;79;Dergano;1016;667;349;
2015/2016;80;Affori;1043;636;407;
2015/2016;81;Bovisasca;213;168;45;
2015/2016;82;Comasina;458;324;134;
2015/2016;83;Bruzzano;615;446;169;
2015/2016;84;Parco Nord;134;133;1;
2015/2016;85;Parco delle Abbazie;;;;
2015/2016;86;Parco dei Navigli;;;;
2015/2016;87;Assiano;;;;
2015/2016;88;Parco Bosco in citta';;;;
2014/2015;16;Gorla - Precotto;1433;1026;407;
2014/2015;17;Adriano;434;322;112;
2014/2015;18;Cimiano - Rottole - Q.re Feltre;1026;768;258;
2014/2015;19;Padova - Turro - Crescenzago;1203;776;427;
2014/2015;20;Loreto - Casoretto - NoLo;1699;1030;669;
2014/2015;21;Buenos Aires - Porta Venezia - Porta Monforte;1958;1722;236;
2014/2015;22;Citta' studi;2307;2084;223;
2014/2015;23;Lambrate - Ortica;820;694;126;
2014/2015;24;Parco Forlanini - Cavriano;;;;
2014/2015;25;Corsica;683;579;104;
2014/2015;26;XXII Marzo;1268;1089;179;
2014/2015;27;Pta Romana;346;309;37;
2014/2015;28;Umbria - Molise - Calvairate;441;368;73;
2014/2015;29;Ortomercato;303;127;176;
2014/2015;30;Taliedo - Morsenchio - Q.re Forlanini;777;598;179;
2014/2015;31;Monlue' - Ponte Lambro;201;117;84;
2014/2015;32;Triulzo Superiore;;;;
2014/2015;33;Rogoredo - Santa Giulia;400;301;99;
2014/2015;34;Chiaravalle;;;;
2014/2015;35;Lodi - Corvetto;1964;1399;562;3
2014/2015;36;Scalo Romana;305;194;111;
2014/2015;37;Morivione;269;209;60;
2014/2015;38;Vigentino - Q.re Fatima;655;510;145;
2014/2015;39;Quintosole;;;;
2014/2015;40;Ronchetto delle Rane;;;;
2014/2015;41;Gratosoglio - Q.re Missaglia - Q.re Terrazze;883;681;202;
2014/2015;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata;1175;885;290;
2014/2015;43;Tibaldi;324;323;1;
2014/2015;44;Porta Ticinese - Conchetta;286;233;53;
2014/2015;45;Moncucco - San Cristoforo;335;232;103;
2014/2015;46;Barona;454;316;138;
2014/2015;47;Cantalupa;;;;
2014/2015;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro;955;759;196;
2014/2015;49;Giambellino;662;444;218;
2014/2015;50;Porta Genova;709;649;60;
2014/2015;51;Porta Magenta;1007;924;83;
2014/2015;52;Bande Nere;2126;1781;345;
2014/2015;53;Lorenteggio;1251;945;306;
2014/2015;54;Muggiano;118;101;17;
2014/2015;55;Baggio - Q.re degli Olmi - Q.re Valsesia;1106;847;259;
2014/2015;56;Forze Armate;1082;874;208;
2014/2015;57;San Siro;393;165;228;
2014/2015;58;De Angeli - Monte Rosa;210;200;10;
2014/2015;59;Tre Torri;;;;
2014/2015;60;Stadio - Ippodromi;1696;1048;648;
2014/2015;61;Quarto Cagnino;217;186;31;
2014/2015;62;Quinto Romano;152;123;29;
2014/2015;63;Figino;168;141;27;
2014/2015;64;Trenno;;;;
2014/2015;65;Q.re Gallaratese - Q.re San Leonardo - Lampugnano;1369;1224;145;
2014/2015;66;QT 8;371;349;22;
2014/2015;67;Portello;1028;934;94;
2014/2015;68;Pagano;918;876;42;
2014/2015;69;Sarpi;1463;1198;265;
2014/2015;70;Ghisolfa;;;;
