Anno Scolastico;IdNIL;Nil;Totale Iscritti;Iscritti Italiani;Iscritti Stranieri;N D
2022/2023;44;Porta Ticinese - Conchetta;259;222;37;
2022/2023;45;Moncucco - San Cristoforo;553;456;95;2
2022/2023;46;Barona;418;207;211;
2022/2023;47;Cantalupa;;;;
2022/2023;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro;1025;824;199;2
2022/2023;49;Giambellino;750;355;393;2
2022/2023;50;Porta Genova;711;628;78;5
2022/2023;51;Porta Magenta;983;926;56;1
2022/2023;52;Bande Nere;1100;872;226;2
2022/2023;53;Lorenteggio;1082;792;288;2
2022/2023;54;Muggiano;90;82;8;
2022/2023;55;Baggio - Q.re degli Olmi - Q.re Valsesia;1053;627;423;3
2022/2023;56;Forze Armate;1820;1359;459;2
2022/2023;57;San Siro;744;373;368;3
2022/2023;58;De Angeli - Monte Rosa;238;230;8;
2022/2023;59;Tre Torri;;;;
2022/2023;60;Stadio - Ippodromi;1473;824;644;5
2022/2023;61;Quarto Cagnino;273;224;49;
2022/2023;62;Quinto Romano;116;86;30;
2022/2023;63;Figino;154;98;56;
2022/2023;64;Trenno;;;;
2022/2023;65;Q.re Gallaratese - Q.re San Leonardo - Lampugnano;1374;1138;235;1
2022/2023;66;QT 8;266;221;44;1
2022/2023;67;Portello;967;852;114;1
2022/2023;68;Pagano;854;809;45;
2022/2023;69;Sarpi;1380;1182;197;1
2022/2023;70;Ghisolfa;83;80;3;
2022/2023;71;Villapizzone - Cagnola - Boldinasco;1696;1010;685;1
2022/2023;72;Maggiore - Musocco - Certosa;462;285;176;1
2022/2023;73;Cascina Merlata;;;;
2022/2023;74;Roserio;;;;
2022/2023;75;Stephenson;;;;
2022/2023;76;Quarto Oggiaro - Vialba - Musocco;1050;591;459;
2022/2023;77;Bovisa;240;224;16;
2022/2023;78;Farini;405;196;209;
2022/2023;79;Dergano;891;606;282;3
2022/2023;80;Affori;975;605;365;5
2022/2023;81;Bovisasca;223;160;63;
2022/2023;82;Comasina;381;205;176;
2022/2023;83;Bruzzano;585;377;208;
2022/2023;84;Parco Nord;91;86;5;
2022/2023;85;Parco delle Abbazie;;;;
2022/2023;86;Parco dei Navigli;;;;
2022/2023;87;Assiano;;;;
2022/2023;88;Parco Bosco in citta';;;;
2023/2024;1;Duomo;965;852;110;3
2023/2024;2;Brera;1016;901;110;5
2023/2024;3;Giardini P.ta Venezia;;;;
2023/2024;4;Guastalla;1301;1239;61;1
2023/2024;5;Porta Vigentina - Porta Lodovica;839;771;66;2
2023/2024;6;Porta Ticinese - Conca del Naviglio;705;598;105;2
2023/2024;7;Magenta - S.Vittore;1570;1458;110;2
2023/2024;8;Parco Sempione;;;;
2023/2024;9;Porta Garibaldi - Porta Nuova;;;;
2023/2024;10;Stazione Centrale - Ponte Seveso;622;530;92;
2023/2024;11;Isola;680;593;87;
2023/2024;12;Maciachini - Maggiolina;1047;725;321;1
2023/2024;13;Greco - Segnano;554;364;188;2
2023/2024;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi;1675;1349;319;7
2023/2024;15;Bicocca;;;;
2023/2024;16;Gorla - Precotto;1374;928;445;1
2023/2024;17;Adriano;457;328;129;
2023/2024;18;Cimiano - Rottole - Q.re Feltre;953;669;281;3
2023/2024;19;Padova - Turro - Crescenzago;1017;573;441;3
2023/2024;20;Loreto - Casoretto - NoLo;1293;825;464;4
2023/2024;21;Buenos Aires - Porta Venezia - Porta Monforte;2080;1835;244;1
2023/2024;22;Citta' studi;2472;2113;359;
2023/2024;23;Lambrate - Ortica;796;699;95;2
2023/2024;24;Parco Forlanini - Cavriano;;;;
2023/2024;25;Corsica;763;656;107;
2023/2024;26;XXII Marzo;1070;903;164;3
2023/2024;27;Pta Romana;790;683;106;1
2023/2024;28;Umbria - Molise - Calvairate;;;;
2023/2024;29;Ortomercato;279;90;186;3
2023/2024;30;Taliedo - Morsenchio - Q.re Forlanini;862;625;234;3
2023/2024;31;Monlue' - Ponte Lambro;189;76;112;1
