id_amat;id_via;anagrafica;gerarchia;rete;tipologia;sede;marcia;norma;fine_lavor;lunghezza;LONG_X_4326_CENTROID;LAT_Y_4326_CENTROID;Location
3263;"2274";VIALE MONZA;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;ordinanza lavori stradali;"2020";"17";9.2212022720657;45.5014026947312;"(45.501402694731226, 9.221202272065705)"
3264;"2274";VIALE MONZA;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;ordinanza lavori stradali;"2020";"96";9.22105078596838;45.5009016451552;"(45.50090164515524, 9.221050785968382)"
3265;"2274";VIALE MONZA;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;ordinanza lavori stradali;"2020";"28";9.22066357116936;45.4996163827768;"(45.4996163827768, 9.220663571169357)"
3266;"2274";VIALE MONZA;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;ordinanza lavori stradali;"2020";"28";9.221015883503;45.5001465343363;"(45.50014653433628, 9.221015883502997)"
3267;"2274";VIALE MONZA;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;ordinanza lavori stradali;"2020";"25";9.22235424111514;45.5045534205241;"(45.50455342052406, 9.222354241115141)"
3268;"2274";VIALE MONZA;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;ordinanza lavori stradali;"2020";"12";9.22230441355696;45.5043922524345;"(45.50439225243447, 9.222304413556959)"
3269;"2274";VIALE MONZA;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;ordinanza lavori stradali;"2020";"149";9.22206679080819;45.5036933177371;"(45.503693317737145, 9.222066790808189)"
3270;"2274";VIALE MONZA;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;ordinanza lavori stradali;"2020";"11";9.22186427537675;45.5029858849206;"(45.50298588492061, 9.221864275376749)"
3271;"2274";VIALE MONZA;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;ordinanza lavori stradali;"2020";"63";9.22177325248945;45.5026612785235;"(45.50266127852347, 9.221773252489449)"
3272;"2274";VIALE MONZA;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;ordinanza lavori stradali;"2020";"40";9.22163654711728;45.5022085308195;"(45.502208530819495, 9.221636547117278)"
3273;"2274";VIALE MONZA;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;ordinanza lavori stradali;"2020";"94";9.22143055646869;45.501531342931;"(45.50153134293103, 9.221430556468693)"
3274;"2274";VIALE MONZA;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;ordinanza lavori stradali;"2020";"16";9.22128453429078;45.5010486168892;"(45.50104861688925, 9.221284534290781)"
3275;"2274";VIALE MONZA;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;ordinanza lavori stradali;"2020";"81";9.22115738541648;45.5006243618215;"(45.50062436182145, 9.221157385416483)"
3276;"5350";VIALE FAENZA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"60";9.14672723523186;45.4370140046135;"(45.43701400461346, 9.146727235231864)"
3277;"5350";VIALE FAENZA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"321";9.14846710056168;45.4367223603904;"(45.43672236039044, 9.148467100561684)"
3278;"5350";VIALE FAENZA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"248";9.14890829318658;45.4370760417227;"(45.43707604172273, 9.148908293186583)"
3279;"5353";VIALE FAMAGOSTA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"153";9.15731932090002;45.4370165687744;"(45.43701656877441, 9.157319320900017)"
3280;"5353";VIALE FAMAGOSTA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"156";9.15728671133174;45.4373567045533;"(45.43735670455329, 9.157286711331743)"
3281;"5353";VIALE FAMAGOSTA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"307";9.16058941010775;45.4371193191014;"(45.437119319101384, 9.160589410107747)"
3282;"5353";VIALE FAMAGOSTA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"308";9.16056498373583;45.4374588198633;"(45.43745881986325, 9.160564983735831)"
3283;"5261";VIALE GIOVANNI DA CERMENATE;;urbana;promiscuo veicoli;carreggiata;bidirezionale;FACILITAZIONE - strada 30;"2020";"133";9.1773607185753;45.4379432018343;"(45.43794320183428, 9.177360718575304)"
3284;"5261";VIALE GIOVANNI DA CERMENATE;;urbana;promiscuo veicoli;carreggiata;bidirezionale;FACILITAZIONE - strada 30;"2020";"371";9.18083755620498;45.4379032987496;"(45.43790329874957, 9.18083755620498)"
3285;"3178";VIALE MOLISE;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"221";9.22425360869028;45.4525351855093;"(45.45253518550927, 9.22425360869028)"
3286;"3178";VIALE MOLISE;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"221";9.22378778405343;45.452532336814;"(45.45253233681404, 9.223787784053433)"
3287;"3178";VIALE MOLISE;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"261";9.2242202674723;45.4548903147355;"(45.45489031473552, 9.224220267472301)"
3288;"3178";VIALE MOLISE;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"264";9.22375275500526;45.4548935019057;"(45.454893501905694, 9.223752755005256)"
3289;"3178";VIALE MOLISE;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"166";9.22419331577663;45.4569854171945;"(45.45698541719454, 9.224193315776631)"
3290;"3100";VIALE CAMPANIA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"197";9.22410840840754;45.4631965478233;"(45.46319654782331, 9.22410840840754)"
3291;"3100";VIALE CAMPANIA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"196";9.22365075292884;45.4631903808822;"(45.4631903808822, 9.223650752928837)"
3292;"3100";VIALE CAMPANIA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"140";9.22409693546686;45.4648447068785;"(45.464844706878495, 9.22409693546686)"
3293;"3100";VIALE CAMPANIA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"141";9.22362918528225;45.4648435509738;"(45.464843550973825, 9.223629185282245)"
3294;"3102";VIALE ROMAGNA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;"2015";"169";9.22356562608142;45.4700187654211;"(45.47001876542105, 9.223565626081419)"
3296;"3102";VIALE ROMAGNA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;"2015";"44";9.22353823787828;45.4711572759867;"(45.47115727598667, 9.22353823787828)"
3299;"3102";VIALE ROMAGNA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;"2015";"172";9.22400321573638;45.4717589093205;"(45.47175890932046, 9.224003215736376)"
3300;"3102";VIALE ROMAGNA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;"2015";"202";9.22353788635277;45.4723923945728;"(45.47239239457282, 9.223537886352773)"
3301;"3102";VIALE ROMAGNA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;"2015";"71";9.22398731632796;45.4729902066539;"(45.47299020665393, 9.223987316327959)"
3304;"3102";VIALE ROMAGNA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;"2015";"257";9.22351227700753;45.4746708204725;"(45.47467082047247, 9.223512277007526)"
3305;"3102";VIALE ROMAGNA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;"2015";"275";9.22396773784054;45.4747549860132;"(45.47475498601322, 9.22396773784054)"
3308;"7174";VIALE CERTOSA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"313";9.1535532233326;45.4893079022436;"(45.489307902243596, 9.153553223332597)"
3309;"7174";VIALE CERTOSA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"324";9.15333168281943;45.4890909943629;"(45.48909099436291, 9.153331682819426)"
3310;"7174";VIALE CERTOSA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"322";9.14971854210669;45.4910469326909;"(45.491046932690914, 9.14971854210669)"
3311;"7174";VIALE CERTOSA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"316";9.14947850192416;45.4908358896043;"(45.49083588960434, 9.14947850192416)"
3312;"7386";PIAZZALE FRANCESCO ACCURSIO;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"89";9.14646841534004;45.4921969586056;"(45.49219695860563, 9.146468415340038)"
3313;"7386";PIAZZALE FRANCESCO ACCURSIO;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"103";9.14661671358877;45.4924534638729;"(45.492453463872884, 9.14661671358877)"
3314;"7386";PIAZZALE FRANCESCO ACCURSIO;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"61";9.14548642888764;45.4929659493656;"(45.49296594936561, 9.145486428887637)"
3315;"7386";PIAZZALE FRANCESCO ACCURSIO;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"55";9.14532043445332;45.4927169640872;"(45.49271696408721, 9.145320434453318)"
3316;"7174";VIALE CERTOSA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"466";9.14221811222621;45.4944476762699;"(45.49444767626987, 9.14221811222621)"
3317;"7174";VIALE CERTOSA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"470";9.14210904476212;45.4941794266226;"(45.49417942662258, 9.142109044762119)"
3318;"7174";VIALE CERTOSA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"157";9.13863109111513;45.4957609592953;"(45.49576095929533, 9.138631091115128)"
3319;"7174";VIALE CERTOSA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"117";9.13868487568419;45.4960494154248;"(45.496049415424814, 9.138684875684191)"
3320;"7174";VIALE CERTOSA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"399";9.13556708911026;45.4971472831234;"(45.49714728312345, 9.13556708911026)"
3321;"7174";VIALE CERTOSA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"354";9.13552446095742;45.4974819035719;"(45.497481903571924, 9.135524460957424)"
3322;"7174";VIALE CERTOSA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"203";9.13181531262243;45.4991630492482;"(45.49916304924818, 9.131815312622425)"
3323;"7174";VIALE CERTOSA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"236";9.13201665018951;45.4987544020049;"(45.49875440200487, 9.132016650189506)"
3324;"7174";VIALE CERTOSA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"101";9.12957029054374;45.5001813263259;"(45.500181326325894, 9.129570290543743)"
3325;"7174";VIALE CERTOSA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"102";9.12955975308343;45.4998643612596;"(45.49986436125961, 9.129559753083434)"
3326;"7174";VIALE CERTOSA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"191";9.127827040176;45.5009705660048;"(45.50097056600483, 9.127827040176001)"
3327;"7174";VIALE CERTOSA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"213";9.12773315951568;45.5006903253702;"(45.5006903253702, 9.127733159515676)"
3328;"7174";VIALE CERTOSA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"174";9.12553675180933;45.5020158398422;"(45.50201583984218, 9.125536751809332)"
3329;"7174";VIALE CERTOSA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"193";9.12542170523716;45.5017354733373;"(45.501735473337334, 9.125421705237155)"
3344;"1044";CORSO DI PORTA NUOVA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;ordinanza lavori stradali;"2020";"22";9.19114411197156;45.4729747301321;"(45.47297473013214, 9.19114411197156)"
3345;"1044";CORSO DI PORTA NUOVA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;ordinanza lavori stradali;"2020";"22";9.19124857058128;45.4729549815547;"(45.47295498155467, 9.19124857058128)"
3346;"2390";VIA PALMANOVA;;urbana;promiscuo veicoli;carreggiata;bidirezionale;FACILITAZIONE - strada 30;"2020";"215";9.23926653948758;45.4988998451671;"(45.498899845167074, 9.239266539487579)"
3347;"2390";VIA PALMANOVA;;urbana;promiscuo veicoli;carreggiata;bidirezionale;FACILITAZIONE - strada 30;"2020";"711";9.24360339916454;45.5022316697386;"(45.50223166973857, 9.243603399164543)"
3348;"1170";VIALE ZARA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"320";9.19336812168796;45.4941278492898;"(45.494127849289754, 9.193368121687955)"
3349;"1170";VIALE ZARA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"274";9.19239322425138;45.4912196088923;"(45.49121960889229, 9.192393224251378)"
3350;"1170";VIALE ZARA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"418";9.19529274356238;45.4975447794859;"(45.4975447794859, 9.19529274356238)"
3351;"1170";VIALE ZARA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"321";9.19393778074131;45.4939703102264;"(45.493970310226416, 9.193937780741308)"
3352;"1170";VIALE ZARA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"416";9.19589362355164;45.4974036029381;"(45.49740360293807, 9.195893623551642)"
3353;"1170";VIALE ZARA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"133";9.19664909512833;45.4999278707061;"(45.49992787070613, 9.196649095128333)"
3354;"1170";VIALE ZARA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"69";9.19727221271578;45.5010097922906;"(45.501009792290596, 9.197272212715777)"
3355;"1170";VIALE ZARA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"135";9.19723545351351;45.4997868506587;"(45.499786850658666, 9.197235453513514)"
3356;"1441";VIALE FULVIO TESTI;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"212";9.20094075352137;45.5075132195444;"(45.50751321954438, 9.200940753521373)"
3357;"1441";VIALE FULVIO TESTI;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"317";9.20226775210435;45.5098570879282;"(45.50985708792818, 9.202267752104351)"
3358;"1441";VIALE FULVIO TESTI;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"727";9.20029131049895;45.5051896460791;"(45.50518964607906, 9.200291310498951)"
3359;"1441";VIALE FULVIO TESTI;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"455";9.20421322024729;45.5133058881988;"(45.51330588819877, 9.204213220247292)"
3360;"1441";VIALE FULVIO TESTI;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"321";9.20284290016976;45.5097016594574;"(45.50970165945738, 9.202842900169756)"
3361;"1441";VIALE FULVIO TESTI;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"455";9.20478880459822;45.5131399959987;"(45.51313999599871, 9.204788804598216)"
3362;"1441";VIALE FULVIO TESTI;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"117";9.20568286831774;45.5159008960641;"(45.515900896064096, 9.205682868317737)"
3363;"1441";VIALE FULVIO TESTI;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"117";9.20625670731659;45.5157335125235;"(45.51573351252353, 9.206256707316587)"
3364;"1441";VIALE FULVIO TESTI;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"232";9.20663268229374;45.517574399961;"(45.51757439996102, 9.206632682293735)"
3365;"1441";VIALE FULVIO TESTI;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"232";9.20720622315599;45.5174109402827;"(45.51741094028273, 9.207206223155985)"
3366;"1441";VIALE FULVIO TESTI;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"451";9.20834288513692;45.5205921506451;"(45.520592150645115, 9.208342885136924)"
3367;"1441";VIALE FULVIO TESTI;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"787";9.21136458628226;45.5259324019867;"(45.525932401986736, 9.211364586282256)"
3368;"1441";VIALE FULVIO TESTI;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;"2020";"449";9.2089138103037;45.5204272887047;"(45.52042728870474, 9.208913810303697)"
3369;"1115";VIA MAURIZIO QUADRIO;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - discorde;ordinanza lavori stradali;"2020";"56";9.18220883861668;45.4840137774571;"(45.48401377745711, 9.182208838616685)"
3370;"1115";VIA MAURIZIO QUADRIO;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - discorde;ordinanza lavori stradali;"2020";"12";9.18264885421368;45.4840026518315;"(45.484002651831545, 9.182648854213681)"
3371;"1115";VIA MAURIZIO QUADRIO;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - discorde;ordinanza lavori stradali;"2020";"24";9.18149867461711;45.4840404296314;"(45.48404042963137, 9.181498674617107)"
3372;"1115";VIA MAURIZIO QUADRIO;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - discorde;ordinanza lavori stradali;"2020";"15";9.1817512128266;45.4840270927263;"(45.48402709272626, 9.181751212826597)"
3373;"1115";VIA MAURIZIO QUADRIO;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - discorde;ordinanza lavori stradali;"2020";"86";9.18466492914452;45.4840069160417;"(45.48400691604173, 9.184664929144516)"
3374;"1718";CAVALCAVIA EUGENIO BUSSA;;ciclabile;ciclabile segnaletica;ponte;monodirezionale - concorde;ordinanza lavori stradali;"2020";"29";9.18533844959688;45.4842360072117;"(45.48423600721167, 9.185338449596884)"
3375;"7234";VIA CERESIO;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - discorde;corsia ciclabile;"2020";"56";9.18058445959201;45.4840838928096;"(45.484083892809586, 9.180584459592009)"
3376;"1718";CAVALCAVIA EUGENIO BUSSA;;ciclabile;ciclabile segnaletica;ponte;monodirezionale - concorde;ordinanza lavori stradali;"2020";"57";9.18686469840506;45.4854898512637;"(45.48548985126373, 9.186864698405058)"
3377;"1718";CAVALCAVIA EUGENIO BUSSA;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;ordinanza lavori stradali;"2020";"7";9.18657698884621;45.4852776210471;"(45.48527762104709, 9.186576988846209)"
3378;"1718";CAVALCAVIA EUGENIO BUSSA;;ciclabile;ciclabile segnaletica;ponte;monodirezionale - concorde;ordinanza lavori stradali;"2020";"127";9.18603640874203;45.4848134406774;"(45.484813440677385, 9.186036408742028)"
3379;"1718";CAVALCAVIA EUGENIO BUSSA;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;ordinanza lavori stradali;"2020";"6";9.18549292768307;45.4843541582745;"(45.484354158274485, 9.185492927683072)"
3380;"1115";VIA MAURIZIO QUADRIO;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;ordinanza lavori stradali;"2020";"67";9.18124060589693;45.4839446411;"(45.483944641099974, 9.181240605896933)"
3381;"1115";VIA MAURIZIO QUADRIO;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;ordinanza lavori stradali;"2020";"271";9.18354069335583;45.4839585492378;"(45.48395854923779, 9.183540693355829)"
3382;"330";VIA FRANCESCO SFORZA;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;ordinanza lavori stradali;"2020";"57";9.19617940001959;45.46042556563;"(45.460425565630004, 9.196179400019588)"
3383;"330";VIA FRANCESCO SFORZA;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;ordinanza lavori stradali;"2020";"13";9.19663481762669;45.4609020046907;"(45.46090200469072, 9.196634817626693)"
3384;"330";VIA FRANCESCO SFORZA;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;ordinanza lavori stradali;"2020";"26";9.19774377317355;45.4620722063604;"(45.462072206360375, 9.197743773173547)"
3385;"330";VIA FRANCESCO SFORZA;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;ordinanza lavori stradali;"2020";"35";9.19803082699834;45.4623766810007;"(45.46237668100073, 9.198030826998336)"
3386;"330";VIA FRANCESCO SFORZA;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;ordinanza lavori stradali;"2020";"78";9.19843059311441;45.46280107081;"(45.46280107081003, 9.19843059311441)"
3387;"330";VIA FRANCESCO SFORZA;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;ordinanza lavori stradali;"2020";"24";9.19888387401628;45.4632535585533;"(45.463253558553276, 9.198883874016278)"
3388;"330";VIA FRANCESCO SFORZA;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;ordinanza lavori stradali;"2020";"15";9.19869944917514;45.4632363124749;"(45.463236312474876, 9.198699449175145)"
3389;"330";VIA FRANCESCO SFORZA;;ciclabile;ciclabile segnaletica;corsia tpl;monodirezionale - concorde;ordinanza lavori stradali;"2020";"75";9.1983771545381;45.4629016251558;"(45.46290162515579, 9.198377154538097)"
3390;"330";VIA FRANCESCO SFORZA;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;ordinanza lavori stradali;"2020";"23";9.19794552910977;45.4624480649905;"(45.462448064990454, 9.19794552910977)"
3391;"330";VIA FRANCESCO SFORZA;;ciclabile;ciclabile segnaletica;corsia tpl;monodirezionale - concorde;ordinanza lavori stradali;"2020";"184";9.19721172042561;45.4616722171337;"(45.46167221713372, 9.197211720425608)"
3392;"330";VIA FRANCESCO SFORZA;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;ordinanza lavori stradali;"2020";"16";9.19642076932952;45.4608373393105;"(45.46083733931049, 9.196420769329515)"
3393;"330";VIA FRANCESCO SFORZA;;ciclabile;ciclabile segnaletica;corsia tpl;monodirezionale - concorde;ordinanza lavori stradali;"2020";"157";9.19581686161685;45.4601867106535;"(45.460186710653495, 9.195816861616851)"
3394;"6388";VIA MONTE ROSA;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;corsia ciclabile;"2020";"21";9.15143419530496;45.4732629063837;"(45.473262906383674, 9.151434195304958)"
3395;"6388";VIA MONTE ROSA;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;corsia ciclabile;"2020";"19";9.15072571235782;45.4737861354412;"(45.47378613544124, 9.150725712357824)"
3396;"6388";VIA MONTE ROSA;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;corsia ciclabile;"2020";"5";9.15159932582785;45.4731249416359;"(45.473124941635874, 9.151599325827847)"
3397;"6388";VIA MONTE ROSA;;ciclabile;ciclabile sede propria;parterre;monodirezionale - concorde;corsia ciclabile;"2020";"7";9.1535807926643;45.4719461503795;"(45.47194615037945, 9.153580792664304)"
3398;"6388";VIA MONTE ROSA;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;corsia ciclabile;"2020";"5";9.15371632616059;45.4717439722317;"(45.471743972231735, 9.15371632616059)"
3399;"6252";PIAZZA MICHELANGELO BUONARROTI;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;"2020";"24";9.15508869019395;45.4705483052646;"(45.47054830526458, 9.155088690193946)"
3400;"6252";PIAZZA MICHELANGELO BUONARROTI;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;"2020";"17";9.15573263366967;45.4701223121014;"(45.470122312101424, 9.155732633669674)"
3401;"6380";VIA TIZIANO;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;corsia ciclabile;"2020";"27";9.15579404806202;45.4706825977396;"(45.47068259773956, 9.155794048062019)"
3402;"6283";VIA RAFFAELLO SANZIO;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;ordinanza lavori stradali;"2020";"30";9.15495601519469;45.4700525179813;"(45.47005251798132, 9.154956015194694)"
3403;"6248";VIA GIOTTO;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;corsia ciclabile;"2020";"26";9.15578118245002;45.469951838217;"(45.46995183821698, 9.155781182450019)"
3404;"6252";PIAZZA MICHELANGELO BUONARROTI;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;corsia ciclabile;"2020";"41";9.15576824853963;45.4703317248174;"(45.47033172481741, 9.15576824853963)"
3405;"6252";PIAZZA MICHELANGELO BUONARROTI;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;corsia ciclabile;"2020";"37";9.15502401521748;45.4703542661797;"(45.470354266179704, 9.155024015217482)"
3406;"6388";VIA MONTE ROSA;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;corsia ciclabile;"2020";"24";9.15509450990708;45.4707353265674;"(45.47073532656742, 9.15509450990708)"
3407;"6388";VIA MONTE ROSA;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;ordinanza lavori stradali;"2020";"17";9.15045191844868;45.4741320024666;"(45.47413200246656, 9.150451918448677)"
3408;"6388";VIA MONTE ROSA;;ciclabile;ciclabile sede propria;marciapiede;bidirezionale;corsia ciclabile;"2020";"5";9.1524107575528;45.4725077859143;"(45.472507785914296, 9.1524107575528)"
3409;"6388";VIA MONTE ROSA;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;"2020";"12";9.15343049154207;45.4718486690503;"(45.47184866905032, 9.153430491542071)"
