id_amat;id_via;anagrafica;gerarchia;rete;tipologia;sede;marcia;norma;fine_lavor;lunghezza;LONG_X_4326_CENTROID;LAT_Y_4326_CENTROID;Location
1;"1064";PIAZZA VENTICINQUE APRILE;;urbana;promiscuo pedoni;attraversamento;bidirezionale;attraversamento - generico;"0";"8";9.1870305186785;45.4809876471498;"(45.48098764714976, 9.187030518678496)"
2;"3377";VIA GIACOMO MEDICI DEL VASCELLO;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;ordinanza lavori stradali;"2019";"7";9.24194464907128;45.4392715546864;"(45.43927155468637, 9.241944649071282)"
3;"3377";VIA GIACOMO MEDICI DEL VASCELLO;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;ordinanza lavori stradali;"2019";"8";9.23995617266987;45.4400199268851;"(45.440019926885114, 9.239956172669872)"
4;"3377";VIA GIACOMO MEDICI DEL VASCELLO;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;ordinanza lavori stradali;"2019";"5";9.23918713129894;45.442769857648;"(45.442769857648024, 9.239187131298943)"
5;"3377";VIA GIACOMO MEDICI DEL VASCELLO;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;ordinanza lavori stradali;"2019";"3";9.23998716620631;45.4400362237505;"(45.44003622375051, 9.239987166206312)"
6;"1360";VIALE MARCHE;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;corsia ciclabile;"2013";"18";9.1976842242398;45.4948586428903;"(45.4948586428903, 9.197684224239802)"
9;"4068";CORSO LODI;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;"0";"297";9.2048372915339;45.4507560352345;"(45.45075603523454, 9.204837291533904)"
11;"5144";ALZAIA NAVIGLIO GRANDE;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"1996";"31";9.16836622631264;45.450564438617;"(45.450564438616965, 9.168366226312635)"
12;"1414";VIA TOFANE;;urbana;promiscuo veicoli;carreggiata;bidirezionale;FACILITAZIONE - divieto di transito ecc. bici;"1990";"33";9.22174169870529;45.5035303053791;"(45.50353030537905, 9.221741698705285)"
13;"2153";VIA LAZZARO SPALLANZANI;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"2003";"172";9.20633204495567;45.4752866869338;"(45.47528668693378, 9.206332044955673)"
16;"1";PIAZZA DEL DUOMO;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"1996";"329";9.19065141656756;45.4647133789271;"(45.46471337892707, 9.190651416567562)"
18;"598";VIA DEI MERCANTI;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"1996";"153";9.18768843285321;45.4650517451937;"(45.465051745193676, 9.187688432853207)"
19;"541";CORSO DI PORTA TICINESE;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"0";"135";9.18105434071255;45.4580790854533;"(45.45807908545326, 9.181054340712548)"
20;"612";VIA DANTE;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"1996";"286";9.18388741679207;45.4669888154506;"(45.46698881545061, 9.183887416792071)"
21;"122";VIA BRERA;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"2011";"189";9.18762168114415;45.4714448946268;"(45.47144489462685, 9.187621681144153)"
22;"122";VIA BRERA;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"1996";"24";9.18741533416874;45.4727508499316;"(45.47275084993155, 9.187415334168742)"
23;"5188";VIA SANTA CROCE;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"2010";"298";9.18244234125301;45.4542663082514;"(45.45426630825139, 9.182442341253012)"
24;"5186";PIAZZA SANT'EUSTORGIO;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"2010";"62";9.18070183063067;45.4533755764977;"(45.45337557649769, 9.180701830630674)"
25;"2153";VIA LAZZARO SPALLANZANI;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"2003";"61";9.20742270859586;45.4759841231161;"(45.47598412311612, 9.207422708595855)"
26;"1088";VIALE ENRICO FERMI;;urbana;promiscuo pedoni;attraversamento;bidirezionale;attraversamento - generico;"0";"36";9.17937576887408;45.5140990626971;"(45.51409906269707, 9.179375768874081)"
27;"6567";VIALE MAR JONIO;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;"2002";"286";9.13734389470754;45.473881220479;"(45.473881220479015, 9.13734389470754)"
28;"6567";VIALE MAR JONIO;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;"2002";"287";9.13778593799623;45.4738646527422;"(45.473864652742236, 9.137785937996227)"
29;"6566";PIAZZALE SELINUNTE;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;"2008";"361";9.13743108379351;45.4721133140096;"(45.472113314009555, 9.137431083793514)"
32;"6457";VIA ANGELO SALMOIRAGHI;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;"2006";"281";9.14075729925709;45.4841353925077;"(45.484135392507675, 9.14075729925709)"
36;"122";VIA BRERA;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"1996";"40";9.18747330242291;45.4724667643332;"(45.47246676433318, 9.187473302422905)"
40;"118";VIA MONTE DI PIETA';;urbana;promiscuo veicoli;carreggiata;bidirezionale;FACILITAZIONE - Z30;"0";"219";9.18898122461619;45.4682294584147;"(45.46822945841472, 9.188981224616189)"
47;"4158";PIAZZALE FERRARA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;"2011";"42";9.2200509432952;45.4381267742179;"(45.43812677421788, 9.220050943295195)"
48;"4279";VIA COMACCHIO;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;"2011";"111";9.21865792448432;45.4374886092882;"(45.437488609288216, 9.218657924484319)"
49;"4158";PIAZZALE FERRARA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;"2011";"53";9.21953482593094;45.4378954396167;"(45.43789543961671, 9.219534825930937)"
57;"7456";VIA GIORGIO STEPHENSON;;urbana;promiscuo pedoni;sottopasso;bidirezionale;ordinanza lavori stradali;"2015";"276";9.12736089361588;45.5110753293324;"(45.51107532933245, 9.127360893615885)"
61;"214";CORSO VITTORIO EMANUELE II;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"1996";"383";9.19501205294803;45.4653296890971;"(45.46532968909709, 9.195012052948027)"
63;"216";PIAZZA SAN BABILA;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"1996";"91";9.19753093614175;45.4663860871648;"(45.466386087164835, 9.197530936141751)"
68;"4068";CORSO LODI;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;"0";"339";9.20790523423704;45.448863426132;"(45.448863426131986, 9.207905234237044)"
69;"4068";CORSO LODI;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;"0";"237";9.20795007755473;45.4484552960515;"(45.448455296051506, 9.207950077554726)"
70;;PARCO DEI FONTANILI;;urbana;promiscuo pedoni;sottopasso;bidirezionale;non regolamentato;"0";"78";9.09919443201085;45.4505758035685;"(45.450575803568455, 9.099194432010854)"
72;"7205";PIAZZA ANTONIO GRAMSCI;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"1994";"92";9.16842641166795;45.481651523907;"(45.48165152390696, 9.16842641166795)"
73;"7121";VIA LUIGI CANONICA;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"1994";"77";9.16934597537188;45.4812544386079;"(45.48125443860788, 9.16934597537188)"
76;"3205";VIA GUIDO RENI;;urbana;promiscuo veicoli;carreggiata;bidirezionale;FACILITAZIONE - divieto di transito ecc. bici;"2012";"40";9.22590149891856;45.4706754055329;"(45.47067540553285, 9.22590149891856)"
77;;PARCO DI TRENNO;;verde;promiscuo pedoni;parco o area verde;bidirezionale;non regolamentato - parco o area verde;"0";"241";9.10739627768282;45.4825163329548;"(45.482516332954845, 9.107396277682824)"
78;;PARCO DI TRENNO;;verde;promiscuo pedoni;parco o area verde;bidirezionale;non regolamentato - parco o area verde;"0";"190";9.10705750911123;45.4804524110979;"(45.480452411097865, 9.107057509111229)"
79;;PARCO DI TRENNO;;verde;promiscuo pedoni;parco o area verde;bidirezionale;non regolamentato - parco o area verde;"0";"83";9.10726573506006;45.4813807269966;"(45.481380726996576, 9.107265735060063)"
80;;PARCO DI TRENNO;;verde;promiscuo pedoni;parco o area verde;bidirezionale;non regolamentato - parco o area verde;"0";"355";9.10720487856413;45.4848683680382;"(45.484868368038214, 9.107204878564126)"
81;;PARCO DI TRENNO;;verde;promiscuo pedoni;parco o area verde;bidirezionale;non regolamentato - parco o area verde;"0";"163";9.10657459500134;45.4900318679965;"(45.49003186799653, 9.106574595001337)"
82;;PARCO DI TRENNO;;verde;promiscuo pedoni;parco o area verde;bidirezionale;non regolamentato - parco o area verde;"0";"227";9.10684546477946;45.491357741705;"(45.49135774170496, 9.106845464779461)"
88;"7210";VIA PAOLO SARPI;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"2011";"194";9.17174988661423;45.4810764326918;"(45.481076432691786, 9.171749886614226)"
89;"7210";VIA PAOLO SARPI;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"2011";"113";9.17388862492143;45.4812134166742;"(45.48121341667418, 9.173888624921434)"
90;"7210";VIA PAOLO SARPI;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"2011";"187";9.17596068098894;45.4813830452488;"(45.48138304524882, 9.175960680988936)"
91;"7210";VIA PAOLO SARPI;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"2011";"109";9.17799054638236;45.4815685847602;"(45.48156858476021, 9.177990546382365)"
92;"7210";VIA PAOLO SARPI;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"2011";"154";9.18017699091961;45.4817545936863;"(45.481754593686276, 9.180176990919607)"
99;;PARCO DELLE CAVE;;verde;promiscuo pedoni;parco o area verde;bidirezionale;non regolamentato - parco o area verde;"0";"306";9.09672094044043;45.4641177657974;"(45.464117765797425, 9.096720940440425)"
100;;PARCO DELLE CAVE;;verde;promiscuo pedoni;parco o area verde;bidirezionale;non regolamentato - parco o area verde;"0";"253";9.10042718251681;45.4698535967903;"(45.46985359679028, 9.100427182516812)"
101;;PARCO DELLE CAVE;;verde;promiscuo pedoni;parco o area verde;bidirezionale;non regolamentato - parco o area verde;"0";"311";9.0975773888361;45.4691749279018;"(45.469174927901776, 9.097577388836097)"
105;;PARCO DELLE CAVE;;verde;promiscuo pedoni;parco o area verde;bidirezionale;non regolamentato - parco o area verde;"0";"377";9.09565118558959;45.4669423287791;"(45.46694232877908, 9.095651185589594)"
106;;PARCO DI TRENNO;;verde;promiscuo pedoni;parco o area verde;bidirezionale;non regolamentato - parco o area verde;"0";"436";9.1074177278042;45.4875271650342;"(45.4875271650342, 9.107417727804197)"
107;;PARCO DELLE CAVE;;verde;promiscuo pedoni;parco o area verde;bidirezionale;non regolamentato - parco o area verde;"0";"786";9.0990060077595;45.4734031842664;"(45.47340318426639, 9.099006007759497)"
109;"408";VIA SANTA SOFIA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;"2015";"164";9.18924799396137;45.4567232458329;"(45.456723245832904, 9.189247993961372)"
110;"6091";VIA MONTEVIDEO;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;"2016";"5";9.16509919979999;45.4577490496107;"(45.45774904961074, 9.16509919979999)"
111;"408";VIA SANTA SOFIA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;"0";"193";9.19129748713747;45.4572808286063;"(45.45728082860627, 9.191297487137467)"
112;"6102";PIAZZA GIOVANNI ANTONIO BAZZI;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;"2016";"30";9.162235129061;45.4568375327141;"(45.456837532714076, 9.162235129061003)"
115;"6093";VIA VALPARAISO;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;"2016";"228";9.1637389272802;45.4573163540467;"(45.45731635404668, 9.1637389272802)"
116;"6094";VIA COLA DI RIENZO;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;"2016";"596";9.15816451774045;45.455542685903;"(45.455542685903026, 9.158164517740449)"
118;"5124";VIA TORTONA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;"2016";"699";9.16014010755117;45.4511579324285;"(45.451157932428536, 9.16014010755117)"
119;"338";VIA PAOLO DA CANNOBIO;;urbana;promiscuo veicoli;carreggiata;bidirezionale;FACILITAZIONE - divieto di transito ecc. bici;"0";"34";9.18905100096989;45.4604259742789;"(45.460425974278905, 9.189051000969886)"
123;"6930";VIA LUIGI MENGONI;;verde;promiscuo pedoni;parco o area verde;bidirezionale;percorso promiscuo - pedonale e ciclabile;"2017";"252";9.10808597344761;45.4524396580296;"(45.45243965802963, 9.108085973447615)"
127;"5262";VIA PAVIA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;"0";"186";9.17826411877702;45.4474775331151;"(45.44747753311513, 9.178264118777019)"
128;"5262";VIA PAVIA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;"0";"186";9.17824178415395;45.4473857382243;"(45.44738573822428, 9.17824178415395)"
135;"2493";VIA VIPITENO;;urbana;promiscuo pedoni;marciapiede;bidirezionale;percorso promiscuo - pedonale e ciclabile;"2019";"75";9.23814356454623;45.5115576112777;"(45.511557611277716, 9.238143564546226)"
136;"1055";PIAZZA DELLA REPUBBLICA;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;ordinanza lavori stradali;"2014";"33";9.19885144754128;45.480435821495;"(45.480435821494986, 9.19885144754128)"
138;"1055";PIAZZA DELLA REPUBBLICA;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;ordinanza lavori stradali;"2014";"40";9.19874004168559;45.4803005213753;"(45.48030052137527, 9.198740041685593)"
142;"408";VIA SANTA SOFIA;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;corsia ciclabile;"2011";"182";9.18903579571778;45.4564423683061;"(45.4564423683061, 9.189035795717777)"
143;"602";VIA GIOSUE' CARDUCCI;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;corsia ciclabile;"2010";"128";9.17411628740702;45.4633738410306;"(45.46337384103064, 9.174116287407022)"
144;"6109";VIA VINCENZO FOPPA;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"2004";"17";9.1645233341148;45.459115065248;"(45.459115065248014, 9.164523334114802)"
145;"1056";VIALE MONTE SANTO;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;ordinanza lavori stradali;"2018";"46";9.19403474906425;45.4795923610758;"(45.479592361075824, 9.194034749064253)"
146;;NVPR STRADA DI COLLEGAMENTO TRA VIA OLGETTINA E COLOGNO M.;;ciclabile;ciclabile segnaletica;parco o area verde;bidirezionale;corsia ciclabile;"2012";"1265";9.26326022870285;45.5100570993758;"(45.51005709937581, 9.263260228702846)"
147;"595";PIAZZA DELLA RESISTENZA PARTIGIANA;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;ordinanza lavori stradali;"2017";"10";9.17829128626775;45.459038489011;"(45.45903848901098, 9.178291286267747)"
148;"6707";VIA BISCEGLIE;;ciclabile;ciclabile sede propria;carreggiata;bidirezionale;corsia ciclabile;"2006";"159";9.12015307013967;45.4479567447459;"(45.447956744745866, 9.120153070139667)"
149;"6707";VIA BISCEGLIE;;ciclabile;ciclabile sede propria;carreggiata;bidirezionale;corsia ciclabile;"2006";"9";9.11969593135161;45.4486346268882;"(45.448634626888165, 9.119695931351611)"
150;"6707";VIA BISCEGLIE;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"2013";"5";9.1208540492546;45.4471629864398;"(45.44716298643979, 9.120854049254596)"
151;"6707";VIA BISCEGLIE;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"2013";"7";9.12055829721299;45.4473064155619;"(45.447306415561854, 9.120558297212987)"
152;"6707";VIA BISCEGLIE;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;"2013";"22";9.12038765658648;45.4472529360374;"(45.447252936037366, 9.12038765658648)"
156;"3101";PIAZZALE SUSA;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"2015";"123";9.22393339118183;45.4681120847428;"(45.46811208474282, 9.223933391181834)"
157;"3101";PIAZZALE SUSA;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"2015";"12";9.22366186709036;45.4692200429433;"(45.46922004294327, 9.223661867090357)"
160;"3100";VIALE CAMAPANIA;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"2015";"24";9.22369898505872;45.4673328033977;"(45.467332803397696, 9.223698985058716)"
161;"6186";VIA MARIO PAGANO;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"2015";"153";9.16904999900777;45.4733742923876;"(45.47337429238759, 9.169049999007767)"
162;"4261";VIA BRONI;;ciclabile;ciclabile sede propria;marciapiede;bidirezionale;corsia ciclabile;"2019";"78";9.20372661184007;45.4386289214864;"(45.43862892148641, 9.203726611840068)"
163;"555";VIA CESARE CORRENTI;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;ordinanza lavori stradali;"2017";"15";9.17829260960024;45.4591148030787;"(45.45911480307868, 9.17829260960024)"
164;"555";VIA CESARE CORRENTI;;ciclabile;ciclabile segnaletica;carreggiata;bidirezionale;ordinanza lavori stradali;"2017";"9";9.17818679041392;45.4591632068295;"(45.45916320682947, 9.178186790413918)"
165;"551";VIA CAMINADELLA;;ciclabile;ciclabile segnaletica;carreggiata;bidirezionale;ordinanza lavori stradali;"2017";"57";9.17793496809657;45.4593840107203;"(45.459384010720306, 9.177934968096569)"
166;"595";PIAZZA DELLA RESISTENZA PARTIGIANA;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;ordinanza lavori stradali;"2017";"18";9.17804885696806;45.4588757954998;"(45.45887579549977, 9.178048856968065)"
167;"595";PIAZZA DELLA RESISTENZA PARTIGIANA;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;ordinanza lavori stradali;"2017";"8";9.17820459751571;45.4589938972707;"(45.45899389727071, 9.178204597515712)"
171;"2530";VIA OLGETTINA;;urbana;promiscuo veicoli;carreggiata;bidirezionale;FACILITAZIONE - divieto di transito ecc. bici;"2012";"156";9.26426682203557;45.5119781128181;"(45.51197811281809, 9.264266822035573)"
172;"118";VIA GIUSEPPE VERDI;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - discorde;corsia ciclabile;"2015";"144";9.1892676431275;45.4680236398037;"(45.46802363980374, 9.189267643127504)"
173;"5200";PIAZZA VENTIQUATTRO MAGGIO;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"2015";"28";9.17922278608902;45.4523349422807;"(45.4523349422807, 9.17922278608902)"
174;"3117";PIAZZA RISORGIMENTO;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;"2012";"12";9.21121585355436;45.4681080877203;"(45.46810808772031, 9.211215853554359)"
175;"3117";PIAZZA RISORGIMENTO;;ciclabile;ciclabile sede propria;parterre;monodirezionale - concorde;corsia ciclabile;"2012";"7";9.21024584414457;45.4678755348283;"(45.46787553482834, 9.21024584414457)"
176;"574";VIA EDMONDO DE AMICIS;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;corsia ciclabile;"2011";"92";9.17561976499855;45.4599929150284;"(45.45999291502841, 9.17561976499855)"
177;"591";VIA MOLINO DELLE ARMI;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;corsia ciclabile;"2011";"143";9.18582563639955;45.4562450281993;"(45.45624502819926, 9.185825636399551)"
178;"591";VIA MOLINO DELLE ARMI;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;non regolamentato;"2011";"22";9.18479400762689;45.4564220743995;"(45.45642207439946, 9.184794007626888)"
179;"6108";VIA GIUSEPPE DEZZA;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"1989";"36";9.1640436126343;45.4590797113952;"(45.45907971139524, 9.164043612634297)"
180;"574";VIA EDMONDO DE AMICIS;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;"2011";"16";9.17510373760182;45.4603227421357;"(45.46032274213567, 9.17510373760182)"
181;"712";VIA TIVOLI;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"2015";"55";9.18344196945383;45.4718855362404;"(45.471885536240435, 9.183441969453826)"
182;"1023";VIA ANCONA;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - discorde;attraversamento - ciclabile;"2000";"9";9.18642493652939;45.4738003562892;"(45.47380035628918, 9.186424936529388)"
183;"710";LARGO CAIROLI;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;corsia ciclabile;"2015";"62";9.1826732399029;45.4687444267194;"(45.46874442671942, 9.1826732399029)"
185;"710";LARGO CAIROLI;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile con lanterna bici;"2015";"18";9.18289037234467;45.4688209169021;"(45.468820916902075, 9.182890372344675)"
186;"711";FORO BUONAPARTE;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"2015";"45";9.18283024083959;45.4717583864617;"(45.471758386461666, 9.182830240839591)"
187;"704";PIAZZA CASTELLO;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;"2015";"19";9.18124937517366;45.4712728132696;"(45.471272813269586, 9.181249375173655)"
188;"7098";VIALE GADIO;;ciclabile;ciclabile sede propria;marciapiede;bidirezionale;corsia ciclabile;"1999";"106";9.1798124880748;45.472807113523;"(45.47280711352304, 9.179812488074797)"
190;"7233";PIAZZALE CIMITERO MONUMENTALE;;ciclabile;ciclabile sede propria;carreggiata;bidirezionale;corsia ciclabile;"2015";"4";9.17793850242816;45.4844675604967;"(45.48446756049674, 9.17793850242816)"
191;"7233";PIAZZALE CIMITERO MONUMENTALE;;ciclabile;ciclabile sede propria;carreggiata;bidirezionale;corsia ciclabile;"2015";"24";9.1777036476946;45.4840992758461;"(45.48409927584606, 9.177703647694605)"
192;"7233";PIAZZALE CIMITERO MONUMENTALE;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"2015";"32";9.17787466952188;45.4843098319615;"(45.48430983196147, 9.177874669521875)"
193;"330";VIA FRANCESCO SFORZA;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;corsia ciclabile;"2011";"127";9.19397800070462;45.4581274968244;"(45.45812749682437, 9.193978000704616)"
195;"1414";VIA TOFANE;;urbana;promiscuo veicoli;sottopasso;bidirezionale;FACILITAZIONE - divieto di transito ecc. bici;"2004";"15";9.2168509570229;45.5002200348104;"(45.50022003481037, 9.216850957022903)"
202;"5353";VIALE FAMAGOSTA;;ciclabile;ciclabile segnaletica;marciapiede;bidirezionale;corsia ciclabile;"2003";"83";9.16848757747457;45.4378049427845;"(45.437804942784496, 9.168487577474572)"
203;"7233";PIAZZALE CIMITERO MONUMENTALE;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"2015";"152";9.18072949894895;45.4850553213175;"(45.48505532131753, 9.180729498948955)"
204;"574";VIA EDMONDO DE AMICIS;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;corsia ciclabile;"2011";"94";9.17459880425698;45.4606669470242;"(45.460666947024166, 9.174598804256984)"
205;"7233";PIAZZALE CIMITERO MONUMENTALE;;urbana;promiscuo pedoni;carreggiata;bidirezionale;percorso promiscuo - pedonale e ciclabile;"2015";"155";9.17891933768448;45.4844288075008;"(45.48442880750076, 9.178919337684484)"
206;"574";VIA EDMONDO DE AMICIS;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;corsia ciclabile;"2011";"170";9.17921147497503;45.4580530981247;"(45.45805309812474, 9.179211474975025)"
207;"591";VIA MOLINO DELLE ARMI;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;corsia ciclabile;"2011";"80";9.18417031773876;45.4565585894984;"(45.456558589498385, 9.184170317738763)"
210;"6109";VIA VINCENZO FOPPA;;ciclabile;ciclabile sede propria;marciapiede;bidirezionale;corsia ciclabile;"2004";"24";9.16466615821991;45.4589316586353;"(45.45893165863527, 9.164666158219905)"
211;"6108";VIA GIUSEPPE DEZZA;;ciclabile;ciclabile sede propria;parterre;monodirezionale - concorde;corsia ciclabile;"1989";"89";9.16334440388062;45.4591554027613;"(45.45915540276133, 9.16334440388062)"
212;"6108";VIA GIUSEPPE DEZZA;;ciclabile;ciclabile sede propria;parterre;monodirezionale - concorde;corsia ciclabile;"1989";"115";9.16357690134915;45.4593746143945;"(45.459374614394505, 9.163576901349145)"
213;"6108";VIA GIUSEPPE DEZZA;;ciclabile;ciclabile sede propria;parterre;monodirezionale - concorde;corsia ciclabile;"1989";"17";9.16433269644729;45.4591152490981;"(45.459115249098076, 9.164332696447293)"
214;"602";VIA GIOSUE' CARDUCCI;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile con lanterna bici;"2011";"25";9.17357171471671;45.4623761399404;"(45.46237613994036, 9.173571714716708)"
215;"574";VIA EDMONDO DE AMICIS;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;corsia ciclabile;"2011";"17";9.1734797542705;45.4614589847714;"(45.46145898477143, 9.173479754270495)"
216;"574";VIA EDMONDO DE AMICIS;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;non regolamentato;"2011";"66";9.17638862552964;45.4595280479172;"(45.45952804791719, 9.176388625529636)"
217;"7233";PIAZZALE CIMITERO MONUMENTALE;;urbana;promiscuo pedoni;attraversamento;bidirezionale;attraversamento - generico;"2015";"15";9.17996131737547;45.4845987540947;"(45.48459875409474, 9.179961317375472)"
218;"6109";VIA VINCENZO FOPPA;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"2004";"18";9.16467729180302;45.4590805499462;"(45.45908054994623, 9.16467729180302)"
219;"7107";VIALE GIOVANNI MILTON;;ciclabile;ciclabile sede propria;carreggiata;bidirezionale;corsia ciclabile;"2015";"211";9.17098047857574;45.4733219311009;"(45.47332193110089, 9.170980478575743)"
