AnnoScol;Tipologia di Gestione;Unita Scol;Alunni;IdQuartiere;Quartiere
2020/2021;Privata paritaria;1;308;79;Dergano
2020/2021;statale;2;661;80;Affori
2020/2021;statale;1;138;81;Bovisasca
2020/2021;statale;1;116;82;Comasina
2020/2021;Privata paritaria;1;156;82;Comasina
2020/2021;statale;1;313;83;Bruzzano
2020/2021;Privata paritaria;1;36;84;Parco Nord
2019/2020;statale;1;200;29;Ortomercato
2019/2020;statale;2;520;30;Taliedo - Morsenchio - Q.re Forlanini
2019/2020;statale;1;294;33;Rogoredo - Santa Giulia
2019/2020;statale;2;745;35;Lodi - Corvetto
2019/2020;Privata non paritaria;1;163;35;Lodi - Corvetto
2019/2020;Privata paritaria;1;219;35;Lodi - Corvetto
2019/2020;statale;1;199;37;Morivione
2019/2020;Privata paritaria;1;29;37;Morivione
2019/2020;statale;1;336;38;Vigentino - Q.re Fatima
2019/2020;statale;4;1159;4;Guastalla
2019/2020;Privata paritaria;5;435;4;Guastalla
2019/2020;statale;1;410;41;Gratosoglio - Q.re Missaglia - Q.re Terrazze
2019/2020;Privata non paritaria;1;58;41;Gratosoglio - Q.re Missaglia - Q.re Terrazze
2019/2020;statale;2;642;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata
2019/2020;Privata paritaria;1;114;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata
2019/2020;Privata paritaria;1;254;43;Tibaldi
2019/2020;statale;1;120;45;Moncucco - San Cristoforo
2019/2020;statale;1;176;46;Barona
2019/2020;statale;3;692;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro
2019/2020;statale;1;243;49;Giambellino
2019/2020;Privata paritaria;1;141;49;Giambellino
2019/2020;statale;2;717;5;Porta Vigentina - Porta Lodovica
2019/2020;Privata paritaria;1;89;5;Porta Vigentina - Porta Lodovica
2019/2020;statale;2;1173;51;Porta Magenta
2019/2020;Privata paritaria;1;19;51;Porta Magenta
2019/2020;statale;4;1653;52;Bande Nere
2019/2020;Privata paritaria;2;149;52;Bande Nere
2019/2020;statale;1;282;53;Lorenteggio
2019/2020;Privata paritaria;1;298;53;Lorenteggio
2019/2020;statale;2;850;55;Baggio - Q.re degli Olmi - Q.re Valsesia
2019/2020;statale;1;414;56;Forze Armate
2019/2020;Privata paritaria;1;54;56;Forze Armate
2019/2020;statale;2;1019;58;De Angeli - Monte Rosa
2019/2020;Privata paritaria;1;109;58;De Angeli - Monte Rosa
2019/2020;statale;1;356;6;Porta Ticinese - Conca del Naviglio
2019/2020;Privata paritaria;1;74;6;Porta Ticinese - Conca del Naviglio
2019/2020;statale;1;323;60;Stadio - Ippodromi
2019/2020;Privata non paritaria;2;359;60;Stadio - Ippodromi
2019/2020;statale;1;433;61;Quarto Cagnino
2019/2020;Privata paritaria;1;44;63;Figino
2019/2020;statale;3;974;65;Q.re Gallaratese - Q.re San Leonardo - Lampugnano
2019/2020;statale;1;326;66;QT 8
2019/2020;Privata non paritaria;1;88;67;Portello
2019/2020;Privata paritaria;1;168;67;Portello
2019/2020;statale;1;435;68;Pagano
2019/2020;Privata paritaria;1;383;68;Pagano
2019/2020;statale;3;780;69;Sarpi
2019/2020;statale;2;667;7;Magenta - S.Vittore
2019/2020;Privata paritaria;2;639;7;Magenta - S.Vittore
2019/2020;statale;3;1021;71;Villapizzone - Cagnola - Boldinasco
2019/2020;statale;1;158;72;Maggiore - Musocco - Certosa
2019/2020;statale;2;576;76;Quarto Oggiaro - Vialba - Musocco
2019/2020;Privata paritaria;1;32;76;Quarto Oggiaro - Vialba - Musocco
2019/2020;Privata paritaria;1;133;77;Bovisa
2019/2020;statale;2;687;79;Dergano
2019/2020;Privata paritaria;1;283;79;Dergano
2019/2020;statale;2;663;80;Affori
2019/2020;statale;1;131;81;Bovisasca
2019/2020;statale;1;116;82;Comasina
2019/2020;Privata paritaria;1;166;82;Comasina
2019/2020;statale;1;325;83;Bruzzano
2019/2020;Privata paritaria;1;35;84;Parco Nord
2020/2021;statale;2;672;1;Duomo
2020/2021;Privata paritaria;1;130;1;Duomo
2020/2021;statale;1;355;2;Brera
2020/2021;Privata non paritaria;2;262;2;Brera
2020/2021;statale;4;1062;4;Guastalla
2020/2021;Privata paritaria;4;416;4;Guastalla
2020/2021;statale;2;796;5;Porta Vigentina - Porta Lodovica
2020/2021;Privata paritaria;1;72;5;Porta Vigentina - Porta Lodovica
2020/2021;statale;1;319;6;Porta Ticinese - Conca del Naviglio
2020/2021;Privata paritaria;1;90;6;Porta Ticinese - Conca del Naviglio
2020/2021;statale;2;651;7;Magenta - S.Vittore
2020/2021;Privata paritaria;2;663;7;Magenta - S.Vittore
2020/2021;statale;1;312;10;Stazione Centrale - Ponte Seveso
2020/2021;Privata non paritaria;1;37;10;Stazione Centrale - Ponte Seveso
2020/2021;Privata paritaria;2;582;10;Stazione Centrale - Ponte Seveso
2020/2021;statale;1;155;11;Isola
2022/2023;statale;2;533;1;Duomo
2022/2023;Privata paritaria;1;113;1;Duomo
2022/2023;statale;1;325;2;Brera
2022/2023;Privata non paritaria;2;285;2;Brera
2022/2023;statale;4;1082;4;Guastalla
2022/2023;Privata paritaria;4;417;4;Guastalla
2022/2023;statale;2;709;5;Porta Vigentina - Porta Lodovica
2022/2023;Privata paritaria;1;81;5;Porta Vigentina - Porta Lodovica
2022/2023;statale;1;297;6;Porta Ticinese - Conca del Naviglio
2022/2023;Privata paritaria;1;122;6;Porta Ticinese - Conca del Naviglio
2022/2023;statale;2;652;7;Magenta - S.Vittore
2022/2023;Privata paritaria;2;625;7;Magenta - S.Vittore
2022/2023;statale;1;262;9;Porta Garibaldi - Porta Nuova
2022/2023;Privata non paritaria;1;53;10;Stazione Centrale - Ponte Seveso
2022/2023;Privata paritaria;1;356;10;Stazione Centrale - Ponte Seveso
2022/2023;statale;1;165;11;Isola
2022/2023;Privata paritaria;1;201;11;Isola
2022/2023;statale;2;604;12;Maciachini - Maggiolina
2022/2023;statale;2;386;13;Greco - Segnano
2022/2023;statale;3;801;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi
2023/2024;statale;2;459;1;Duomo
2023/2024;Privata paritaria;1;124;1;Duomo
2023/2024;statale;1;309;2;Brera
2023/2024;Privata non paritaria;2;283;2;Brera
2023/2024;statale;4;1042;4;Guastalla
2023/2024;Privata paritaria;4;463;4;Guastalla
2023/2024;statale;2;713;5;Porta Vigentina - Porta Lodovica
2023/2024;Privata paritaria;1;68;5;Porta Vigentina - Porta Lodovica
2023/2024;statale;1;325;6;Porta Ticinese - Conca del Naviglio
2023/2024;Privata paritaria;1;109;6;Porta Ticinese - Conca del Naviglio
2022/2023;Privata paritaria;1;174;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi
2022/2023;statale;2;726;16;Gorla - Precotto
2022/2023;statale;1;227;17;Adriano
2022/2023;statale;1;370;18;Cimiano - Rottole - Q.re Feltre
2022/2023;Privata non paritaria;1;172;18;Cimiano - Rottole - Q.re Feltre
2022/2023;Privata paritaria;1;32;18;Cimiano - Rottole - Q.re Feltre
2022/2023;statale;2;340;19;Padova - Turro - Crescenzago
2022/2023;Privata paritaria;2;260;19;Padova - Turro - Crescenzago
2022/2023;statale;2;716;20;Loreto - Casoretto - NoLo
2022/2023;Privata non paritaria;1;89;20;Loreto - Casoretto - NoLo
2022/2023;statale;5;2335;21;Buenos Aires - Porta Venezia - Porta Monforte
2022/2023;Privata paritaria;1;236;21;Buenos Aires - Porta Venezia - Porta Monforte
2022/2023;statale;1;427;22;Citta' studi
2022/2023;Privata paritaria;4;403;22;Citta' studi
2022/2023;Privata paritaria;2;332;23;Lambrate - Ortica
2022/2023;statale;2;582;25;Corsica
2022/2023;Privata paritaria;1;128;25;Corsica
2022/2023;statale;2;718;26;XXII Marzo
2022/2023;Privata paritaria;1;150;26;XXII Marzo
2022/2023;Privata paritaria;1;56;27;Pta Romana
2022/2023;statale;1;158;29;Ortomercato
2022/2023;statale;2;415;30;Taliedo - Morsenchio - Q.re Forlanini
2022/2023;statale;1;404;33;Rogoredo - Santa Giulia
2022/2023;statale;2;616;35;Lodi - Corvetto
2022/2023;Privata non paritaria;1;135;35;Lodi - Corvetto
2022/2023;Privata paritaria;1;240;35;Lodi - Corvetto
2022/2023;Privata paritaria;1;123;36;Scalo Romana
2022/2023;statale;1;199;37;Morivione
2022/2023;Privata non paritaria;1;12;37;Morivione
2022/2023;statale;1;398;38;Vigentino - Q.re Fatima
2022/2023;statale;1;450;41;Gratosoglio - Q.re Missaglia - Q.re Terrazze
2022/2023;statale;2;597;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata
2022/2023;Privata paritaria;2;373;43;Tibaldi
2022/2023;statale;1;190;45;Moncucco - San Cristoforo
2022/2023;Privata non paritaria;1;52;45;Moncucco - San Cristoforo
2022/2023;statale;1;181;46;Barona
2022/2023;statale;3;501;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro
2022/2023;Privata paritaria;1;118;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro
2022/2023;statale;1;297;49;Giambellino
2022/2023;Privata non paritaria;1;111;49;Giambellino
2022/2023;Privata paritaria;1;110;49;Giambellino
2022/2023;statale;1;640;50;Porta Genova
2022/2023;statale;1;437;51;Porta Magenta
2022/2023;Privata paritaria;1;29;51;Porta Magenta
2022/2023;statale;4;1341;52;Bande Nere
2022/2023;Privata paritaria;1;77;52;Bande Nere
2022/2023;statale;1;237;53;Lorenteggio
2022/2023;Privata paritaria;1;319;53;Lorenteggio
2022/2023;statale;2;809;55;Baggio - Q.re degli Olmi - Q.re Valsesia
2022/2023;statale;1;420;56;Forze Armate
2022/2023;Privata paritaria;2;95;56;Forze Armate
2022/2023;Privata paritaria;1;168;57;San Siro
2022/2023;statale;2;993;58;De Angeli - Monte Rosa
2022/2023;Privata paritaria;1;123;58;De Angeli - Monte Rosa
2022/2023;statale;1;260;60;Stadio - Ippodromi
2022/2023;Privata non paritaria;2;298;60;Stadio - Ippodromi
2022/2023;statale;1;501;61;Quarto Cagnino
2022/2023;Privata paritaria;1;28;63;Figino
2022/2023;statale;3;842;65;Q.re Gallaratese - Q.re San Leonardo - Lampugnano
2022/2023;statale;1;293;66;QT 8
2022/2023;Privata non paritaria;1;120;67;Portello
2022/2023;statale;1;402;68;Pagano
2022/2023;Privata paritaria;1;389;68;Pagano
2022/2023;statale;3;729;69;Sarpi
2022/2023;Privata paritaria;1;165;70;Ghisolfa
2022/2023;statale;3;1035;71;Villapizzone - Cagnola - Boldinasco
2022/2023;statale;1;170;72;Maggiore - Musocco - Certosa
2022/2023;statale;2;601;76;Quarto Oggiaro - Vialba - Musocco
2022/2023;Privata paritaria;1;146;77;Bovisa
2022/2023;statale;2;637;79;Dergano
2022/2023;Privata paritaria;1;348;79;Dergano
2022/2023;statale;2;623;80;Affori
2022/2023;statale;1;129;81;Bovisasca
2022/2023;statale;1;107;82;Comasina
2022/2023;Privata paritaria;1;130;82;Comasina
2022/2023;statale;1;335;83;Bruzzano
2022/2023;Privata paritaria;1;61;84;Parco Nord
