AnnoScol;Tipologia di Gestione;Unita Scol;Alunni;IdQuartiere;Quartiere
2023/2024;statale;2;665;7;Magenta - S.Vittore
2023/2024;Privata paritaria;2;591;7;Magenta - S.Vittore
2023/2024;statale;1;221;9;Porta Garibaldi - Porta Nuova
2023/2024;Privata non paritaria;1;59;10;Stazione Centrale - Ponte Seveso
2023/2024;Privata paritaria;1;358;10;Stazione Centrale - Ponte Seveso
2023/2024;statale;1;178;11;Isola
2023/2024;Privata paritaria;1;185;11;Isola
2023/2024;statale;2;623;12;Maciachini - Maggiolina
2023/2024;statale;2;413;13;Greco - Segnano
2023/2024;statale;3;808;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi
2023/2024;Privata paritaria;1;156;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi
2023/2024;statale;2;609;16;Gorla - Precotto
2023/2024;statale;1;375;17;Adriano
2023/2024;statale;1;362;18;Cimiano - Rottole - Q.re Feltre
2023/2024;Privata non paritaria;1;173;18;Cimiano - Rottole - Q.re Feltre
2023/2024;Privata paritaria;1;14;18;Cimiano - Rottole - Q.re Feltre
2023/2024;statale;2;308;19;Padova - Turro - Crescenzago
2023/2024;Privata paritaria;2;263;19;Padova - Turro - Crescenzago
2023/2024;statale;2;690;20;Loreto - Casoretto - NoLo
2023/2024;Privata non paritaria;1;90;20;Loreto - Casoretto - NoLo
2023/2024;statale;5;2203;21;Buenos Aires - Porta Venezia - Porta Monforte
2023/2024;Privata paritaria;1;223;21;Buenos Aires - Porta Venezia - Porta Monforte
2023/2024;statale;1;447;22;Citta' studi
2023/2024;Privata paritaria;4;420;22;Citta' studi
2023/2024;Privata paritaria;2;318;23;Lambrate - Ortica
2023/2024;statale;2;577;25;Corsica
2023/2024;Privata paritaria;1;135;25;Corsica
2023/2024;statale;2;714;26;XXII Marzo
2023/2024;Privata paritaria;1;157;26;XXII Marzo
2023/2024;Privata paritaria;1;59;27;Pta Romana
2023/2024;statale;1;158;29;Ortomercato
2023/2024;statale;2;395;30;Taliedo - Morsenchio - Q.re Forlanini
2023/2024;statale;1;417;33;Rogoredo - Santa Giulia
2023/2024;statale;2;584;35;Lodi - Corvetto
2023/2024;Privata non paritaria;1;126;35;Lodi - Corvetto
2023/2024;Privata paritaria;1;268;35;Lodi - Corvetto
2023/2024;Privata paritaria;1;140;36;Scalo Romana
2023/2024;statale;1;182;37;Morivione
2023/2024;Privata non paritaria;1;26;37;Morivione
2023/2024;statale;1;399;38;Vigentino - Q.re Fatima
2023/2024;statale;1;439;41;Gratosoglio - Q.re Missaglia - Q.re Terrazze
2023/2024;statale;2;574;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata
2023/2024;Privata paritaria;2;376;43;Tibaldi
2023/2024;statale;1;185;45;Moncucco - San Cristoforo
2023/2024;Privata non paritaria;1;53;45;Moncucco - San Cristoforo
2023/2024;statale;1;189;46;Barona
2023/2024;statale;3;503;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro
2023/2024;Privata paritaria;1;139;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro
2023/2024;statale;1;297;49;Giambellino
2023/2024;Privata non paritaria;1;108;49;Giambellino
2023/2024;Privata paritaria;1;111;49;Giambellino
2023/2024;statale;1;647;50;Porta Genova
2023/2024;statale;1;437;51;Porta Magenta
2023/2024;Privata paritaria;1;18;51;Porta Magenta
2023/2024;statale;4;1309;52;Bande Nere
2023/2024;Privata paritaria;1;87;52;Bande Nere
2023/2024;statale;1;190;53;Lorenteggio
2023/2024;Privata paritaria;1;323;53;Lorenteggio
2023/2024;statale;2;784;55;Baggio - Q.re degli Olmi - Q.re Valsesia
2023/2024;statale;1;427;56;Forze Armate
2023/2024;Privata paritaria;2;103;56;Forze Armate
2023/2024;Privata paritaria;1;192;57;San Siro
2023/2024;statale;2;981;58;De Angeli - Monte Rosa
2023/2024;Privata paritaria;1;116;58;De Angeli - Monte Rosa
2023/2024;statale;1;310;60;Stadio - Ippodromi
2023/2024;Privata non paritaria;2;322;60;Stadio - Ippodromi
2023/2024;statale;1;447;61;Quarto Cagnino
2023/2024;Privata paritaria;1;37;63;Figino
2023/2024;statale;3;863;65;Q.re Gallaratese - Q.re San Leonardo - Lampugnano
2023/2024;statale;1;255;66;QT 8
2023/2024;Privata non paritaria;1;131;67;Portello
2023/2024;statale;1;415;68;Pagano
2023/2024;Privata paritaria;1;380;68;Pagano
2023/2024;statale;3;734;69;Sarpi
2023/2024;Privata paritaria;1;165;70;Ghisolfa
2023/2024;statale;3;1030;71;Villapizzone - Cagnola - Boldinasco
2023/2024;statale;1;209;72;Maggiore - Musocco - Certosa
2023/2024;statale;2;589;76;Quarto Oggiaro - Vialba - Musocco
2023/2024;Privata paritaria;1;150;77;Bovisa
2023/2024;statale;2;606;79;Dergano
2023/2024;Privata paritaria;1;344;79;Dergano
2023/2024;statale;2;611;80;Affori
2023/2024;statale;1;124;81;Bovisasca
2023/2024;statale;1;97;82;Comasina
2023/2024;Privata paritaria;1;125;82;Comasina
2023/2024;statale;1;318;83;Bruzzano
2023/2024;Privata paritaria;1;74;84;Parco Nord
2021/2022;Privata paritaria;1;158;26;XXII Marzo
2021/2022;Privata paritaria;1;83;27;Pta Romana
2021/2022;statale;1;166;29;Ortomercato
2021/2022;statale;2;453;30;Taliedo - Morsenchio - Q.re Forlanini
2021/2022;statale;1;373;33;Rogoredo - Santa Giulia
2021/2022;statale;2;676;35;Lodi - Corvetto
2021/2022;Privata non paritaria;1;146;35;Lodi - Corvetto
2021/2022;Privata paritaria;1;238;35;Lodi - Corvetto
2021/2022;Privata paritaria;1;105;36;Scalo Romana
2021/2022;statale;1;201;37;Morivione
2021/2022;statale;1;391;38;Vigentino - Q.re Fatima
2021/2022;statale;1;457;41;Gratosoglio - Q.re Missaglia - Q.re Terrazze
2021/2022;statale;2;630;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata
2021/2022;Privata paritaria;1;103;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata
2021/2022;Privata paritaria;1;268;43;Tibaldi
2021/2022;statale;1;149;45;Moncucco - San Cristoforo
2021/2022;Privata non paritaria;1;53;45;Moncucco - San Cristoforo
2021/2022;statale;1;177;46;Barona
2021/2022;statale;3;525;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro
2021/2022;Privata paritaria;1;86;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro
2021/2022;statale;1;310;49;Giambellino
2021/2022;Privata paritaria;1;103;49;Giambellino
2021/2022;statale;2;1111;51;Porta Magenta
2021/2022;Privata paritaria;1;21;51;Porta Magenta
2021/2022;statale;4;1442;52;Bande Nere
2021/2022;Privata paritaria;2;122;52;Bande Nere
2021/2022;statale;1;266;53;Lorenteggio
2021/2022;Privata paritaria;1;300;53;Lorenteggio
2021/2022;statale;2;829;55;Baggio - Q.re degli Olmi - Q.re Valsesia
2021/2022;statale;1;393;56;Forze Armate
2021/2022;Privata paritaria;1;70;56;Forze Armate
2021/2022;Privata paritaria;1;149;57;San Siro
2021/2022;statale;2;996;58;De Angeli - Monte Rosa
2021/2022;Privata paritaria;1;131;58;De Angeli - Monte Rosa
2021/2022;statale;1;266;60;Stadio - Ippodromi
2021/2022;Privata non paritaria;2;321;60;Stadio - Ippodromi
2021/2022;statale;1;471;61;Quarto Cagnino
2021/2022;Privata paritaria;1;36;63;Figino
2021/2022;statale;3;890;65;Q.re Gallaratese - Q.re San Leonardo - Lampugnano
2021/2022;statale;1;298;66;QT 8
2021/2022;Privata non paritaria;1;118;67;Portello
2021/2022;statale;1;420;68;Pagano
2021/2022;Privata paritaria;1;391;68;Pagano
2021/2022;statale;3;745;69;Sarpi
2021/2022;Privata paritaria;1;166;70;Ghisolfa
2021/2022;statale;3;1022;71;Villapizzone - Cagnola - Boldinasco
2021/2022;statale;1;157;72;Maggiore - Musocco - Certosa
2021/2022;statale;2;598;76;Quarto Oggiaro - Vialba - Musocco
2021/2022;Privata paritaria;1;143;77;Bovisa
2021/2022;statale;2;643;79;Dergano
2021/2022;Privata paritaria;1;329;79;Dergano
2021/2022;statale;2;659;80;Affori
2021/2022;statale;1;137;81;Bovisasca
2021/2022;statale;1;101;82;Comasina
2021/2022;Privata paritaria;1;149;82;Comasina
2021/2022;statale;1;330;83;Bruzzano
2021/2022;Privata paritaria;1;51;84;Parco Nord
2009/2010;Privata paritaria;1;62;1;Duomo
2009/2010;Statale;2;534;1;Duomo
2009/2010;Privata paritaria;2;197;2;Brera
2009/2010;Privata non paritaria;2;262;2;Brera
2009/2010;Statale;1;285;2;Brera
2009/2010;Privata paritaria;5;388;4;Guastalla
2009/2010;Statale;4;1469;4;Guastalla
2009/2010;Privata paritaria;1;55;5;Porta Vigentina - Porta Lodovica
2009/2010;Statale;2;444;5;Porta Vigentina - Porta Lodovica
2009/2010;Privata paritaria;1;95;6;Porta Ticinese - Conca del Naviglio
2009/2010;Statale;1;348;6;Porta Ticinese - Conca del Naviglio
2009/2010;Privata paritaria;2;495;7;Magenta - S.Vittore
2009/2010;Statale;2;385;7;Magenta - S.Vittore
2009/2010;Privata paritaria;3;643;10;Stazione Centrale - Ponte Seveso
2009/2010;Statale;1;89;10;Stazione Centrale - Ponte Seveso
2009/2010;Privata paritaria;1;206;11;Isola
2009/2010;Statale;1;132;11;Isola
2009/2010;Statale;2;657;12;Maciachini - Maggiolina
2009/2010;Statale;2;544;13;Greco - Segnano
2009/2010;Statale;3;673;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi
2009/2010;Statale;2;609;16;Gorla - Precotto
2009/2010;Privata paritaria;1;61;18;Cimiano - Rottole - Q.re Feltre
2009/2010;Privata non paritaria;1;165;18;Cimiano - Rottole - Q.re Feltre
2009/2010;Statale;1;637;18;Cimiano - Rottole - Q.re Feltre
2009/2010;Privata paritaria;2;235;19;Padova - Turro - Crescenzago
2009/2010;Statale;1;186;19;Padova - Turro - Crescenzago
2009/2010;Statale;3;1356;20;Loreto - Casoretto - NoLo
2009/2010;Statale;4;1501;21;Buenos Aires - Porta Venezia - Porta Monforte
2009/2010;Privata paritaria;4;366;22;Citta' studi
2009/2010;Statale;1;313;22;Citta' studi
2009/2010;Privata paritaria;2;338;23;Lambrate - Ortica
2009/2010;Statale;2;372;25;Corsica
2009/2010;Privata paritaria;1;118;26;XXII Marzo
2009/2010;Statale;2;367;26;XXII Marzo
2009/2010;Privata paritaria;1;56;27;Pta Romana
2009/2010;Statale;1;160;28;Umbria - Molise - Calvairate
2009/2010;Statale;2;481;30;Taliedo - Morsenchio - Q.re Forlanini
2009/2010;Statale;1;140;33;Rogoredo - Santa Giulia
2009/2010;Privata paritaria;1;129;35;Lodi - Corvetto
2009/2010;Privata non paritaria;1;125;35;Lodi - Corvetto
2009/2010;Statale;2;776;35;Lodi - Corvetto
2009/2010;Statale;1;230;37;Morivione
2009/2010;Statale;1;229;38;Vigentino - Q.re Fatima
2009/2010;Statale;1;470;41;Gratosoglio - Q.re Missaglia - Q.re Terrazze
2009/2010;Privata paritaria;1;149;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata
2009/2010;Statale;2;472;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata
2009/2010;Privata paritaria;1;151;43;Tibaldi
2009/2010;Statale;1;131;45;Moncucco - San Cristoforo
2009/2010;Statale;1;277;46;Barona
2009/2010;Statale;2;490;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro
2009/2010;Privata paritaria;1;140;49;Giambellino
2009/2010;Statale;1;350;49;Giambellino
2009/2010;Privata paritaria;1;23;51;Porta Magenta
2009/2010;Statale;2;1154;51;Porta Magenta
2009/2010;Privata paritaria;2;176;52;Bande Nere
2009/2010;Statale;5;1792;52;Bande Nere
2009/2010;Privata paritaria;1;304;53;Lorenteggio
2009/2010;Statale;2;270;53;Lorenteggio
2009/2010;Statale;2;582;55;Baggio - Q.re degli Olmi - Q.re Valsesia
2009/2010;Privata paritaria;1;67;56;Forze Armate
2009/2010;Statale;1;378;56;Forze Armate
2009/2010;Privata non paritaria;1;192;57;San Siro
2009/2010;Privata paritaria;1;70;58;De Angeli - Monte Rosa
2009/2010;Statale;2;704;58;De Angeli - Monte Rosa
2009/2010;Privata paritaria;1;36;60;Stadio - Ippodromi
2009/2010;Privata non paritaria;2;229;60;Stadio - Ippodromi
2009/2010;Statale;1;296;60;Stadio - Ippodromi
2009/2010;Statale;1;260;61;Quarto Cagnino
2009/2010;Privata paritaria;1;39;63;Figino
2009/2010;Statale;3;909;65;Q.re Gallaratese - Q.re San Leonardo - Lampugnano
2009/2010;Statale;1;210;66;QT 8
2009/2010;Privata paritaria;1;372;68;Pagano
2009/2010;Statale;1;532;68;Pagano
2009/2010;Statale;3;673;69;Sarpi
2009/2010;Statale;3;814;71;Villapizzone - Cagnola - Boldinasco
2009/2010;Statale;1;200;72;Maggiore - Musocco - Certosa
2009/2010;Privata paritaria;1;149;76;Quarto Oggiaro - Vialba - Musocco
2009/2010;Statale;2;545;76;Quarto Oggiaro - Vialba - Musocco
2009/2010;Privata paritaria;1;120;77;Bovisa
2009/2010;Privata paritaria;1;185;79;Dergano
2009/2010;Statale;2;668;79;Dergano
2009/2010;Statale;2;599;80;Affori
2009/2010;Statale;1;121;81;Bovisasca
2009/2010;Privata paritaria;1;162;82;Comasina
2009/2010;Statale;1;105;82;Comasina
2009/2010;Statale;1;280;83;Bruzzano
2010/2011;Privata paritaria;1;57;1;Duomo
2010/2011;Statale;2;534;1;Duomo
2010/2011;Privata paritaria;2;159;2;Brera
2010/2011;Privata non paritaria;2;272;2;Brera
2010/2011;Statale;1;286;2;Brera
2010/2011;Privata paritaria;5;402;4;Guastalla
2010/2011;Statale;4;1478;4;Guastalla
2010/2011;Privata paritaria;1;63;5;Porta Vigentina - Porta Lodovica
2010/2011;Statale;2;416;5;Porta Vigentina - Porta Lodovica
2010/2011;Privata paritaria;1;89;6;Porta Ticinese - Conca del Naviglio
2010/2011;Statale;1;320;6;Porta Ticinese - Conca del Naviglio
2010/2011;Privata paritaria;2;501;7;Magenta - S.Vittore
2010/2011;Statale;2;395;7;Magenta - S.Vittore
2010/2011;Privata paritaria;3;609;10;Stazione Centrale - Ponte Seveso
2010/2011;Statale;1;116;10;Stazione Centrale - Ponte Seveso
2010/2011;Privata paritaria;1;207;11;Isola
2010/2011;Statale;1;138;11;Isola
2010/2011;Statale;2;662;12;Maciachini - Maggiolina
2010/2011;Statale;2;513;13;Greco - Segnano
2010/2011;Privata non paritaria;1;88;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi
2010/2011;Statale;3;674;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi
2010/2011;Statale;2;651;16;Gorla - Precotto
2010/2011;Privata paritaria;1;54;18;Cimiano - Rottole - Q.re Feltre
2010/2011;Privata non paritaria;1;177;18;Cimiano - Rottole - Q.re Feltre
2010/2011;Statale;1;627;18;Cimiano - Rottole - Q.re Feltre
2010/2011;Privata paritaria;2;233;19;Padova - Turro - Crescenzago
2010/2011;Statale;1;160;19;Padova - Turro - Crescenzago
2010/2011;Statale;3;1428;20;Loreto - Casoretto - NoLo
2010/2011;Statale;4;1489;21;Buenos Aires - Porta Venezia - Porta Monforte
2010/2011;Privata paritaria;4;359;22;Citta' studi
2010/2011;Statale;1;351;22;Citta' studi
2010/2011;Privata paritaria;2;317;23;Lambrate - Ortica
2010/2011;Statale;2;388;25;Corsica
2010/2011;Privata paritaria;1;128;26;XXII Marzo
2010/2011;Statale;2;379;26;XXII Marzo
2010/2011;Privata paritaria;1;57;27;Pta Romana
2010/2011;Statale;1;176;28;Umbria - Molise - Calvairate
2010/2011;Statale;2;485;30;Taliedo - Morsenchio - Q.re Forlanini
2010/2011;Statale;1;142;33;Rogoredo - Santa Giulia
2010/2011;Privata paritaria;1;160;35;Lodi - Corvetto
2010/2011;Privata non paritaria;1;138;35;Lodi - Corvetto
2010/2011;Statale;2;747;35;Lodi - Corvetto
2010/2011;Statale;1;210;37;Morivione
2010/2011;Statale;1;247;38;Vigentino - Q.re Fatima
2010/2011;Privata non paritaria;1;19;41;Gratosoglio - Q.re Missaglia - Q.re Terrazze
2010/2011;Statale;1;469;41;Gratosoglio - Q.re Missaglia - Q.re Terrazze
2010/2011;Privata paritaria;1;144;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata
2010/2011;Statale;2;472;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata
2021/2022;statale;2;632;1;Duomo
2021/2022;Privata paritaria;1;119;1;Duomo
2021/2022;statale;1;316;2;Brera
2021/2022;Privata non paritaria;2;294;2;Brera
2021/2022;statale;4;1064;4;Guastalla
2021/2022;Privata paritaria;4;435;4;Guastalla
2021/2022;statale;2;765;5;Porta Vigentina - Porta Lodovica
2021/2022;Privata paritaria;1;66;5;Porta Vigentina - Porta Lodovica
2021/2022;statale;1;322;6;Porta Ticinese - Conca del Naviglio
2021/2022;Privata paritaria;1;106;6;Porta Ticinese - Conca del Naviglio
2021/2022;statale;2;637;7;Magenta - S.Vittore
2021/2022;Privata paritaria;2;665;7;Magenta - S.Vittore
2021/2022;statale;1;299;10;Stazione Centrale - Ponte Seveso
2021/2022;Privata non paritaria;1;50;10;Stazione Centrale - Ponte Seveso
2021/2022;Privata paritaria;2;590;10;Stazione Centrale - Ponte Seveso
2021/2022;statale;1;174;11;Isola
2021/2022;Privata paritaria;1;208;11;Isola
2021/2022;statale;2;581;12;Maciachini - Maggiolina
2021/2022;statale;2;365;13;Greco - Segnano
2021/2022;statale;3;837;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi
2021/2022;Privata paritaria;1;156;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi
2021/2022;statale;2;837;16;Gorla - Precotto
2021/2022;statale;1;71;17;Adriano
2021/2022;statale;1;383;18;Cimiano - Rottole - Q.re Feltre
2021/2022;Privata non paritaria;1;179;18;Cimiano - Rottole - Q.re Feltre
2021/2022;Privata paritaria;1;59;18;Cimiano - Rottole - Q.re Feltre
2021/2022;statale;2;317;19;Padova - Turro - Crescenzago
2021/2022;Privata paritaria;2;254;19;Padova - Turro - Crescenzago
2021/2022;statale;3;1589;20;Loreto - Casoretto - NoLo
2021/2022;Privata non paritaria;1;62;20;Loreto - Casoretto - NoLo
2021/2022;statale;4;1591;21;Buenos Aires - Porta Venezia - Porta Monforte
2021/2022;statale;1;417;22;Citta' studi
2021/2022;Privata paritaria;4;391;22;Citta' studi
2021/2022;Privata paritaria;2;334;23;Lambrate - Ortica
2021/2022;statale;2;542;25;Corsica
2021/2022;Privata paritaria;1;116;25;Corsica
2021/2022;statale;2;750;26;XXII Marzo
2010/2011;Privata paritaria;1;160;43;Tibaldi
2010/2011;Statale;1;134;45;Moncucco - San Cristoforo
2010/2011;Statale;1;252;46;Barona
2010/2011;Statale;3;549;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro
2010/2011;Privata paritaria;1;142;49;Giambellino
2010/2011;Statale;1;351;49;Giambellino
2010/2011;Privata paritaria;1;21;51;Porta Magenta
2010/2011;Statale;2;1173;51;Porta Magenta
2010/2011;Privata paritaria;2;158;52;Bande Nere
2010/2011;Statale;5;1763;52;Bande Nere
2010/2011;Privata paritaria;1;278;53;Lorenteggio
2010/2011;Statale;2;288;53;Lorenteggio
2010/2011;Statale;2;600;55;Baggio - Q.re degli Olmi - Q.re Valsesia
2010/2011;Privata paritaria;1;81;56;Forze Armate
2010/2011;Statale;1;383;56;Forze Armate
2010/2011;Privata non paritaria;1;189;57;San Siro
2010/2011;Privata paritaria;1;64;58;De Angeli - Monte Rosa
2010/2011;Statale;2;679;58;De Angeli - Monte Rosa
2010/2011;Privata paritaria;1;37;60;Stadio - Ippodromi
2010/2011;Privata non paritaria;2;239;60;Stadio - Ippodromi
2010/2011;Statale;1;317;60;Stadio - Ippodromi
2010/2011;Statale;1;252;61;Quarto Cagnino
2010/2011;Privata paritaria;1;43;63;Figino
2010/2011;Statale;3;921;65;Q.re Gallaratese - Q.re San Leonardo - Lampugnano
2010/2011;Statale;1;230;66;QT 8
2010/2011;Privata paritaria;1;368;68;Pagano
2010/2011;Statale;1;549;68;Pagano
2010/2011;Statale;3;731;69;Sarpi
2010/2011;Statale;3;850;71;Villapizzone - Cagnola - Boldinasco
2010/2011;Statale;1;174;72;Maggiore - Musocco - Certosa
2010/2011;Privata paritaria;1;142;76;Quarto Oggiaro - Vialba - Musocco
2010/2011;Statale;2;584;76;Quarto Oggiaro - Vialba - Musocco
2010/2011;Privata paritaria;1;107;77;Bovisa
2010/2011;Privata paritaria;1;227;79;Dergano
2010/2011;Statale;2;675;79;Dergano
2010/2011;Statale;2;618;80;Affori
2010/2011;Statale;1;118;81;Bovisasca
2010/2011;Privata paritaria;1;161;82;Comasina
2010/2011;Statale;1;112;82;Comasina
2010/2011;Statale;1;283;83;Bruzzano
2011/2012;Privata paritaria;1;58;1;Duomo
2011/2012;Statale;2;589;1;Duomo
2011/2012;Privata paritaria;2;143;2;Brera
2011/2012;Privata non paritaria;2;277;2;Brera
2011/2012;Statale;1;262;2;Brera
2011/2012;Privata paritaria;5;432;4;Guastalla
2011/2012;Statale;4;1409;4;Guastalla
2011/2012;Privata paritaria;1;61;5;Porta Vigentina - Porta Lodovica
2011/2012;Statale;1;434;5;Porta Vigentina - Porta Lodovica
2011/2012;Privata paritaria;1;85;6;Porta Ticinese - Conca del Naviglio
2011/2012;Statale;1;299;6;Porta Ticinese - Conca del Naviglio
2011/2012;Privata paritaria;2;502;7;Magenta - S.Vittore
2011/2012;Statale;2;415;7;Magenta - S.Vittore
2011/2012;Privata paritaria;3;612;10;Stazione Centrale - Ponte Seveso
2011/2012;Statale;1;113;10;Stazione Centrale - Ponte Seveso
2011/2012;Privata paritaria;1;203;11;Isola
2011/2012;Statale;1;162;11;Isola
2011/2012;Statale;2;679;12;Maciachini - Maggiolina
2011/2012;Statale;2;515;13;Greco - Segnano
2011/2012;Privata non paritaria;1;78;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi
2011/2012;Statale;3;702;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi
2011/2012;Statale;2;713;16;Gorla - Precotto
2011/2012;Privata paritaria;1;62;18;Cimiano - Rottole - Q.re Feltre
2011/2012;Privata non paritaria;1;176;18;Cimiano - Rottole - Q.re Feltre
2011/2012;Statale;1;615;18;Cimiano - Rottole - Q.re Feltre
2011/2012;Privata paritaria;2;237;19;Padova - Turro - Crescenzago
2011/2012;Statale;1;142;19;Padova - Turro - Crescenzago
2011/2012;Statale;3;1485;20;Loreto - Casoretto - NoLo
2011/2012;Statale;4;1537;21;Buenos Aires - Porta Venezia - Porta Monforte
2011/2012;Privata paritaria;4;340;22;Citta' studi
2011/2012;Statale;1;369;22;Citta' studi
2011/2012;Privata paritaria;2;313;23;Lambrate - Ortica
2011/2012;Statale;2;407;25;Corsica
2011/2012;Privata paritaria;1;127;26;XXII Marzo
2011/2012;Statale;2;367;26;XXII Marzo
2011/2012;Privata paritaria;1;59;27;Pta Romana
2011/2012;Statale;1;203;28;Umbria - Molise - Calvairate
2011/2012;Statale;2;500;30;Taliedo - Morsenchio - Q.re Forlanini
2011/2012;Statale;1;130;33;Rogoredo - Santa Giulia
2011/2012;Privata paritaria;1;157;35;Lodi - Corvetto
2011/2012;Privata non paritaria;1;157;35;Lodi - Corvetto
2011/2012;Statale;2;778;35;Lodi - Corvetto
2011/2012;Statale;1;209;37;Morivione
2011/2012;Statale;1;264;38;Vigentino - Q.re Fatima
2011/2012;Privata non paritaria;1;29;41;Gratosoglio - Q.re Missaglia - Q.re Terrazze
2011/2012;Statale;1;448;41;Gratosoglio - Q.re Missaglia - Q.re Terrazze
2011/2012;Privata paritaria;1;133;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata
2011/2012;Statale;2;512;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata
2011/2012;Privata paritaria;1;171;43;Tibaldi
2011/2012;Statale;1;117;45;Moncucco - San Cristoforo
2011/2012;Statale;1;211;46;Barona
2011/2012;Statale;3;574;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro
2011/2012;Privata paritaria;1;142;49;Giambellino
2011/2012;Statale;1;350;49;Giambellino
2011/2012;Privata paritaria;1;30;51;Porta Magenta
2011/2012;Statale;2;1186;51;Porta Magenta
2011/2012;Privata paritaria;2;145;52;Bande Nere
2011/2012;Statale;5;1727;52;Bande Nere
2011/2012;Privata paritaria;1;276;53;Lorenteggio
2011/2012;Statale;2;306;53;Lorenteggio
2011/2012;Statale;2;628;55;Baggio - Q.re degli Olmi - Q.re Valsesia
2011/2012;Privata paritaria;1;85;56;Forze Armate
2011/2012;Statale;1;379;56;Forze Armate
2011/2012;Privata non paritaria;1;247;57;San Siro
2011/2012;Privata paritaria;1;75;58;De Angeli - Monte Rosa
2011/2012;Statale;2;770;58;De Angeli - Monte Rosa
2011/2012;Privata paritaria;1;34;60;Stadio - Ippodromi
2011/2012;Privata non paritaria;2;248;60;Stadio - Ippodromi
2011/2012;Statale;1;344;60;Stadio - Ippodromi
2011/2012;Statale;1;223;61;Quarto Cagnino
2011/2012;Privata paritaria;1;38;63;Figino
2011/2012;Statale;3;946;65;Q.re Gallaratese - Q.re San Leonardo - Lampugnano
2011/2012;Statale;1;268;66;QT 8
2011/2012;Privata paritaria;1;365;68;Pagano
2011/2012;Statale;1;539;68;Pagano
2011/2012;Statale;3;820;69;Sarpi
2011/2012;Statale;3;897;71;Villapizzone - Cagnola - Boldinasco
2011/2012;Statale;1;141;72;Maggiore - Musocco - Certosa
2011/2012;Privata paritaria;1;143;76;Quarto Oggiaro - Vialba - Musocco
2011/2012;Statale;2;577;76;Quarto Oggiaro - Vialba - Musocco
2011/2012;Privata paritaria;1;100;77;Bovisa
2011/2012;Privata paritaria;1;242;79;Dergano
2011/2012;Statale;2;690;79;Dergano
2011/2012;Statale;2;608;80;Affori
2011/2012;Statale;1;120;81;Bovisasca
2011/2012;Privata paritaria;1;167;82;Comasina
2011/2012;Statale;1;104;82;Comasina
2011/2012;Statale;1;308;83;Bruzzano
2012/2013;STATALE;2;616;1;Duomo
2012/2013;Privata paritaria;1;50;1;Duomo
2012/2013;STATALE;1;272;2;Brera
2012/2013;Privata paritaria;2;146;2;Brera
2012/2013;Privata non paritaria;2;278;2;Brera
2012/2013;STATALE;4;1438;4;Guastalla
2012/2013;Privata paritaria;5;404;4;Guastalla
2012/2013;STATALE;1;421;5;Porta Vigentina - Porta Lodovica
2012/2013;Privata paritaria;1;64;5;Porta Vigentina - Porta Lodovica
2012/2013;STATALE;1;299;6;Porta Ticinese - Conca del Naviglio
2012/2013;Privata paritaria;1;88;6;Porta Ticinese - Conca del Naviglio
2012/2013;STATALE;2;421;7;Magenta - S.Vittore
2012/2013;Privata paritaria;2;487;7;Magenta - S.Vittore
2012/2013;STATALE;1;113;10;Stazione Centrale - Ponte Seveso
2012/2013;Privata paritaria;2;570;10;Stazione Centrale - Ponte Seveso
2012/2013;STATALE;1;171;11;Isola
2012/2013;Privata paritaria;1;197;11;Isola
2012/2013;STATALE;2;643;12;Maciachini - Maggiolina
2012/2013;STATALE;2;544;13;Greco - Segnano
2012/2013;STATALE;3;683;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi
2012/2013;Privata non paritaria;1;78;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi
2012/2013;STATALE;2;762;16;Gorla - Precotto
2012/2013;STATALE;1;592;18;Cimiano - Rottole - Q.re Feltre
