AnnoScol;Tipologia di Gestione;Unita Scol;Alunni;IdQuartiere;Quartiere
2022/2023;Privata paritaria;1;276;11;Isola
2022/2023;Privata paritaria;2;441;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi
2022/2023;Privata paritaria;1;31;18;Cimiano - Rottole - Q.re Feltre
2022/2023;Privata paritaria;2;405;19;Padova - Turro - Crescenzago
2022/2023;Privata paritaria;2;526;21;Buenos Aires - Porta Venezia - Porta Monforte
2022/2023;Privata paritaria;5;728;22;Citta' studi
2022/2023;Privata paritaria;2;351;23;Lambrate - Ortica
2022/2023;Privata paritaria;1;222;25;Corsica
2022/2023;Privata paritaria;1;190;26;XXII Marzo
2022/2023;Privata paritaria;1;144;27;Pta Romana
2022/2023;Privata paritaria;3;499;35;Lodi - Corvetto
2022/2023;Privata paritaria;1;287;36;Scalo Romana
2022/2023;Privata paritaria;1;52;37;Morivione
2022/2023;Privata paritaria;1;91;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata
2022/2023;Privata paritaria;2;433;43;Tibaldi
2022/2023;Privata paritaria;1;251;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro
2022/2023;Privata paritaria;1;168;49;Giambellino
2022/2023;Privata paritaria;2;134;51;Porta Magenta
2022/2023;Privata paritaria;1;149;52;Bande Nere
2022/2023;Privata paritaria;1;289;53;Lorenteggio
2022/2023;Privata paritaria;2;193;56;Forze Armate
2022/2023;Privata paritaria;1;252;57;San Siro
2022/2023;Privata paritaria;2;238;58;De Angeli - Monte Rosa
2022/2023;Privata paritaria;2;284;60;Stadio - Ippodromi
2022/2023;Privata paritaria;1;43;63;Figino
2022/2023;Privata paritaria;1;40;66;QT 8
2022/2023;Privata paritaria;1;318;67;Portello
2022/2023;Privata paritaria;1;364;68;Pagano
2022/2023;Privata paritaria;1;166;69;Sarpi
2022/2023;Privata paritaria;1;83;70;Ghisolfa
2022/2023;Privata paritaria;2;196;71;Villapizzone - Cagnola - Boldinasco
2022/2023;Privata paritaria;1;106;72;Maggiore - Musocco - Certosa
2022/2023;Privata paritaria;1;240;77;Bovisa
2022/2023;Privata paritaria;1;270;79;Dergano
2022/2023;Privata paritaria;1;219;82;Comasina
2022/2023;Privata paritaria;1;91;84;Parco Nord
2022/2023;Privata non paritaria;2;449;2;Brera
2022/2023;Privata non paritaria;1;145;10;Stazione Centrale - Ponte Seveso
2022/2023;Privata non paritaria;1;270;18;Cimiano - Rottole - Q.re Feltre
2022/2023;Privata non paritaria;1;126;20;Loreto - Casoretto - NoLo
2022/2023;Privata non paritaria;1;215;25;Corsica
2022/2023;Privata non paritaria;1;89;45;Moncucco - San Cristoforo
2022/2023;Privata non paritaria;1;178;49;Giambellino
2022/2023;Privata non paritaria;2;545;60;Stadio - Ippodromi
2022/2023;statale;3;739;1;Duomo
2022/2023;statale;2;494;2;Brera
2022/2023;statale;2;592;4;Guastalla
2022/2023;statale;2;793;5;Porta Vigentina - Porta Lodovica
2022/2023;statale;2;562;6;Porta Ticinese - Conca del Naviglio
2022/2023;statale;3;865;7;Magenta - S.Vittore
2022/2023;statale;1;189;10;Stazione Centrale - Ponte Seveso
2022/2023;statale;1;408;11;Isola
2022/2023;statale;3;1106;12;Maciachini - Maggiolina
2022/2023;statale;2;547;13;Greco - Segnano
2022/2023;statale;4;1237;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi
2022/2023;statale;6;1370;16;Gorla - Precotto
2022/2023;statale;1;463;17;Adriano
2022/2023;statale;2;694;18;Cimiano - Rottole - Q.re Feltre
2022/2023;statale;2;679;19;Padova - Turro - Crescenzago
2022/2023;statale;3;1201;20;Loreto - Casoretto - NoLo
2022/2023;statale;4;1660;21;Buenos Aires - Porta Venezia - Porta Monforte
2022/2023;statale;5;1859;22;Citta' studi
2022/2023;statale;2;440;23;Lambrate - Ortica
2022/2023;statale;1;318;25;Corsica
2022/2023;statale;2;933;26;XXII Marzo
2022/2023;statale;2;657;27;Pta Romana
2022/2023;statale;1;294;29;Ortomercato
2022/2023;statale;4;870;30;Taliedo - Morsenchio - Q.re Forlanini
2022/2023;statale;1;191;31;Monlue' - Ponte Lambro
2022/2023;statale;1;364;33;Rogoredo - Santa Giulia
2022/2023;statale;5;1475;35;Lodi - Corvetto
2022/2023;statale;2;272;37;Morivione
2022/2023;statale;1;525;38;Vigentino - Q.re Fatima
2022/2023;statale;3;772;41;Gratosoglio - Q.re Missaglia - Q.re Terrazze
2022/2023;statale;3;951;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata
2022/2023;statale;1;259;44;Porta Ticinese - Conchetta
2022/2023;statale;1;464;45;Moncucco - San Cristoforo
2022/2023;statale;3;418;46;Barona
2022/2023;statale;3;774;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro
2022/2023;statale;1;404;49;Giambellino
2022/2023;statale;2;711;50;Porta Genova
2022/2023;statale;1;849;51;Porta Magenta
2022/2023;statale;3;951;52;Bande Nere
2022/2023;statale;3;793;53;Lorenteggio
2022/2023;statale;1;90;54;Muggiano
2022/2023;statale;3;1053;55;Baggio - Q.re degli Olmi - Q.re Valsesia
2022/2023;statale;5;1627;56;Forze Armate
2022/2023;statale;1;492;57;San Siro
2022/2023;statale;4;644;60;Stadio - Ippodromi
2022/2023;statale;1;273;61;Quarto Cagnino
2022/2023;statale;1;116;62;Quinto Romano
2022/2023;statale;1;111;63;Figino
2022/2023;statale;6;1374;65;Q.re Gallaratese - Q.re San Leonardo - Lampugnano
2022/2023;statale;1;226;66;QT 8
2022/2023;statale;1;649;67;Portello
2022/2023;statale;1;490;68;Pagano
2022/2023;statale;3;1214;69;Sarpi
2022/2023;statale;4;1500;71;Villapizzone - Cagnola - Boldinasco
2022/2023;statale;2;356;72;Maggiore - Musocco - Certosa
2022/2023;statale;4;1050;76;Quarto Oggiaro - Vialba - Musocco
2022/2023;statale;1;405;78;Farini
2022/2023;statale;2;621;79;Dergano
2022/2023;statale;3;975;80;Affori
2022/2023;statale;1;223;81;Bovisasca
2022/2023;statale;1;162;82;Comasina
2022/2023;statale;2;585;83;Bruzzano
2023/2024;Privata paritaria;1;237;1;Duomo
2023/2024;Privata paritaria;1;128;2;Brera
2023/2024;Privata paritaria;4;698;4;Guastalla
2023/2024;Privata paritaria;1;80;5;Porta Vigentina - Porta Lodovica
2023/2024;Privata paritaria;1;154;6;Porta Ticinese - Conca del Naviglio
2023/2024;Privata paritaria;3;801;7;Magenta - S.Vittore
2023/2024;Privata paritaria;2;267;10;Stazione Centrale - Ponte Seveso
2023/2024;Privata paritaria;1;266;11;Isola
2023/2024;Privata paritaria;2;474;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi
2023/2024;Privata paritaria;1;13;18;Cimiano - Rottole - Q.re Feltre
2023/2024;Privata paritaria;2;392;19;Padova - Turro - Crescenzago
2023/2024;Privata paritaria;2;505;21;Buenos Aires - Porta Venezia - Porta Monforte
2023/2024;Privata paritaria;5;736;22;Citta' studi
2023/2024;Privata paritaria;2;357;23;Lambrate - Ortica
2023/2024;Privata paritaria;1;217;25;Corsica
2023/2024;Privata paritaria;1;170;26;XXII Marzo
2023/2024;Privata paritaria;1;137;27;Pta Romana
2023/2024;Privata paritaria;3;475;35;Lodi - Corvetto
2023/2024;Privata paritaria;1;261;36;Scalo Romana
2023/2024;Privata paritaria;1;70;37;Morivione
2023/2024;Privata paritaria;1;90;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata
2023/2024;Privata paritaria;2;442;43;Tibaldi
2023/2024;Privata paritaria;1;270;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro
2023/2024;Privata paritaria;1;153;49;Giambellino
2023/2024;Privata paritaria;2;132;51;Porta Magenta
2023/2024;Privata paritaria;1;149;52;Bande Nere
2023/2024;Privata paritaria;1;315;53;Lorenteggio
