id_area;municipio;area;località;obj_id;codice;descrizione_codice;data_ini;area_mq;perim_m;LONG_X_4326;LAT_Y_4326;Location
4_079;4;079;parco Forlanini;169660;S327554;Area fruizione cani;2021/04/12;41584.4398631013;828.594827146087;9.260204884;45.4661742874;"(45.4661742874, 9.260204884)"
5_244;5;244;via dei Missaglia;115093;S327554;Area fruizione cani;2013/06/21;624.857813726601;102.864019034017;9.1786553127;45.4210957309;"(45.4210957309, 9.1786553127)"
5_244;5;244;via dei Missaglia;25376;S327554;Area fruizione cani;2013/06/21;421.590033344925;87.9437156450244;9.180332959;45.4195762658;"(45.4195762658, 9.180332959)"
5_125;5;125;piazza Trento;113200;S327554;Area fruizione cani;2012/09/21;480.013837168272;101.395758558931;9.2028744875;45.4469419751;"(45.4469419751, 9.2028744875)"
5_181;5;181;vie Banfi G. - Calzolari - Largo Muzio;129810;S327554;Area fruizione cani;2016/03/29;444.625523541925;126.376703217308;9.1658904228;45.4150449156;"(45.4150449156, 9.1658904228)"
5_128;5;128;piazza Sraffa;171915;S327554;Area fruizione cani;2022/04/14;919.767717569609;158.676022397243;9.1872232106;45.4491225285;"(45.4491225285, 9.1872232106)"
5_019;5;019;viale Ortles - Calabiana;115086;S327554;Area fruizione cani;2013/05/20;948.755838158921;175.139318276203;9.210146152;45.4412691041;"(45.4412691041, 9.210146152)"
5_030;5;030;via Comisso;123566;S327554;Area fruizione cani;2015/09/15;2201.01004166715;189.192090042064;9.1936487226;45.4344172105;"(45.4344172105, 9.1936487226)"
5_073;5;073;vie Orlando - Feraboli;25408;S327554;Area fruizione cani;2003/08/06;805.981949996606;117.012345950654;9.1732900586;45.4142224903;"(45.4142224903, 9.1732900586)"
5_224;5;224;parco delle memorie industriali ;46956;S327554;Area fruizione cani;2009/07/01;2122.12198501681;200.538150727456;9.1901312602;45.4444478808;"(45.4444478808, 9.1901312602)"
5_025;5;025;via San Dionigi;25333;S327554;Area fruizione cani;2003/05/13;1732.88114765555;166.694426343198;9.2196327701;45.4336686978;"(45.4336686978, 9.2196327701)"
5_231;5;231;via San Domenico Savio;115088;S327554;Area fruizione cani;2013/07/03;508.29036908783;108.001831977134;9.1748944935;45.430283903;"(45.430283903, 9.1748944935)"
5_108;5;108;via Don Rodrigo;55495;S327554;Area fruizione cani;2011/07/25;660.782893297507;159.78431537981;9.1698454658;45.4338037393;"(45.4338037393, 9.1698454658)"
5_227;5;227;via Manduria;25305;S327554;Area fruizione cani;2005/11/22;516.820699984242;115.037699073237;9.1808242998;45.4023079695;"(45.4023079695, 9.1808242998)"
5_266;5;266;vie Balduccio da Pisa - Calabiana;48896;S327554;Area fruizione cani;2010/03/15;505.633528934082;141.41182356444;9.2079909972;45.4426088597;"(45.4426088597, 9.2079909972)"
5_057;5;057;via dei Missaglia;119648;S327554;Area fruizione cani;2014/09/30;1570.86818513975;163.382219512245;9.1784938276;45.425313131;"(45.425313131, 9.1784938276)"
5_057;5;057;via dei Missaglia;119649;S327554;Area fruizione cani;2014/09/30;1449.56462331649;164.544710456169;9.1780206486;45.4253913663;"(45.4253913663, 9.1780206486)"
5_135;5;135;parco Ravizza;25458;S327554;Area fruizione cani;2003/09/15;2426.69290550162;215.459029635268;9.1940073223;45.447083842;"(45.447083842, 9.1940073223)"
5_135;5;135;parco Ravizza;25460;S327554;Area fruizione cani;2003/09/15;2196.6751907905;207.115361654294;9.1911508793;45.4480727175;"(45.4480727175, 9.1911508793)"
5_135;5;135;parco Ravizza;25459;S327554;Area fruizione cani;2003/09/15;4703.43790409967;286.426467708757;9.1931203835;45.4471917347;"(45.4471917347, 9.1931203835)"
5_209;5;209;vie Garelli - Stucchi - Selvanesco - Romeo;25377;S327554;Area fruizione cani;2003/08/06;2626.80564867929;300.068177863122;9.1800264017;45.4174576933;"(45.4174576933, 9.1800264017)"
5_209;5;209;vie Garelli - Stucchi - Selvanesco - Romeo;25378;S327554;Area fruizione cani;2003/08/06;1235.73884999404;152.01980344298;9.1806070055;45.4154967677;"(45.4154967677, 9.1806070055)"
5_283;5;283;vie Chiesa Rossa - Sant'Abbondio;140594;S327554;Area fruizione cani;2019/03/07;2007.18213757205;186.090759273389;9.170523258;45.4241759964;"(45.4241759964, 9.170523258)"
5_060;5;060;via De Sanctis;138627;S327554;Area fruizione cani;2017/12/04;453.868680796564;92.3252359535766;9.1775175965;45.4365306487;"(45.4365306487, 9.1775175965)"
5_291;5;291;via Costantino Baroni;119652;S327554;Area fruizione cani;2014/10/02;799.126241724053;118.476196018325;9.1729916102;45.4078253755;"(45.4078253755, 9.1729916102)"
5_306;5;306;vie Bugatto Zanetto - Erice;129643;S327554;Area fruizione cani;2014/03/01;510.405594462761;95.6254512618124;9.1983884721;45.4310191331;"(45.4310191331, 9.1983884721)"
5_306;5;306;vie Bugatto Zanetto - Erice;129642;S327554;Area fruizione cani;2014/03/01;653.403994865862;102.640317535092;9.1961162428;45.429464492;"(45.429464492, 9.1961162428)"
5_068;5;068;parco Chiesa Rossa;138684;S327554;Area fruizione cani;2018/01/30;830.330831153079;140.031112972729;9.1748619136;45.4304718193;"(45.4304718193, 9.1748619136)"
5_236;5;236;"vie Donna Prassede, Boffalora, Jan Palach";141311;S327554;Area fruizione cani;2019/07/18;1576.06288135518;152.247469628172;9.1700595978;45.4281785938;"(45.4281785938, 9.1700595978)"
5_236;5;236;"vie Donna Prassede, Boffalora, Jan Palach";25401;S327554;Area fruizione cani;2006/03/10;389.548749999355;89.7017152409348;9.1687301973;45.4320833576;"(45.4320833576, 9.1687301973)"
5_236;5;236;"vie Donna Prassede, Boffalora, Jan Palach";40158;S327554;Area fruizione cani;2006/03/10;198.214300001566;87.791667776076;9.1670228634;45.4303996354;"(45.4303996354, 9.1670228634)"
5_236;5;236;"vie Donna Prassede, Boffalora, Jan Palach";132281;S327554;Area fruizione cani;2017/05/15;564.71535115638;91.8062485458893;9.1660939362;45.4256788962;"(45.4256788962, 9.1660939362)"
5_140;5;140;giardino Agnesi Maria Teresa;50403;S327554;Area fruizione cani;2010/03/03;969.828086979385;165.899667575449;9.1995461917;45.4517513785;"(45.4517513785, 9.1995461917)"
5_065;5;065;viale Giovanni da Cermenate;25457;S327554;Area fruizione cani;2003/07/28;1764.69569996879;273.429089269628;9.181549958;45.4375390121;"(45.4375390121, 9.181549958)"
5_033;5;033;via Bottoni;132271;S327554;Area fruizione cani;2017/05/15;2093.42441669031;264.221954881561;9.2092334369;45.4281797189;"(45.4281797189, 9.2092334369)"
5_033;5;033;via Bottoni;25312;S327554;Area fruizione cani;2003/01/25;903.224250008639;142.665024724795;9.2086112044;45.4275252754;"(45.4275252754, 9.2086112044)"
5_182;5;182;vie Gratosoglio - Feraboli;119470;S327554;Area fruizione cani;2014/08/07;426.601271197082;87.0139770719788;9.1687420027;45.4140856506;"(45.4140856506, 9.1687420027)"
5_078;5;078;vie Aicardo - Boeri - Giovanni da Cermenate - piazza caduti del Lavoro;100282;S327554;Area fruizione cani;2012/02/09;1108.01562657937;150.16819436509;9.1855952825;45.4389726987;"(45.4389726987, 9.1855952825)"
5_078;5;078;vie Aicardo - Boeri - Giovanni da Cermenate - piazza caduti del Lavoro;25403;S327554;Area fruizione cani;2013/10/28;1018.57922775196;135.290405467383;9.18536343;45.4429845337;"(45.4429845337, 9.18536343)"
5_329;5;329;vie Broni - Gargano;166287;S327554;Area fruizione cani;;704.245450397964;133.815017734304;9.2056894403;45.433913418;"(45.433913418, 9.2056894403)"
5_223;5;223;via Fra Pampuri Riccardo;25339;S327554;Area fruizione cani;2005/11/22;725.480849996278;133.853216646109;9.2012624821;45.4240427864;"(45.4240427864, 9.2012624821)"
5_136;5;136;parco della Resistenza;105906;S327554;Area fruizione cani;2012/05/19;859.019776306179;129.620852119872;9.1848240019;45.4471595996;"(45.4471595996, 9.1848240019)"
5_136;5;136;parco della Resistenza;105905;S327554;Area fruizione cani;2012/05/19;1294.13146122377;145.397201022102;9.1844407033;45.4470856002;"(45.4470856002, 9.1844407033)"
5_016;5;016;parco Autieri d'Italia;48210;S327554;Area fruizione cani;2009/07/01;992.134287899993;150.927869414741;9.2083400999;45.4386452189;"(45.4386452189, 9.2083400999)"
5_016;5;016;parco Autieri d'Italia;48211;S327554;Area fruizione cani;2009/07/01;2132.69032578258;244.138184128803;9.2087005448;45.4378536603;"(45.4378536603, 9.2087005448)"
5_190;5;190;parco Giovannino Guareschi e Alberto Manzi;25484;S327554;Area fruizione cani;2003/07/29;1021.89698629553;131.017319283185;9.2051114603;45.4276351242;"(45.4276351242, 9.2051114603)"
5_190;5;190;parco Giovannino Guareschi e Alberto Manzi;117756;S327554;Area fruizione cani;2014/04/16;1052.67840341316;131.489800663335;9.2051924463;45.427287859;"(45.427287859, 9.2051924463)"
5_238;5;238;parco della Vettabbia;129858;S327554;Area fruizione cani;2016/05/23;1170.62742902927;162.171847787545;9.1939836199;45.4420630738;"(45.4420630738, 9.1939836199)"
6_201;6;201;giardino Ascanio Raffaele Ciriello;25412;S327554;Area fruizione cani;2003/07/25;379.981349996772;75.6385127772086;9.1533066273;45.4576814644;"(45.4576814644, 9.1533066273)"
6_233;6;233;giardino delle Crocerossine;119789;S327554;Area fruizione cani;2014/10/23;2413.22574666002;201.215424056696;9.1223592027;45.4523325505;"(45.4523325505, 9.1223592027)"
6_233;6;233;giardino delle Crocerossine;119788;S327554;Area fruizione cani;2014/10/23;1502.60760161935;155.372110590641;9.1229219736;45.452480823;"(45.452480823, 9.1229219736)"
6_233;6;233;giardino delle Crocerossine;48564;S327554;Area fruizione cani;2009/07/02;2061.05993347242;268.975035284229;9.1243387883;45.4486857866;"(45.4486857866, 9.1243387883)"
6_233;6;233;giardino delle Crocerossine;25298;S327554;Area fruizione cani;2005/08/22;296.62264999623;78.3014171280909;9.1250988232;45.4487878875;"(45.4487878875, 9.1250988232)"
6_232;6;232;via della Ferrera;46921;S327554;Area fruizione cani;2009/07/01;1164.77025677026;145.708948001732;9.135427378;45.4418349245;"(45.4418349245, 9.135427378)"
6_093;6;093;vie Rondoni - Neri;46958;S327554;Area fruizione cani;2009/07/01;1158.57417212723;135.363517560802;9.143820577;45.4563950702;"(45.4563950702, 9.143820577)"
6_325;6;325;parco Giuseppe Sala;140216;S327554;Area fruizione cani;2009/01/01;880.264164657029;125.70003686905;9.1597586237;45.4419561819;"(45.4419561819, 9.1597586237)"
6_027;6;027;via Martinelli;140524;S327554;Area fruizione cani;2019/02/12;662.598017629104;133.080193455327;9.1328028528;45.4400593259;"(45.4400593259, 9.1328028528)"
6_078;6;078;piazza Frattini;171132;S327554;Area fruizione cani;2021/07/01;403.426236922453;84.6313800464616;9.1423664643;45.451618065;"(45.451618065, 9.1423664643)"
6_272;6;272;vie Savona - Brunelleschi;50714;S327554;Area fruizione cani;2007/09/28;1117.20119627471;137.651495053869;9.1458473347;45.4469948597;"(45.4469948597, 9.1458473347)"
6_231;6;231;vie Primaticcio - Legioni Romane;171035;S327554;Area fruizione cani;2008/11/01;1960.88935030465;233.766821404992;9.1303182632;45.4592827402;"(45.4592827402, 9.1303182632)"
6_104;6;104;giardino Yitzhak Rabin;25467;S327554;Area fruizione cani;2012/06/21;954.656100699636;131.0713428307;9.1484627977;45.4594891834;"(45.4594891834, 9.1484627977)"
6_082;6;082;giardino Alberto Moravia;25445;S327554;Area fruizione cani;2003/09/22;2729.00744997966;242.204023119766;9.1261507041;45.4555024113;"(45.4555024113, 9.1261507041)"
6_082;6;082;giardino Alberto Moravia;25444;S327554;Area fruizione cani;2003/09/22;1297.72404998855;141.427292038854;9.1245853986;45.4578810605;"(45.4578810605, 9.1245853986)"
6_021;6;021;vie Ovada - San Vigilio;116803;S327554;Area fruizione cani;2013/11/07;281.755629552019;70.7881030584214;9.1622416318;45.434610523;"(45.434610523, 9.1622416318)"
6_319;6;319;via Parenzo;141058;S327554;Area fruizione cani;2019/05/29;304.185981225081;72.2005388183333;9.1412406154;45.4419640741;"(45.4419640741, 9.1412406154)"
6_319;6;319;via Parenzo;141059;S327554;Area fruizione cani;2019/05/29;310.924407419663;73.2038285605698;9.1416857639;45.4421000407;"(45.4421000407, 9.1416857639)"
6_114;6;114;piazza Tirana;115163;S327554;Area fruizione cani;2013/07/25;589.633004113822;113.947257031302;9.1290020648;45.4444525193;"(45.4444525193, 9.1290020648)"
6_114;6;114;piazza Tirana;115162;S327554;Area fruizione cani;2013/07/25;1164.98149185922;156.89729059204;9.1298577075;45.4429539369;"(45.4429539369, 9.1298577075)"
6_034;6;034;vie Filippo da Liscate - Russoli;166871;S327554;Area fruizione cani;2019/09/01;396.648035636447;88.0913089827062;9.163817582;45.4414570247;"(45.4414570247, 9.163817582)"
6_176;6;176;via Argelati;25462;S327554;Area fruizione cani;2003/07/25;1754.59854999568;245.429303076625;9.1701480811;45.4480742513;"(45.4480742513, 9.1701480811)"
6_176;6;176;via Argelati;25463;S327554;Area fruizione cani;2003/07/25;240.940800006965;74.5746943655769;9.1713771434;45.448562223;"(45.448562223, 9.1713771434)"
6_005;6;005;vie Bari - Faenza - Tobagi;47474;S327554;Area fruizione cani;2009/07/01;746.945533101469;111.808368202378;9.1430850984;45.4388743373;"(45.4388743373, 9.1430850984)"
6_005;6;005;vie Bari - Faenza - Tobagi;48570;S327554;Area fruizione cani;2009/07/02;479.632717482315;88.4213505887304;9.1468992326;45.4373104355;"(45.4373104355, 9.1468992326)"
6_120;6;120;largo Giambellino;169965;S327554;Area fruizione cani;2021/05/17;628.409484097105;105.571103334324;9.1359804674;45.4471523741;"(45.4471523741, 9.1359804674)"
6_120;6;120;largo Giambellino;169964;S327554;Area fruizione cani;2021/05/17;447.10770134468;100.486256763759;9.1355502124;45.4470386111;"(45.4470386111, 9.1355502124)"
6_120;6;120;largo Giambellino;50851;S327554;Area fruizione cani;2010/10/07;1821.34185279062;209.845950298551;9.1385869032;45.4477014244;"(45.4477014244, 9.1385869032)"
6_009;6;009;vie Boffalora - Barona - Don Primo Mazzolari;122659;S327554;Area fruizione cani;2015/06/25;812.055643701926;130.438863133509;9.152730956;45.432983092;"(45.432983092, 9.152730956)"
6_009;6;009;vie Boffalora - Barona - Don Primo Mazzolari;46912;S327554;Area fruizione cani;2015/06/25;1159.14456658438;140.118991197029;9.1523111959;45.4328007519;"(45.4328007519, 9.1523111959)"
6_036;6;036;vie Rimini - La Spezia - Famagosta;25443;S327554;Area fruizione cani;2013/02/25;1946.55598018296;219.784672761154;9.1683833826;45.4391891434;"(45.4391891434, 9.1683833826)"
6_203;6;203;via Koch;53321;S327554;Area fruizione cani;2011/06/21;744.104725087957;118.697900389668;9.1148016369;45.4440268644;"(45.4440268644, 9.1148016369)"
6_203;6;203;via Koch;53322;S327554;Area fruizione cani;2011/06/21;884.26198067631;132.873527084318;9.1145799679;45.4443256062;"(45.4443256062, 9.1145799679)"
6_089;6;089;piazza Napoli;43890;S327554;Area fruizione cani;2008/08/23;892.601742501278;130.534592595705;9.1541120002;45.4533681068;"(45.4533681068, 9.1541120002)"
6_089;6;089;piazza Napoli;43891;S327554;Area fruizione cani;2008/08/23;931.274164067565;147.165026263196;9.1534226422;45.4531689511;"(45.4531689511, 9.1534226422)"
6_102;6;102;via Lorenteggio;138428;S327554;Area fruizione cani;2017/08/17;1136.77628581312;180.025420620003;9.1507164694;45.4547847173;"(45.4547847173, 9.1507164694)"
6_113;6;113;piazzale delle Bande Nere;46959;S327554;Area fruizione cani;2014/03/11;498.950155011407;94.7352446350098;9.1370808804;45.4621160112;"(45.4621160112, 9.1370808804)"
6_113;6;113;piazzale delle Bande Nere;52817;S327554;Area fruizione cani;2007/05/01;313.812770825847;87.8775109351861;9.1365996808;45.4610122765;"(45.4610122765, 9.1365996808)"
6_077;6;077;vie Bellini - Brunelleschi;125116;S327554;Area fruizione cani;2015/12/04;543.43100340542;201.665969251399;9.1433508744;45.4502920244;"(45.4502920244, 9.1433508744)"
6_095;6;095;vie Strozzi - Caterina da Forlì;172310;S327554;Area fruizione cani;2022/07/29;903.493703855037;146.783848083207;9.1431155868;45.4592526913;"(45.4592526913, 9.1431155868)"
6_239;6;239;vie Gonin - Giordani;50635;S327554;Area fruizione cani;2010/09/20;771.287053565579;109.748138046849;9.1273829804;45.4425543366;"(45.4425543366, 9.1273829804)"
6_010;6;010;vie Voltri - Ovada;114582;S327554;Area fruizione cani;2013/03/11;1394.81388335302;160.444426185907;9.1558440712;45.4349908045;"(45.4349908045, 9.1558440712)"
6_303;6;303;parco ex Sieroterapico;122499;S327554;Area fruizione cani;2015/06/16;624.584812033887;108.043158049878;9.1725214734;45.4445717364;"(45.4445717364, 9.1725214734)"
6_303;6;303;parco ex Sieroterapico;172973;S327554;Area fruizione cani;2018/06/13;1018.65403674976;218.882392637224;9.1692370676;45.4467560077;"(45.4467560077, 9.1692370676)"
6_238;6;238;vie Lorenteggio - Bisceglie - Giordani;132491;S327554;Area fruizione cani;2017/06/15;1051.71152872195;134.892276434831;9.1210503505;45.4475243759;"(45.4475243759, 9.1210503505)"
6_285;6;285;giardino Anna Del Bo Boffino;111896;S327554;Area fruizione cani;2011/08/02;574.248547241773;115.117265441872;9.152338592;45.4482746601;"(45.4482746601, 9.152338592)"
6_121;6;121;via degli Anemoni - Gigli - dei Giacinti - Primaticcio;46960;S327554;Area fruizione cani;2009/07/01;580.9311330151;105.292226550245;9.1323481609;45.4544372935;"(45.4544372935, 9.1323481609)"
6_002;6;002;vie Voltri - De Nicola;166307;S327554;Area fruizione cani;2019/03/25;1145.14146113375;157.263879855435;9.155144808;45.4328345076;"(45.4328345076, 9.155144808)"
6_002;6;002;vie Voltri - De Nicola;166308;S327554;Area fruizione cani;2019/03/25;1086.54502599998;140.092424526063;9.1551422162;45.432610401;"(45.432610401, 9.1551422162)"
6_175;6;175;parco Giussani Don Luigi;23524;S327554;Area fruizione cani;2003/07/25;1091.67339999823;161.185111492486;9.1662857435;45.4566740661;"(45.4566740661, 9.1662857435)"
6_175;6;175;parco Giussani Don Luigi;23525;S327554;Area fruizione cani;2003/07/25;1565.7414999951;224.194287513334;9.1672162501;45.4569180503;"(45.4569180503, 9.1672162501)"
6_031;6;031;vie Cascina Bianca - De Pretis - Danusso - Finetti;46917;S327554;Area fruizione cani;2009/07/01;1470.09272507958;179.435818482296;9.157173107;45.4273438945;"(45.4273438945, 9.157173107)"
6_031;6;031;vie Cascina Bianca - De Pretis - Danusso - Finetti;46918;S327554;Area fruizione cani;2009/07/01;1008.74580945526;132.060668175229;9.1562035261;45.4289968378;"(45.4289968378, 9.1562035261)"
6_175;6;175;parco Giussani Don Luigi;23520;S327554;Area fruizione cani;2003/07/25;2046.45650000801;254.219909504109;9.1664429458;45.458829841;"(45.458829841, 9.1664429458)"
6_242;6;242;parco Robert Baden Powell;25367;S327554;Area fruizione cani;2006/09/07;550.068250009101;148.577397756432;9.1675953826;45.4478286287;"(45.4478286287, 9.1675953826)"
6_242;6;242;parco Robert Baden Powell;25366;S327554;Area fruizione cani;2006/09/07;202.016900007172;60.4851910984009;9.1675333193;45.4494975617;"(45.4494975617, 9.1675333193)"
6_198;6;198;giardino Vincenzo Muccioli;25411;S327554;Area fruizione cani;2003/10/14;1291.50895000018;154.592202948176;9.1583975655;45.4552793506;"(45.4552793506, 9.1583975655)"
6_184;6;184;piazza delle Milizie;51020;S327554;Area fruizione cani;2003/09/16;714.398726689962;122.419855777695;9.1570581801;45.4502770804;"(45.4502770804, 9.1570581801)"
6_008;6;008;parco Andrea Campagna;131507;S327554;Area fruizione cani;2016/12/11;2878.22681583267;204.738721478435;9.145725882;45.4365393808;"(45.4365393808, 9.145725882)"
6_028;6;028;vie Lodovico il Moro - Santi F.;53617;S327554;Area fruizione cani;2009/07/01;1706.91315352292;170.705641628437;9.1222121995;45.4374998047;"(45.4374998047, 9.1222121995)"
6_033;6;033;via San Paolino - San Vigilio;46919;S327554;Area fruizione cani;2009/07/01;900.235517737996;127.695333416869;9.1613867588;45.4321814227;"(45.4321814227, 9.1613867588)"
6_033;6;033;via San Paolino - San Vigilio;46920;S327554;Area fruizione cani;2009/07/01;618.409597235027;98.8198917123084;9.1624395779;45.4296860992;"(45.4296860992, 9.1624395779)"
6_237;6;237;parco dei Fontanili;25352;S327554;Area fruizione cani;2013/12/11;1026.93554539606;185.579563390908;9.0988904667;45.448313195;"(45.448313195, 9.0988904667)"
6_237;6;237;parco dei Fontanili;128966;S327554;Area fruizione cani;2015/08/30;1292.14862986486;136.224355140756;9.1048726782;45.4507430083;"(45.4507430083, 9.1048726782)"
6_237;6;237;parco dei Fontanili;128967;S327554;Area fruizione cani;2015/08/30;4611.58025762028;275.807988628849;9.1029421722;45.4479534081;"(45.4479534081, 9.1029421722)"
7_068;7;068;vie Marchesi - Taggia - Paone;25316;S327554;Area fruizione cani;2003/10/09;910.104300003375;119.844096887938;9.1059001775;45.4709521896;"(45.4709521896, 9.1059001775)"
7_375;7;375;vie Diotti - Quinto Romano - Colla;117117;S327554;Area fruizione cani;2014/01/27;479.999999998299;91.9999999996504;9.0874112024;45.4678029663;"(45.4678029663, 9.0874112024)"
7_194;7;194;piazza Brescia;53337;S327554;Area fruizione cani;2011/07/15;503.814738951158;103.601082512605;9.1449148287;45.4708911163;"(45.4708911163, 9.1449148287)"
7_194;7;194;piazza Brescia;53338;S327554;Area fruizione cani;2011/07/15;448.018217486871;126.906056855297;9.1445871238;45.4711295205;"(45.4711295205, 9.1445871238)"
7_093;7;093;via Zoia Fratelli;25451;S327554;Area fruizione cani;2003/07/30;3150.61605000697;237.857183563293;9.1066651978;45.4761817621;"(45.4761817621, 9.1066651978)"
7_093;7;093;via Zoia Fratelli;25452;S327554;Area fruizione cani;2003/07/30;1842.45425000537;201.162174320472;9.1082571343;45.4745950695;"(45.4745950695, 9.1082571343)"
7_064;7;064;giardino Sant’Annibale Maria di Francia;114849;S327554;Area fruizione cani;2013/04/02;1017.58949205272;126.970666209023;9.0873863337;45.4769528949;"(45.4769528949, 9.0873863337)"
7_107;7;107;vie Lucca - Zurigo - Isola di Creta;129193;S327554;Area fruizione cani;2015/12/11;786.453672123555;107.914647886816;9.1029858207;45.4550195526;"(45.4550195526, 9.1029858207)"
7_179;7;179;quartiere Muggiano;117410;S327554;Area fruizione cani;2014/02/24;781.859999988952;130.999999999238;9.0663976229;45.4503306678;"(45.4503306678, 9.0663976229)"
7_353;7;353;vie Amantea - Budrio;47481;S327554;Area fruizione cani;2009/07/01;1898.51916271039;175.173473784724;9.0814880535;45.4666611103;"(45.4666611103, 9.0814880535)"
7_112;7;112;parco di Baggio;25407;S327554;Area fruizione cani;2003/09/22;1125.89684999791;133.336136714711;9.0902107177;45.4641978395;"(45.4641978395, 9.0902107177)"
7_230;7;230;piazza Segesta;105863;S327554;Area fruizione cani;2012/05/05;866.846134177651;122.438984222651;9.1374137104;45.4756018809;"(45.4756018809, 9.1374137104)"
7_350;7;350;via Tofano;166301;S327554;Area fruizione cani;2018/04/18;256.613541813443;64.0877516304244;9.0937372021;45.4774341785;"(45.4774341785, 9.0937372021)"
7_350;7;350;via Tofano;166302;S327554;Area fruizione cani;2018/04/18;666.079944840381;105.557631743905;9.093774623;45.4771424729;"(45.4771424729, 9.093774623)"
7_094;7;094;via Noale;121662;S327554;Area fruizione cani;2015/03/03;926.529912657242;149.951182029598;9.083826106;45.4595282652;"(45.4595282652, 9.083826106)"
7_416;7;416;vie Colombi - Bentivoglio - Viterbo;166423;S327554;Area fruizione cani;2020/02/14;854.96073604867;104.740976579309;9.1109672537;45.4580728818;"(45.4580728818, 9.1109672537)"
7_082;7;082;vie Valsesia - Parri - Bucone;25480;S327554;Area fruizione cani;2003/01/30;3805.78630004286;308.405651635967;9.0944260993;45.4537746468;"(45.4537746468, 9.0944260993)"
7_223;7;223;piazza Melozzo da Forlì;113202;S327554;Area fruizione cani;2012/10/31;638.903016449094;104.318077393361;9.1304251601;45.4678910469;"(45.4678910469, 9.1304251601)"
7_391;7;391;"vie Fornari, Marostica, Massaua";50441;S327554;Area fruizione cani;2007/10/01;258.905386010124;71.1921258662864;9.1455337332;45.4616448846;"(45.4616448846, 9.1455337332)"
7_110;7;110;vie Tosi - San Giusto - Pio II;166306;S327554;Area fruizione cani;2019/03/13;919.218658706712;127.453966308093;9.1163239809;45.4707097238;"(45.4707097238, 9.1163239809)"
7_110;7;110;vie Tosi - San Giusto - Pio II;166305;S327554;Area fruizione cani;2019/03/13;1184.74222616206;142.003502345795;9.1162647691;45.4704819623;"(45.4704819623, 9.1162647691)"
7_364;7;364;piazza Sicilia;140229;S327554;Area fruizione cani;2018/05/19;566.564937646671;100.213552854282;9.1516273694;45.4647558382;"(45.4647558382, 9.1516273694)"
7_029;7;029;via Arcangeli;47475;S327554;Area fruizione cani;2009/07/01;337.78175173144;81.9595274742573;9.1111617568;45.4754087709;"(45.4754087709, 9.1111617568)"
7_389;7;389;parco delle Cave;114000;S327554;Area fruizione cani;2012/07/01;1100.70409993876;166.05374958719;9.1019606591;45.4617568932;"(45.4617568932, 9.1019606591)"
7_389;7;389;parco delle Cave;114600;S327554;Area fruizione cani;1997/01/01;2394.41548092168;208.780147182854;9.1041448626;45.4671693256;"(45.4671693256, 9.1041448626)"
7_389;7;389;parco delle Cave;114601;S327554;Area fruizione cani;1997/01/01;6077.01075804643;311.6513250883;9.101545728;45.4736339395;"(45.4736339395, 9.101545728)"
7_277;7;277;via Dezza;168036;S327554;Area fruizione cani;2020/08/19;308.948774941849;75.8516176705776;9.1630188695;45.4594346823;"(45.4594346823, 9.1630188695)"
7_277;7;277;via Dezza;168035;S327554;Area fruizione cani;2020/08/19;494.818896383927;92.940446412439;9.1608144443;45.4605474741;"(45.4605474741, 9.1608144443)"
7_192;7;192;giardino Marangoni Luigi;25426;S327554;Area fruizione cani;2003/09/26;980.053500015339;159.277178960321;9.1225802597;45.4744452829;"(45.4744452829, 9.1225802597)"
7_063;7;063;piazza Siena;47476;S327554;Area fruizione cani;2009/07/01;1003.70346487412;132.171570393428;9.137207586;45.465267015;"(45.465267015, 9.137207586)"
7_073;7;073;parco in Memoria delle vittime Italiane nei Gulag;25497;S327554;Area fruizione cani;2003/10/14;3082.65685819267;239.992922589337;9.0957740467;45.4561105841;"(45.4561105841, 9.0957740467)"
7_328;7;328;vie Val d'Intelvi - Sgambati;25357;S327554;Area fruizione cani;2003/08/05;284.261749996422;87.8890326558172;9.08840742;45.4611788396;"(45.4611788396, 9.08840742)"
7_420;7;420;giardino Carlo Ramous;122007;S327554;Area fruizione cani;2015/05/26;883.012013844311;143.92487976658;9.1294307396;45.4767102868;"(45.4767102868, 9.1294307396)"
7_109;7;109;giardino A.I.D.O.;47478;S327554;Area fruizione cani;2009/07/01;1358.65718077524;154.217009048851;9.1080660004;45.4568932288;"(45.4568932288, 9.1080660004)"
7_109;7;109;giardino A.I.D.O.;47477;S327554;Area fruizione cani;2009/07/01;708.298351012794;113.986812216309;9.1072829655;45.4593991517;"(45.4593991517, 9.1072829655)"
7_014;7;014;via Luraghi;112246;S327554;Area fruizione cani;2012/06/19;1267.57706918112;156.020770943881;9.0855782217;45.4539980953;"(45.4539980953, 9.0855782217)"
7_338;7;338;parco Annarumma Antonio;48730;S327554;Area fruizione cani;2010/02/26;898.614490891747;122.950243620883;9.1154176977;45.4577510348;"(45.4577510348, 9.1154176977)"
7_338;7;338;parco Annarumma Antonio;48731;S327554;Area fruizione cani;2010/02/26;922.517751425145;169.8606583505;9.1153190319;45.4582425884;"(45.4582425884, 9.1153190319)"
7_338;7;338;parco Annarumma Antonio;53340;S327554;Area fruizione cani;2011/07/15;1002.35868564282;112.270048331455;9.1189356689;45.4590944063;"(45.4590944063, 9.1189356689)"
