AnnoScol;Tipologia di Gestione;Unita Scol;Alunni;IdQuartiere;Quartiere
2011/2012;Privata paritaria;2;138;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi
2011/2012;Privata non paritaria;1;92;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi
2011/2012;Statale;2;171;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi
2011/2012;Comunale;4;505;16;Gorla - Precotto
2011/2012;Privata paritaria;3;244;16;Gorla - Precotto
2011/2012;Statale;2;142;16;Gorla - Precotto
2011/2012;Comunale;3;284;17;Adriano
2011/2012;Privata non paritaria;1;14;17;Adriano
2011/2012;Comunale;4;419;18;Cimiano - Rottole - Q.re Feltre
2011/2012;Privata paritaria;2;123;18;Cimiano - Rottole - Q.re Feltre
2011/2012;Privata non paritaria;1;116;18;Cimiano - Rottole - Q.re Feltre
2011/2012;Comunale;2;246;19;Padova - Turro - Crescenzago
2011/2012;Privata paritaria;3;309;19;Padova - Turro - Crescenzago
2011/2012;Comunale;4;691;20;Loreto - Casoretto - NoLo
2011/2012;Privata paritaria;3;146;20;Loreto - Casoretto - NoLo
2011/2012;Privata non paritaria;1;23;20;Loreto - Casoretto - NoLo
2011/2012;Comunale;6;972;21;Buenos Aires - Porta Venezia - Porta Monforte
2011/2012;Privata paritaria;4;515;21;Buenos Aires - Porta Venezia - Porta Monforte
2011/2012;Comunale;4;517;22;Citta' studi
2011/2012;Privata paritaria;2;181;22;Citta' studi
2011/2012;Privata non paritaria;1;68;22;Citta' studi
2011/2012;Comunale;2;318;23;Lambrate - Ortica
2011/2012;Privata paritaria;2;129;23;Lambrate - Ortica
2011/2012;Comunale;3;305;25;Corsica
2011/2012;Privata paritaria;2;166;25;Corsica
2011/2012;Privata non paritaria;1;144;25;Corsica
2011/2012;Comunale;3;677;26;XXII Marzo
2011/2012;Privata paritaria;2;125;26;XXII Marzo
2011/2012;Privata paritaria;1;116;27;Pta Romana
2011/2012;Comunale;2;252;28;Umbria - Molise - Calvairate
2011/2012;Privata paritaria;1;82;28;Umbria - Molise - Calvairate
2011/2012;Comunale;1;146;29;Ortomercato
2011/2012;Comunale;4;461;30;Taliedo - Morsenchio - Q.re Forlanini
2011/2012;Comunale;1;101;31;Monlue' - Ponte Lambro
2011/2012;Comunale;2;199;33;Rogoredo - Santa Giulia
2011/2012;Comunale;1;19;34;Chiaravalle
2011/2012;Comunale;6;766;35;Lodi - Corvetto
2011/2012;Privata paritaria;3;472;35;Lodi - Corvetto
2011/2012;Comunale;1;75;37;Morivione
2011/2012;Privata non paritaria;1;28;37;Morivione
2011/2012;Comunale;2;284;38;Vigentino - Q.re Fatima
2011/2012;Privata paritaria;1;66;38;Vigentino - Q.re Fatima
2011/2012;Statale;1;68;38;Vigentino - Q.re Fatima
2011/2012;Comunale;3;347;41;Gratosoglio - Q.re Missaglia - Q.re Terrazze
2011/2012;Comunale;4;500;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata
2011/2012;Privata paritaria;4;165;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata
2011/2012;Statale;1;98;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata
2011/2012;Privata paritaria;2;210;43;Tibaldi
2011/2012;Comunale;2;177;44;Porta Ticinese - Conchetta
2011/2012;Privata paritaria;2;124;44;Porta Ticinese - Conchetta
2011/2012;Comunale;4;397;45;Moncucco - San Cristoforo
2011/2012;Privata non paritaria;1;13;45;Moncucco - San Cristoforo
2011/2012;Comunale;2;153;46;Barona
2011/2012;Statale;1;102;46;Barona
2011/2012;Comunale;3;317;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro
2011/2012;Privata non paritaria;1;31;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro
2011/2012;Comunale;1;205;49;Giambellino
2011/2012;Privata paritaria;1;90;49;Giambellino
2011/2012;Comunale;3;425;50;Porta Genova
2011/2012;Privata paritaria;1;63;50;Porta Genova
2011/2012;Comunale;2;279;51;Porta Magenta
2011/2012;Privata paritaria;2;119;51;Porta Magenta
2011/2012;Comunale;8;927;52;Bande Nere
2011/2012;Privata paritaria;5;351;52;Bande Nere
2011/2012;Statale;1;125;52;Bande Nere
2011/2012;Comunale;3;439;53;Lorenteggio
2011/2012;Privata paritaria;2;146;53;Lorenteggio
2011/2012;Statale;1;24;54;Muggiano
2011/2012;Comunale;6;592;55;Baggio - Q.re degli Olmi - Q.re Valsesia
2011/2012;Statale;1;112;55;Baggio - Q.re degli Olmi - Q.re Valsesia
2011/2012;Comunale;5;517;56;Forze Armate
2011/2012;Privata paritaria;2;123;56;Forze Armate
2011/2012;Privata paritaria;1;54;57;San Siro
2011/2012;Statale;1;118;57;San Siro
2011/2012;Comunale;1;175;58;De Angeli - Monte Rosa
2011/2012;Privata paritaria;2;160;58;De Angeli - Monte Rosa
2011/2012;Comunale;3;407;60;Stadio - Ippodromi
2011/2012;Privata paritaria;2;174;60;Stadio - Ippodromi
2011/2012;Privata non paritaria;2;275;60;Stadio - Ippodromi
2011/2012;Privata paritaria;1;83;61;Quarto Cagnino
2011/2012;Statale;2;161;61;Quarto Cagnino
2011/2012;Statale;1;94;62;Quinto Romano
2011/2012;Comunale;1;38;63;Figino
2011/2012;Privata paritaria;1;27;63;Figino
2011/2012;Comunale;1;79;64;Trenno
2011/2012;Privata paritaria;1;56;64;Trenno
2011/2012;Comunale;5;526;65;Q.re Gallaratese - Q.re San Leonardo - Lampugnano
2011/2012;Statale;1;95;65;Q.re Gallaratese - Q.re San Leonardo - Lampugnano
2011/2012;Comunale;2;179;66;QT 8
2011/2012;Privata paritaria;1;61;66;QT 8
2011/2012;Comunale;1;154;67;Portello
2011/2012;Privata paritaria;1;94;67;Portello
2011/2012;Statale;1;116;67;Portello
2011/2012;Comunale;2;539;68;Pagano
2011/2012;Comunale;2;544;69;Sarpi
2011/2012;Privata paritaria;1;115;69;Sarpi
2011/2012;Comunale;8;945;71;Villapizzone - Cagnola - Boldinasco
2011/2012;Privata paritaria;3;238;71;Villapizzone - Cagnola - Boldinasco
2011/2012;Privata paritaria;1;81;72;Maggiore - Musocco - Certosa
2011/2012;Statale;1;90;72;Maggiore - Musocco - Certosa
2011/2012;Comunale;5;529;76;Quarto Oggiaro - Vialba - Musocco
2011/2012;Privata paritaria;2;126;76;Quarto Oggiaro - Vialba - Musocco
2011/2012;Comunale;2;225;77;Bovisa
2011/2012;Privata paritaria;2;196;77;Bovisa
2011/2012;Comunale;2;328;79;Dergano
2011/2012;Privata paritaria;1;100;79;Dergano
2011/2012;Comunale;2;208;80;Affori
2011/2012;Privata paritaria;1;111;80;Affori
2011/2012;Statale;2;175;80;Affori
2011/2012;Comunale;2;131;81;Bovisasca
2011/2012;Statale;1;101;81;Bovisasca
2011/2012;Comunale;1;105;82;Comasina
2011/2012;Privata paritaria;2;153;82;Comasina
2011/2012;Comunale;1;134;83;Bruzzano
2011/2012;Privata paritaria;1;47;83;Bruzzano
2011/2012;Statale;1;99;83;Bruzzano
2011/2012;Privata paritaria;1;100;84;Parco Nord
2012/2013;COMUNALE;2;244;1;Duomo
2012/2013;Privata paritaria;2;182;1;Duomo
2012/2013;COMUNALE;2;244;2;Brera
2012/2013;Privata paritaria;2;148;2;Brera
2012/2013;PRIVATA NON PARITARIA;2;261;2;Brera
2012/2013;COMUNALE;1;154;3;Giardini P.ta Venezia
2012/2013;COMUNALE;1;99;4;Guastalla
2012/2013;Privata paritaria;5;337;4;Guastalla
2012/2013;COMUNALE;3;484;5;Porta Vigentina - Porta Lodovica
2012/2013;Privata paritaria;1;103;5;Porta Vigentina - Porta Lodovica
2012/2013;STATALE;1;105;6;Porta Ticinese - Conca del Naviglio
2012/2013;COMUNALE;5;516;6;Porta Ticinese - Conca del Naviglio
2012/2013;Privata paritaria;2;93;6;Porta Ticinese - Conca del Naviglio
2012/2013;COMUNALE;3;338;7;Magenta - S.Vittore
2012/2013;Privata paritaria;3;391;7;Magenta - S.Vittore
2012/2013;COMUNALE;1;73;9;Porta Garibaldi - Porta Nuova
2012/2013;COMUNALE;1;75;10;Stazione Centrale - Ponte Seveso
2012/2013;Privata paritaria;2;166;10;Stazione Centrale - Ponte Seveso
2012/2013;COMUNALE;2;272;11;Isola
2012/2013;Privata paritaria;1;186;11;Isola
2012/2013;COMUNALE;5;545;12;Maciachini - Maggiolina
2012/2013;Privata paritaria;4;257;12;Maciachini - Maggiolina
2012/2013;COMUNALE;1;238;13;Greco - Segnano
2012/2013;Privata paritaria;1;30;13;Greco - Segnano
2012/2013;STATALE;2;166;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi
2012/2013;COMUNALE;5;727;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi
2012/2013;Privata paritaria;2;136;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi
2012/2013;PRIVATA NON PARITARIA;1;90;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi
2012/2013;STATALE;2;145;16;Gorla - Precotto
2012/2013;COMUNALE;4;516;16;Gorla - Precotto
2012/2013;Privata paritaria;3;242;16;Gorla - Precotto
2012/2013;COMUNALE;3;267;17;Adriano
2012/2013;PRIVATA NON PARITARIA;1;14;17;Adriano
2012/2013;COMUNALE;4;430;18;Cimiano - Rottole - Q.re Feltre
2012/2013;Privata paritaria;2;105;18;Cimiano - Rottole - Q.re Feltre
2012/2013;PRIVATA NON PARITARIA;1;96;18;Cimiano - Rottole - Q.re Feltre
2012/2013;STATALE;1;53;19;Padova - Turro - Crescenzago
2012/2013;COMUNALE;2;225;19;Padova - Turro - Crescenzago
2012/2013;Privata paritaria;3;314;19;Padova - Turro - Crescenzago
2012/2013;COMUNALE;4;730;20;Loreto - Casoretto - NoLo
2012/2013;Privata paritaria;3;142;20;Loreto - Casoretto - NoLo
2012/2013;PRIVATA NON PARITARIA;1;21;20;Loreto - Casoretto - NoLo
2012/2013;COMUNALE;6;1016;21;Buenos Aires - Porta Venezia - Porta Monforte
2012/2013;Privata paritaria;4;492;21;Buenos Aires - Porta Venezia - Porta Monforte
2012/2013;COMUNALE;4;507;22;Citta' studi
2012/2013;Privata paritaria;2;152;22;Citta' studi
2012/2013;PRIVATA NON PARITARIA;1;57;22;Citta' studi
2012/2013;COMUNALE;2;306;23;Lambrate - Ortica
2012/2013;Privata paritaria;2;124;23;Lambrate - Ortica
2012/2013;COMUNALE;3;299;25;Corsica
2012/2013;Privata paritaria;2;173;25;Corsica
2012/2013;PRIVATA NON PARITARIA;1;132;25;Corsica
2012/2013;COMUNALE;3;667;26;XXII Marzo
2012/2013;Privata paritaria;2;107;26;XXII Marzo
2012/2013;Privata paritaria;1;78;27;Pta Romana
2012/2013;COMUNALE;2;242;28;Umbria - Molise - Calvairate
2012/2013;Privata paritaria;1;80;28;Umbria - Molise - Calvairate
2012/2013;COMUNALE;1;145;29;Ortomercato
2012/2013;COMUNALE;4;444;30;Taliedo - Morsenchio - Q.re Forlanini
2012/2013;COMUNALE;1;98;31;Monlue' - Ponte Lambro
2012/2013;COMUNALE;2;226;33;Rogoredo - Santa Giulia
2012/2013;COMUNALE;1;15;34;Chiaravalle
2012/2013;COMUNALE;6;741;35;Lodi - Corvetto
2012/2013;Privata paritaria;3;440;35;Lodi - Corvetto
2012/2013;COMUNALE;1;74;37;Morivione
2012/2013;PRIVATA NON PARITARIA;1;39;37;Morivione
2012/2013;STATALE;1;67;38;Vigentino - Q.re Fatima
2012/2013;COMUNALE;2;281;38;Vigentino - Q.re Fatima
2012/2013;Privata paritaria;1;67;38;Vigentino - Q.re Fatima
2012/2013;COMUNALE;3;350;41;Gratosoglio - Q.re Missaglia - Q.re Terrazze
2012/2013;STATALE;1;98;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata
2012/2013;COMUNALE;4;479;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata
2012/2013;Privata paritaria;4;168;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata
2012/2013;Privata paritaria;2;205;43;Tibaldi
2012/2013;COMUNALE;2;206;44;Porta Ticinese - Conchetta
2012/2013;Privata paritaria;2;108;44;Porta Ticinese - Conchetta
2012/2013;COMUNALE;4;377;45;Moncucco - San Cristoforo
2012/2013;PRIVATA NON PARITARIA;1;11;45;Moncucco - San Cristoforo
2012/2013;STATALE;1;103;46;Barona
2012/2013;COMUNALE;2;150;46;Barona
2012/2013;COMUNALE;3;311;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro
2012/2013;PRIVATA NON PARITARIA;1;37;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro
2012/2013;COMUNALE;1;195;49;Giambellino
2012/2013;Privata paritaria;1;85;49;Giambellino
2012/2013;COMUNALE;3;431;50;Porta Genova
2012/2013;Privata paritaria;1;63;50;Porta Genova
2012/2013;COMUNALE;2;280;51;Porta Magenta
2012/2013;Privata paritaria;2;119;51;Porta Magenta
2012/2013;STATALE;2;129;52;Bande Nere
2012/2013;COMUNALE;8;908;52;Bande Nere
2012/2013;Privata paritaria;5;362;52;Bande Nere
2012/2013;COMUNALE;3;425;53;Lorenteggio
2012/2013;Privata paritaria;2;140;53;Lorenteggio
2012/2013;STATALE;1;21;54;Muggiano
2012/2013;STATALE;1;96;55;Baggio - Q.re degli Olmi - Q.re Valsesia
2012/2013;COMUNALE;6;585;55;Baggio - Q.re degli Olmi - Q.re Valsesia
2012/2013;COMUNALE;5;512;56;Forze Armate
2012/2013;Privata paritaria;2;115;56;Forze Armate
2012/2013;STATALE;1;123;57;San Siro
2012/2013;Privata paritaria;1;110;57;San Siro
2012/2013;COMUNALE;1;174;58;De Angeli - Monte Rosa
2012/2013;Privata paritaria;2;140;58;De Angeli - Monte Rosa
2012/2013;COMUNALE;3;417;60;Stadio - Ippodromi
2012/2013;Privata paritaria;2;171;60;Stadio - Ippodromi
2012/2013;PRIVATA NON PARITARIA;2;284;60;Stadio - Ippodromi
2012/2013;STATALE;2;164;61;Quarto Cagnino
2012/2013;Privata paritaria;1;79;61;Quarto Cagnino
2012/2013;STATALE;1;79;62;Quinto Romano
2012/2013;COMUNALE;1;43;63;Figino
2012/2013;Privata paritaria;1;26;63;Figino
2012/2013;COMUNALE;1;80;64;Trenno
2012/2013;Privata paritaria;1;41;64;Trenno
2012/2013;STATALE;1;96;65;Q.re Gallaratese - Q.re San Leonardo - Lampugnano
2012/2013;COMUNALE;5;495;65;Q.re Gallaratese - Q.re San Leonardo - Lampugnano
2012/2013;COMUNALE;2;176;66;QT 8
2012/2013;Privata paritaria;1;48;66;QT 8
2012/2013;STATALE;1;119;67;Portello
2012/2013;COMUNALE;1;156;67;Portello
2012/2013;Privata paritaria;1;95;67;Portello
2012/2013;COMUNALE;2;534;68;Pagano
2012/2013;STATALE;1;48;69;Sarpi
2012/2013;COMUNALE;2;532;69;Sarpi
2012/2013;Privata paritaria;1;115;69;Sarpi
2012/2013;COMUNALE;8;953;71;Villapizzone - Cagnola - Boldinasco
2012/2013;Privata paritaria;3;223;71;Villapizzone - Cagnola - Boldinasco
2012/2013;STATALE;1;91;72;Maggiore - Musocco - Certosa
2012/2013;Privata paritaria;1;81;72;Maggiore - Musocco - Certosa
2012/2013;COMUNALE;5;512;76;Quarto Oggiaro - Vialba - Musocco
2012/2013;Privata paritaria;2;103;76;Quarto Oggiaro - Vialba - Musocco
2012/2013;COMUNALE;2;263;77;Bovisa
2012/2013;Privata paritaria;2;189;77;Bovisa
2012/2013;COMUNALE;2;331;79;Dergano
2012/2013;Privata paritaria;1;110;79;Dergano
2012/2013;STATALE;2;176;80;Affori
2012/2013;COMUNALE;2;207;80;Affori
2012/2013;Privata paritaria;1;109;80;Affori
2012/2013;STATALE;1;93;81;Bovisasca
2012/2013;COMUNALE;2;131;81;Bovisasca
2012/2013;COMUNALE;1;102;82;Comasina
2012/2013;Privata paritaria;2;155;82;Comasina
2012/2013;STATALE;1;108;83;Bruzzano
2012/2013;COMUNALE;1;129;83;Bruzzano
2012/2013;Privata paritaria;1;65;83;Bruzzano
2012/2013;Privata paritaria;1;99;84;Parco Nord
2013/2014;Comunale;2;246;1;Duomo
2013/2014;Privata paritaria;2;179;1;Duomo
2013/2014;Comunale;2;240;2;Brera
2013/2014;Privata paritaria;2;146;2;Brera
2013/2014;Privata non paritaria;2;266;2;Brera
2013/2014;Comunale;1;149;3;Giardini P.ta Venezia
2013/2014;Comunale;1;102;4;Guastalla
2013/2014;Privata paritaria;5;307;4;Guastalla
2013/2014;Comunale;3;479;5;Porta Vigentina - Porta Lodovica
2013/2014;Privata paritaria;1;112;5;Porta Vigentina - Porta Lodovica
2013/2014;Comunale;5;513;6;Porta Ticinese - Conca del Naviglio
2013/2014;Privata paritaria;2;75;6;Porta Ticinese - Conca del Naviglio
2013/2014;Statale;1;112;6;Porta Ticinese - Conca del Naviglio
2013/2014;Comunale;3;342;7;Magenta - S.Vittore
2013/2014;Privata paritaria;3;379;7;Magenta - S.Vittore
2013/2014;Comunale;1;74;9;Porta Garibaldi - Porta Nuova
2013/2014;Comunale;1;73;10;Stazione Centrale - Ponte Seveso
2013/2014;Privata paritaria;2;163;10;Stazione Centrale - Ponte Seveso
2013/2014;Comunale;2;290;11;Isola
2013/2014;Privata paritaria;1;193;11;Isola
2013/2014;Comunale;5;548;12;Maciachini - Maggiolina
2013/2014;Privata paritaria;3;240;12;Maciachini - Maggiolina
2013/2014;Comunale;1;240;13;Greco - Segnano
2013/2014;Privata paritaria;1;37;13;Greco - Segnano
2013/2014;Comunale;5;725;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi
2013/2014;Privata paritaria;2;139;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi
2013/2014;Privata non paritaria;1;92;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi
2013/2014;Statale;2;166;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi
2013/2014;Comunale;4;508;16;Gorla - Precotto
2013/2014;Privata paritaria;3;243;16;Gorla - Precotto
2013/2014;Statale;2;133;16;Gorla - Precotto
2013/2014;Comunale;3;280;17;Adriano
2013/2014;Privata non paritaria;1;12;17;Adriano
2013/2014;Comunale;4;455;18;Cimiano - Rottole - Q.re Feltre
2013/2014;Privata paritaria;2;134;18;Cimiano - Rottole - Q.re Feltre
2013/2014;Privata non paritaria;1;87;18;Cimiano - Rottole - Q.re Feltre
2013/2014;Comunale;2;226;19;Padova - Turro - Crescenzago
2013/2014;Privata paritaria;3;306;19;Padova - Turro - Crescenzago
2013/2014;Statale;2;105;19;Padova - Turro - Crescenzago
2013/2014;Comunale;4;727;20;Loreto - Casoretto - NoLo
2013/2014;Privata paritaria;2;82;20;Loreto - Casoretto - NoLo
2013/2014;Privata non paritaria;1;46;20;Loreto - Casoretto - NoLo
2013/2014;Comunale;6;1018;21;Buenos Aires - Porta Venezia - Porta Monforte
2013/2014;Privata paritaria;4;470;21;Buenos Aires - Porta Venezia - Porta Monforte
2013/2014;Comunale;4;522;22;Citta' studi
2013/2014;Privata paritaria;2;124;22;Citta' studi
2013/2014;Privata non paritaria;1;57;22;Citta' studi
2013/2014;Comunale;2;308;23;Lambrate - Ortica
2013/2014;Privata paritaria;3;169;23;Lambrate - Ortica
2013/2014;Comunale;3;296;25;Corsica
2013/2014;Privata paritaria;2;145;25;Corsica
2013/2014;Privata non paritaria;1;145;25;Corsica
2013/2014;Comunale;3;670;26;XXII Marzo
2013/2014;Privata paritaria;2;116;26;XXII Marzo
2013/2014;Privata paritaria;1;94;27;Pta Romana
2013/2014;Comunale;2;290;28;Umbria - Molise - Calvairate
2013/2014;Privata paritaria;1;84;28;Umbria - Molise - Calvairate
2013/2014;Comunale;1;145;29;Ortomercato
2013/2014;Comunale;4;461;30;Taliedo - Morsenchio - Q.re Forlanini
2013/2014;Statale;1;29;30;Taliedo - Morsenchio - Q.re Forlanini
2013/2014;Comunale;1;101;31;Monlue' - Ponte Lambro
2013/2014;Comunale;2;229;33;Rogoredo - Santa Giulia
2013/2014;Comunale;1;24;34;Chiaravalle
2013/2014;Comunale;6;751;35;Lodi - Corvetto
2013/2014;Privata paritaria;3;426;35;Lodi - Corvetto
2013/2014;Comunale;1;75;37;Morivione
2013/2014;Privata non paritaria;2;96;37;Morivione
2013/2014;Comunale;2;282;38;Vigentino - Q.re Fatima
2013/2014;Privata paritaria;1;62;38;Vigentino - Q.re Fatima
2013/2014;Statale;1;93;38;Vigentino - Q.re Fatima
2013/2014;Comunale;3;359;41;Gratosoglio - Q.re Missaglia - Q.re Terrazze
2013/2014;Comunale;4;469;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata
2013/2014;Privata paritaria;3;150;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata
2013/2014;Statale;1;125;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata
2013/2014;Privata paritaria;2;183;43;Tibaldi
2013/2014;Comunale;2;206;44;Porta Ticinese - Conchetta
2013/2014;Privata paritaria;2;107;44;Porta Ticinese - Conchetta
2013/2014;Comunale;4;384;45;Moncucco - San Cristoforo
2013/2014;Privata non paritaria;1;12;45;Moncucco - San Cristoforo
2013/2014;Comunale;2;149;46;Barona
2013/2014;Statale;1;87;46;Barona
2013/2014;Comunale;3;308;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro
2013/2014;Privata non paritaria;1;21;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro
2013/2014;Comunale;1;194;49;Giambellino
2013/2014;Privata paritaria;1;85;49;Giambellino
2013/2014;Comunale;3;425;50;Porta Genova
2013/2014;Privata paritaria;1;61;50;Porta Genova
2013/2014;Comunale;2;271;51;Porta Magenta
2013/2014;Privata paritaria;2;114;51;Porta Magenta
2013/2014;Comunale;8;895;52;Bande Nere
2013/2014;Privata paritaria;5;330;52;Bande Nere
2013/2014;Statale;2;133;52;Bande Nere
2013/2014;Comunale;3;395;53;Lorenteggio
2013/2014;Privata paritaria;2;135;53;Lorenteggio
2013/2014;Statale;1;24;54;Muggiano
2013/2014;Comunale;6;567;55;Baggio - Q.re degli Olmi - Q.re Valsesia
2013/2014;Statale;1;96;55;Baggio - Q.re degli Olmi - Q.re Valsesia
2013/2014;Comunale;5;514;56;Forze Armate
2013/2014;Privata paritaria;2;113;56;Forze Armate
2013/2014;Privata paritaria;1;96;57;San Siro
2013/2014;Statale;1;120;57;San Siro
2013/2014;Comunale;1;180;58;De Angeli - Monte Rosa
2013/2014;Privata paritaria;2;121;58;De Angeli - Monte Rosa
2013/2014;Comunale;3;412;60;Stadio - Ippodromi
2013/2014;Privata paritaria;2;174;60;Stadio - Ippodromi
2013/2014;Privata non paritaria;1;195;60;Stadio - Ippodromi
2013/2014;Privata paritaria;1;77;61;Quarto Cagnino
2013/2014;Statale;2;173;61;Quarto Cagnino
2013/2014;Statale;1;72;62;Quinto Romano
2013/2014;Comunale;1;38;63;Figino
2013/2014;Privata paritaria;1;22;63;Figino
2013/2014;Comunale;1;78;64;Trenno
2013/2014;Privata paritaria;1;26;64;Trenno
2013/2014;Comunale;5;490;65;Q.re Gallaratese - Q.re San Leonardo - Lampugnano
2013/2014;Statale;1;90;65;Q.re Gallaratese - Q.re San Leonardo - Lampugnano
2013/2014;Comunale;2;176;66;QT 8
2013/2014;Privata paritaria;1;39;66;QT 8
2013/2014;Comunale;1;149;67;Portello
2013/2014;Privata paritaria;1;90;67;Portello
2013/2014;Statale;1;121;67;Portello
2013/2014;Comunale;2;521;68;Pagano
2013/2014;Comunale;2;534;69;Sarpi
2013/2014;Privata paritaria;1;113;69;Sarpi
2013/2014;Statale;1;48;69;Sarpi
2013/2014;Comunale;8;972;71;Villapizzone - Cagnola - Boldinasco
2013/2014;Privata paritaria;3;199;71;Villapizzone - Cagnola - Boldinasco
2013/2014;Privata paritaria;1;97;72;Maggiore - Musocco - Certosa
2013/2014;Statale;1;97;72;Maggiore - Musocco - Certosa
2013/2014;Comunale;5;518;76;Quarto Oggiaro - Vialba - Musocco
2013/2014;Privata paritaria;2;83;76;Quarto Oggiaro - Vialba - Musocco
2013/2014;Comunale;2;258;77;Bovisa
2013/2014;Privata paritaria;2;186;77;Bovisa
2013/2014;Comunale;2;327;79;Dergano
2013/2014;Privata paritaria;1;111;79;Dergano
2013/2014;Comunale;2;203;80;Affori
2013/2014;Privata paritaria;1;112;80;Affori
2013/2014;Statale;2;171;80;Affori
2013/2014;Comunale;2;131;81;Bovisasca
2013/2014;Statale;1;126;81;Bovisasca
2013/2014;Comunale;1;97;82;Comasina
2013/2014;Privata paritaria;2;148;82;Comasina
2013/2014;Comunale;1;128;83;Bruzzano
2013/2014;Privata paritaria;1;72;83;Bruzzano
2013/2014;Statale;1;106;83;Bruzzano
2013/2014;Privata paritaria;1;88;84;Parco Nord
2014/2015;Comunale;2;221;1;Duomo
2014/2015;Comunale;2;246;2;Brera
2014/2015;Comunale;1;153;3;Giardini P.ta Venezia
2014/2015;Comunale;1;104;4;Guastalla
2014/2015;Comunale;3;485;5;Porta Vigentina - Porta Lodovica
2014/2015;Comunale;5;514;6;Porta Ticinese - Conca del Naviglio
2014/2015;Comunale;3;328;7;Magenta - S.Vittore
2014/2015;Comunale;1;77;9;Porta Garibaldi - Porta Nuova
2014/2015;Comunale;1;75;10;Stazione Centrale - Ponte Seveso
2014/2015;Comunale;2;286;11;Isola
2014/2015;Comunale;5;526;12;Maciachini - Maggiolina
2014/2015;Comunale;1;252;13;Greco - Segnano
2014/2015;Comunale;5;742;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi
2014/2015;Comunale;5;586;16;Gorla - Precotto
2014/2015;Comunale;3;277;17;Adriano
2014/2015;Comunale;4;459;18;Cimiano - Rottole - Q.re Feltre
2014/2015;Comunale;2;229;19;Padova - Turro - Crescenzago
2014/2015;Comunale;4;732;20;Loreto - Casoretto - NoLo
2014/2015;Comunale;6;1038;21;Buenos Aires - Porta Venezia - Porta Monforte
2014/2015;Comunale;4;546;22;Citta' studi
2014/2015;Comunale;2;309;23;Lambrate - Ortica
2014/2015;Comunale;3;307;25;Corsica
2014/2015;Comunale;3;653;26;XXII Marzo
2014/2015;Comunale;2;303;28;Umbria - Molise - Calvairate
2014/2015;Comunale;1;153;29;Ortomercato
2014/2015;Comunale;4;457;30;Taliedo - Morsenchio - Q.re Forlanini
2014/2015;Comunale;1;100;31;Monlue' - Ponte Lambro
2014/2015;Comunale;2;229;33;Rogoredo - Santa Giulia
2014/2015;Comunale;1;25;34;Chiaravalle
2014/2015;Comunale;6;766;35;Lodi - Corvetto
2014/2015;Comunale;1;75;37;Morivione
2014/2015;Comunale;2;284;38;Vigentino - Q.re Fatima
2014/2015;Comunale;3;324;41;Gratosoglio - Q.re Missaglia - Q.re Terrazze
2014/2015;Comunale;4;474;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata
2014/2015;Comunale;2;210;44;Porta Ticinese - Conchetta
2014/2015;Comunale;4;390;45;Moncucco - San Cristoforo
2014/2015;Comunale;2;155;46;Barona
2014/2015;Comunale;3;310;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro
2014/2015;Comunale;1;199;49;Giambellino
2014/2015;Comunale;3;430;50;Porta Genova
2014/2015;Comunale;2;271;51;Porta Magenta
2014/2015;Comunale;8;919;52;Bande Nere
2014/2015;Comunale;3;394;53;Lorenteggio
2014/2015;Comunale;6;576;55;Baggio - Q.re degli Olmi - Q.re Valsesia
2014/2015;Comunale;5;519;56;Forze Armate
2014/2015;Comunale;1;180;58;De Angeli - Monte Rosa
2014/2015;Comunale;3;434;60;Stadio - Ippodromi
