Anno Scolastico;IdNIL;Nil;Totale Iscritti;Iscritti Italiani;Iscritti Stranieri;N D
2015/2016;78;Farini;;;;
2015/2016;79;Dergano;925;611;313;1
2015/2016;80;Affori;637;410;227;
2015/2016;81;Bovisasca;148;111;37;
2015/2016;82;Comasina;289;211;78;
2015/2016;83;Bruzzano;323;263;60;
2015/2016;84;Parco Nord;;;;
2015/2016;85;Parco delle Abbazie;;;;
2015/2016;86;Parco dei Navigli;;;;
2015/2016;87;Assiano;;;;
2015/2016;88;Parco Bosco in citta';;;;
2016/2017;1;Duomo;758;698;60;
2016/2017;2;Brera;567;509;58;
2016/2017;3;Giardini P.ta Venezia;;;;
2016/2017;4;Guastalla;1546;1476;70;
2016/2017;5;Porta Vigentina - Porta Lodovica;818;741;77;
2016/2017;6;Porta Ticinese - Conca del Naviglio;516;407;109;
2016/2017;7;Magenta - S.Vittore;1182;1114;68;
2016/2017;8;Parco Sempione;;;;
2016/2017;9;Porta Garibaldi - Porta Nuova;;;;
2016/2017;10;Stazione Centrale - Ponte Seveso;760;720;40;
2016/2017;11;Isola;332;286;46;
2016/2017;12;Maciachini - Maggiolina;735;560;175;
2016/2017;13;Greco - Segnano;482;346;136;
2016/2017;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi;884;794;90;
2016/2017;15;Bicocca;;;;
2016/2017;16;Gorla - Precotto;928;649;279;
2016/2017;17;Adriano;;;;
2016/2017;18;Cimiano - Rottole - Q.re Feltre;681;444;237;
2016/2017;19;Padova - Turro - Crescenzago;371;283;88;
2016/2017;20;Loreto - Casoretto - NoLo;1595;1093;502;
2016/2017;21;Buenos Aires - Porta Venezia - Porta Monforte;1599;1399;200;
2016/2017;22;Citta' studi;704;637;67;
2016/2017;23;Lambrate - Ortica;320;315;5;
2016/2017;24;Parco Forlanini - Cavriano;;;;
2016/2017;25;Corsica;593;488;105;
2016/2017;26;XXII Marzo;776;660;116;
2016/2017;27;Pta Romana;75;71;4;
2016/2017;28;Umbria - Molise - Calvairate;;;;
2016/2017;29;Ortomercato;212;107;105;
2016/2017;30;Taliedo - Morsenchio - Q.re Forlanini;481;356;125;
2016/2017;31;Monlue' - Ponte Lambro;;;;
2016/2017;32;Triulzo Superiore;;;;
2016/2017;33;Rogoredo - Santa Giulia;261;189;72;
2016/2017;34;Chiaravalle;;;;
2016/2017;35;Lodi - Corvetto;1225;879;345;1
2016/2017;36;Scalo Romana;;;;
2016/2017;37;Morivione;140;77;63;
2016/2017;38;Vigentino - Q.re Fatima;287;261;26;
2016/2017;39;Quintosole;;;;
2016/2017;40;Ronchetto delle Rane;;;;
2016/2017;41;Gratosoglio - Q.re Missaglia - Q.re Terrazze;425;324;101;
2016/2017;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata;692;514;178;
2016/2017;43;Tibaldi;218;215;3;
2016/2017;44;Porta Ticinese - Conchetta;;;;
2016/2017;45;Moncucco - San Cristoforo;139;80;59;
2016/2017;46;Barona;190;134;56;
2016/2017;47;Cantalupa;;;;
2016/2017;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro;575;454;121;
2016/2017;49;Giambellino;378;306;72;
2016/2017;50;Porta Genova;;;;
2016/2017;51;Porta Magenta;1212;1112;100;
2016/2017;52;Bande Nere;1814;1442;372;
2016/2017;53;Lorenteggio;611;468;143;
2016/2017;54;Muggiano;;;;
2016/2017;55;Baggio - Q.re degli Olmi - Q.re Valsesia;782;621;161;
2016/2017;56;Forze Armate;489;388;101;
2016/2017;57;San Siro;;;;
2016/2017;58;De Angeli - Monte Rosa;1077;891;186;
2016/2017;59;Tre Torri;;;;
2016/2017;60;Stadio - Ippodromi;711;401;310;
2016/2017;61;Quarto Cagnino;344;301;43;
2016/2017;62;Quinto Romano;;;;
2016/2017;63;Figino;37;34;3;
2016/2017;64;Trenno;;;;
2016/2017;65;Q.re Gallaratese - Q.re San Leonardo - Lampugnano;889;799;90;
2016/2017;66;QT 8;326;309;17;
2016/2017;67;Portello;120;118;2;
2016/2017;68;Pagano;793;747;46;
2016/2017;69;Sarpi;791;630;161;
2016/2017;70;Ghisolfa;;;;
2016/2017;71;Villapizzone - Cagnola - Boldinasco;1040;629;411;
2016/2017;72;Maggiore - Musocco - Certosa;121;83;38;
2016/2017;73;Cascina Merlata;;;;
2016/2017;74;Roserio;;;;
2016/2017;75;Stephenson;;;;
2016/2017;76;Quarto Oggiaro - Vialba - Musocco;657;460;197;
2016/2017;77;Bovisa;122;119;3;
2016/2017;78;Farini;;;;
2016/2017;79;Dergano;945;624;321;
2016/2017;80;Affori;617;376;241;
2016/2017;81;Bovisasca;154;118;36;
2016/2017;82;Comasina;282;214;68;
2016/2017;83;Bruzzano;342;267;75;
2016/2017;84;Parco Nord;;;;
2016/2017;85;Parco delle Abbazie;;;;
2016/2017;86;Parco dei Navigli;;;;
2016/2017;87;Assiano;;;;
2016/2017;88;Parco Bosco in citta';;;;
2017/2018;1;Duomo;817;744;73;
2017/2018;2;Brera;609;549;60;
2017/2018;3;Giardini P.ta Venezia;;;;
2017/2018;4;Guastalla;1506;1421;85;
2017/2018;5;Porta Vigentina - Porta Lodovica;839;757;82;
2017/2018;6;Porta Ticinese - Conca del Naviglio;487;390;97;
2017/2018;7;Magenta - S.Vittore;1193;1119;74;
2017/2018;8;Parco Sempione;;;;
2017/2018;9;Porta Garibaldi - Porta Nuova;;;;
2017/2018;10;Stazione Centrale - Ponte Seveso;816;755;61;
2017/2018;11;Isola;300;262;38;
2017/2018;12;Maciachini - Maggiolina;701;518;183;
2017/2018;13;Greco - Segnano;427;300;127;
2017/2018;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi;937;829;108;
2017/2018;15;Bicocca;;;;
2017/2018;16;Gorla - Precotto;976;680;296;
2017/2018;17;Adriano;;;;
2017/2018;18;Cimiano - Rottole - Q.re Feltre;675;418;257;
2017/2018;19;Padova - Turro - Crescenzago;390;302;88;
2017/2018;20;Loreto - Casoretto - NoLo;1599;1070;529;
2017/2018;21;Buenos Aires - Porta Venezia - Porta Monforte;1618;1430;188;
2017/2018;22;Citta' studi;698;636;62;
2017/2018;23;Lambrate - Ortica;345;343;2;
2017/2018;24;Parco Forlanini - Cavriano;;;;
2017/2018;25;Corsica;676;548;128;
2017/2018;26;XXII Marzo;826;694;132;
2017/2018;27;Pta Romana;71;66;5;
2017/2018;28;Umbria - Molise - Calvairate;;;;
2017/2018;29;Ortomercato;222;102;120;
2017/2018;30;Taliedo - Morsenchio - Q.re Forlanini;498;348;150;
2017/2018;31;Monlue' - Ponte Lambro;;;;
2017/2018;32;Triulzo Superiore;;;;
2017/2018;33;Rogoredo - Santa Giulia;246;166;80;
2017/2018;34;Chiaravalle;;;;
2017/2018;35;Lodi - Corvetto;1245;855;389;1
2017/2018;36;Scalo Romana;;;;
2017/2018;37;Morivione;155;82;73;
2017/2018;38;Vigentino - Q.re Fatima;283;245;38;
2017/2018;39;Quintosole;;;;
2017/2018;40;Ronchetto delle Rane;;;;
2017/2018;41;Gratosoglio - Q.re Missaglia - Q.re Terrazze;426;324;102;
2017/2018;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata;739;540;199;
2017/2018;43;Tibaldi;241;236;5;
2017/2018;44;Porta Ticinese - Conchetta;;;;
2017/2018;45;Moncucco - San Cristoforo;127;69;58;
2017/2018;46;Barona;188;125;63;
2017/2018;47;Cantalupa;;;;
2017/2018;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro;644;495;149;
2017/2018;49;Giambellino;351;287;64;
2017/2018;50;Porta Genova;;;;
2017/2018;51;Porta Magenta;1205;1120;85;
2017/2018;52;Bande Nere;1849;1450;399;
2017/2018;53;Lorenteggio;608;459;148;1
2017/2018;54;Muggiano;;;;
2017/2018;55;Baggio - Q.re degli Olmi - Q.re Valsesia;764;595;169;
2017/2018;56;Forze Armate;466;347;119;
2017/2018;57;San Siro;;;;
2017/2018;58;De Angeli - Monte Rosa;1068;878;190;
2017/2018;59;Tre Torri;;;;
2017/2018;60;Stadio - Ippodromi;719;358;361;
2017/2018;61;Quarto Cagnino;388;344;44;
2017/2018;62;Quinto Romano;;;;
2017/2018;63;Figino;44;39;5;
2017/2018;64;Trenno;;;;
2017/2018;65;Q.re Gallaratese - Q.re San Leonardo - Lampugnano;924;808;116;
2017/2018;66;QT 8;335;315;20;
2017/2018;67;Portello;162;154;8;
2017/2018;68;Pagano;810;759;51;
2017/2018;69;Sarpi;794;630;164;
2017/2018;70;Ghisolfa;;;;
2017/2018;71;Villapizzone - Cagnola - Boldinasco;1013;577;436;
2017/2018;72;Maggiore - Musocco - Certosa;145;98;47;
2017/2018;73;Cascina Merlata;;;;
2017/2018;74;Roserio;;;;
2017/2018;75;Stephenson;;;;
2017/2018;76;Quarto Oggiaro - Vialba - Musocco;651;451;200;
2017/2018;77;Bovisa;116;113;3;
2017/2018;78;Farini;;;;
2017/2018;79;Dergano;960;610;350;
2017/2018;80;Affori;664;400;264;
2017/2018;81;Bovisasca;129;92;37;
2017/2018;82;Comasina;287;211;76;
2017/2018;83;Bruzzano;347;264;83;
2017/2018;84;Parco Nord;;;;
2017/2018;85;Parco delle Abbazie;;;;
2017/2018;86;Parco dei Navigli;;;;
2017/2018;87;Assiano;;;;
2017/2018;88;Parco Bosco in citta';;;;
2018/2019;1;Duomo;812;738;74;
2018/2019;2;Brera;596;538;58;
2018/2019;3;Giardini P.ta Venezia;;;;
2018/2019;4;Guastalla;1547;1443;104;
2018/2019;5;Porta Vigentina - Porta Lodovica;799;723;76;
2018/2019;6;Porta Ticinese - Conca del Naviglio;462;359;103;
2018/2019;7;Magenta - S.Vittore;1248;1168;80;
2018/2019;8;Parco Sempione;;;;
2018/2019;9;Porta Garibaldi - Porta Nuova;;;;
2018/2019;10;Stazione Centrale - Ponte Seveso;870;803;67;
2018/2019;11;Isola;300;257;43;
2018/2019;12;Maciachini - Maggiolina;691;490;201;
2018/2019;13;Greco - Segnano;404;256;148;
2018/2019;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi;933;791;142;
2018/2019;15;Bicocca;;;;
2018/2019;16;Gorla - Precotto;1027;698;329;
2018/2019;17;Adriano;;;;
2018/2019;18;Cimiano - Rottole - Q.re Feltre;634;396;238;
2018/2019;19;Padova - Turro - Crescenzago;432;305;127;
2018/2019;20;Loreto - Casoretto - NoLo;1566;1061;505;
2018/2019;21;Buenos Aires - Porta Venezia - Porta Monforte;1614;1403;211;
2018/2019;22;Citta' studi;711;636;75;
2018/2019;23;Lambrate - Ortica;356;353;3;
2018/2019;24;Parco Forlanini - Cavriano;;;;
2018/2019;25;Corsica;697;559;138;
2018/2019;26;XXII Marzo;841;702;139;
2018/2019;27;Pta Romana;64;59;5;
2018/2019;28;Umbria - Molise - Calvairate;;;;
2018/2019;29;Ortomercato;207;78;129;
2018/2019;30;Taliedo - Morsenchio - Q.re Forlanini;550;388;162;
2018/2019;31;Monlue' - Ponte Lambro;;;;
2018/2019;32;Triulzo Superiore;;;;
2018/2019;33;Rogoredo - Santa Giulia;247;167;80;
2018/2019;34;Chiaravalle;;;;
2018/2019;35;Lodi - Corvetto;1195;797;397;1
2018/2019;36;Scalo Romana;;;;
2018/2019;37;Morivione;182;101;81;
2018/2019;38;Vigentino - Q.re Fatima;306;267;39;
2018/2019;39;Quintosole;;;;
2018/2019;40;Ronchetto delle Rane;;;;
2018/2019;41;Gratosoglio - Q.re Missaglia - Q.re Terrazze;451;329;122;
2018/2019;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata;743;534;209;
2018/2019;43;Tibaldi;253;248;5;
2018/2019;44;Porta Ticinese - Conchetta;;;;
2018/2019;45;Moncucco - San Cristoforo;112;61;51;
2018/2019;46;Barona;191;112;79;
2018/2019;47;Cantalupa;;;;
2018/2019;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro;717;550;167;
2018/2019;49;Giambellino;341;278;63;
2018/2019;50;Porta Genova;;;;
2018/2019;51;Porta Magenta;1212;1122;90;
2018/2019;52;Bande Nere;1848;1448;400;
2018/2019;53;Lorenteggio;560;413;146;1
2018/2019;54;Muggiano;;;;
2018/2019;55;Baggio - Q.re degli Olmi - Q.re Valsesia;823;635;188;
2018/2019;56;Forze Armate;474;342;132;
2018/2019;57;San Siro;;;;
2018/2019;58;De Angeli - Monte Rosa;1102;939;163;
2018/2019;59;Tre Torri;;;;
2018/2019;60;Stadio - Ippodromi;652;311;341;
2018/2019;61;Quarto Cagnino;419;369;50;
2018/2019;62;Quinto Romano;;;;
2018/2019;63;Figino;38;32;6;
2018/2019;64;Trenno;;;;
2018/2019;65;Q.re Gallaratese - Q.re San Leonardo - Lampugnano;933;789;144;
2018/2019;66;QT 8;334;314;20;
2018/2019;67;Portello;219;218;1;
2018/2019;68;Pagano;820;767;53;
2018/2019;69;Sarpi;776;601;175;
2018/2019;70;Ghisolfa;;;;
2018/2019;71;Villapizzone - Cagnola - Boldinasco;1034;561;473;
2018/2019;72;Maggiore - Musocco - Certosa;157;112;45;
2018/2019;73;Cascina Merlata;;;;
2018/2019;74;Roserio;;;;
2018/2019;75;Stephenson;;;;
2018/2019;76;Quarto Oggiaro - Vialba - Musocco;672;454;218;
2018/2019;77;Bovisa;128;125;3;
2018/2019;78;Farini;;;;
2018/2019;79;Dergano;968;587;381;
2018/2019;80;Affori;663;375;288;
2018/2019;81;Bovisasca;138;97;41;
2018/2019;82;Comasina;278;203;75;
2018/2019;83;Bruzzano;340;245;95;
2018/2019;84;Parco Nord;;;;
2018/2019;85;Parco delle Abbazie;;;;
2018/2019;86;Parco dei Navigli;;;;
2018/2019;87;Assiano;;;;
2018/2019;88;Parco Bosco in citta';;;;
2019/2020;1;Duomo;854;766;88;
2019/2020;2;Brera;604;562;42;
2019/2020;3;Giardini P.ta Venezia;;;;
2019/2020;4;Guastalla;1594;1476;118;
2019/2020;5;Porta Vigentina - Porta Lodovica;806;733;73;
2019/2020;6;Porta Ticinese - Conca del Naviglio;430;323;107;
2019/2020;7;Magenta - S.Vittore;1306;1206;100;
2019/2020;8;Parco Sempione;;;;
2019/2020;9;Porta Garibaldi - Porta Nuova;;;;
2019/2020;10;Stazione Centrale - Ponte Seveso;882;815;67;
2019/2020;11;Isola;364;302;61;1
2019/2020;12;Maciachini - Maggiolina;624;421;203;
2019/2020;13;Greco - Segnano;387;251;136;
2019/2020;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi;965;806;159;
2019/2020;15;Bicocca;;;;
2019/2020;16;Gorla - Precotto;1005;696;309;
2019/2020;17;Adriano;;;;
2019/2020;18;Cimiano - Rottole - Q.re Feltre;639;406;232;1
2019/2020;19;Padova - Turro - Crescenzago;453;307;146;
2019/2020;20;Loreto - Casoretto - NoLo;1550;1044;506;
2019/2020;21;Buenos Aires - Porta Venezia - Porta Monforte;1676;1454;222;
2019/2020;22;Citta' studi;756;679;77;
2019/2020;23;Lambrate - Ortica;349;348;1;
2019/2020;24;Parco Forlanini - Cavriano;;;;
2019/2020;25;Corsica;680;531;149;
2019/2020;26;XXII Marzo;879;743;136;
2019/2020;27;Pta Romana;92;85;7;
2019/2020;28;Umbria - Molise - Calvairate;;;;
2019/2020;29;Ortomercato;200;76;124;
2019/2020;30;Taliedo - Morsenchio - Q.re Forlanini;520;370;150;
2019/2020;31;Monlue' - Ponte Lambro;;;;
2019/2020;32;Triulzo Superiore;;;;
2019/2020;33;Rogoredo - Santa Giulia;294;201;93;
2019/2020;34;Chiaravalle;;;;
2019/2020;35;Lodi - Corvetto;1127;779;346;2
2019/2020;36;Scalo Romana;;;;
2019/2020;37;Morivione;228;145;83;
2019/2020;38;Vigentino - Q.re Fatima;336;293;43;
2019/2020;39;Quintosole;;;;
2019/2020;40;Ronchetto delle Rane;;;;
2019/2020;41;Gratosoglio - Q.re Missaglia - Q.re Terrazze;468;339;129;
2019/2020;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata;756;557;199;
2019/2020;43;Tibaldi;254;249;5;
2019/2020;44;Porta Ticinese - Conchetta;;;;
2019/2020;45;Moncucco - San Cristoforo;120;75;45;
2019/2020;46;Barona;176;95;81;
2019/2020;47;Cantalupa;;;;
2019/2020;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro;692;511;181;
2019/2020;49;Giambellino;384;319;65;
2019/2020;50;Porta Genova;;;;
2019/2020;51;Porta Magenta;1192;1110;82;
2019/2020;52;Bande Nere;1802;1388;414;
2019/2020;53;Lorenteggio;580;424;156;
2019/2020;54;Muggiano;;;;
2019/2020;55;Baggio - Q.re degli Olmi - Q.re Valsesia;850;640;210;
2019/2020;56;Forze Armate;468;331;137;
2019/2020;57;San Siro;;;;
2019/2020;58;De Angeli - Monte Rosa;1128;946;182;
2019/2020;59;Tre Torri;;;;
2019/2020;60;Stadio - Ippodromi;682;318;364;
2019/2020;61;Quarto Cagnino;433;359;74;
2019/2020;62;Quinto Romano;;;;
2019/2020;63;Figino;44;36;8;
2019/2020;64;Trenno;;;;
2019/2020;65;Q.re Gallaratese - Q.re San Leonardo - Lampugnano;974;822;152;
2019/2020;66;QT 8;326;299;27;
2019/2020;67;Portello;256;252;4;
2019/2020;68;Pagano;818;762;56;
2019/2020;69;Sarpi;780;615;165;
2019/2020;70;Ghisolfa;;;;
2019/2020;71;Villapizzone - Cagnola - Boldinasco;1021;493;528;
2019/2020;72;Maggiore - Musocco - Certosa;158;112;46;
2019/2020;73;Cascina Merlata;;;;
2019/2020;74;Roserio;;;;
2019/2020;75;Stephenson;;;;
2019/2020;76;Quarto Oggiaro - Vialba - Musocco;608;403;205;
2019/2020;77;Bovisa;133;130;3;
2019/2020;78;Farini;;;;
2019/2020;79;Dergano;970;583;387;
2019/2020;80;Affori;663;373;290;
2019/2020;81;Bovisasca;131;92;39;
2019/2020;82;Comasina;282;195;87;
2019/2020;83;Bruzzano;325;229;96;
2019/2020;84;Parco Nord;35;22;13;
2019/2020;85;Parco delle Abbazie;;;;
2019/2020;86;Parco dei Navigli;;;;
2019/2020;87;Assiano;;;;
2019/2020;88;Parco Bosco in citta';;;;
2020/2021;1;Duomo;802;730;72;
2020/2021;2;Brera;617;563;54;
2020/2021;3;Giardini P.ta Venezia;;;;
2020/2021;4;Guastalla;1478;1369;109;
2020/2021;5;Porta Vigentina - Porta Lodovica;868;789;79;
2020/2021;6;Porta Ticinese - Conca del Naviglio;409;308;101;
2020/2021;7;Magenta - S.Vittore;1314;1224;90;
2020/2021;8;Parco Sempione;;;;
2020/2021;9;Porta Garibaldi - Porta Nuova;;;;
2020/2021;10;Stazione Centrale - Ponte Seveso;931;857;74;
2020/2021;11;Isola;375;320;55;
2020/2021;12;Maciachini - Maggiolina;605;414;191;
2020/2021;13;Greco - Segnano;357;229;128;
2020/2021;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi;951;782;169;
2020/2021;15;Bicocca;;;;
2020/2021;16;Gorla - Precotto;915;608;307;
2020/2021;17;Adriano;;;;
2020/2021;18;Cimiano - Rottole - Q.re Feltre;621;402;218;1
2020/2021;19;Padova - Turro - Crescenzago;533;330;203;
2020/2021;20;Loreto - Casoretto - NoLo;1598;1090;508;
2020/2021;21;Buenos Aires - Porta Venezia - Porta Monforte;1650;1436;214;
2020/2021;22;Citta' studi;782;698;84;
2020/2021;23;Lambrate - Ortica;344;342;2;
2020/2021;24;Parco Forlanini - Cavriano;;;;
2020/2021;25;Corsica;635;508;127;
2020/2021;26;XXII Marzo;915;779;136;
2020/2021;27;Pta Romana;80;78;2;
2020/2021;28;Umbria - Molise - Calvairate;;;;
2020/2021;29;Ortomercato;195;83;112;
2020/2021;30;Taliedo - Morsenchio - Q.re Forlanini;490;342;148;
2020/2021;31;Monlue' - Ponte Lambro;;;;
2020/2021;32;Triulzo Superiore;;;;
2020/2021;33;Rogoredo - Santa Giulia;328;226;102;
2020/2021;34;Chiaravalle;;;;
2020/2021;35;Lodi - Corvetto;1046;722;324;
2020/2021;36;Scalo Romana;62;56;6;
2020/2021;37;Morivione;212;136;76;
2020/2021;38;Vigentino - Q.re Fatima;358;315;43;
2020/2021;39;Quintosole;;;;
2020/2021;40;Ronchetto delle Rane;;;;
2020/2021;41;Gratosoglio - Q.re Missaglia - Q.re Terrazze;438;286;152;
2020/2021;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata;716;533;183;
2020/2021;43;Tibaldi;264;260;4;
2020/2021;44;Porta Ticinese - Conchetta;;;;
2020/2021;45;Moncucco - San Cristoforo;183;146;37;
2020/2021;46;Barona;180;110;70;
2020/2021;47;Cantalupa;;;;
2020/2021;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro;657;503;154;
2020/2021;49;Giambellino;391;312;79;
2020/2021;50;Porta Genova;;;;
2020/2021;51;Porta Magenta;1159;1070;89;
2020/2021;52;Bande Nere;1691;1270;421;
2020/2021;53;Lorenteggio;574;420;154;
2020/2021;54;Muggiano;;;;
2020/2021;55;Baggio - Q.re degli Olmi - Q.re Valsesia;860;662;198;
2020/2021;56;Forze Armate;446;316;130;
2020/2021;57;San Siro;165;163;2;
2020/2021;58;De Angeli - Monte Rosa;1170;989;181;
2020/2021;59;Tre Torri;;;;
2020/2021;60;Stadio - Ippodromi;615;306;309;
2020/2021;61;Quarto Cagnino;453;362;91;
2020/2021;62;Quinto Romano;;;;
2020/2021;63;Figino;39;31;8;
2020/2021;64;Trenno;;;;
2020/2021;65;Q.re Gallaratese - Q.re San Leonardo - Lampugnano;946;778;168;
2020/2021;66;QT 8;312;285;27;
2020/2021;67;Portello;95;94;1;
2020/2021;68;Pagano;808;760;48;
2020/2021;69;Sarpi;731;576;155;
2020/2021;70;Ghisolfa;82;80;2;
2020/2021;71;Villapizzone - Cagnola - Boldinasco;1014;520;494;
2020/2021;72;Maggiore - Musocco - Certosa;147;108;39;
2020/2021;73;Cascina Merlata;;;;
2020/2021;74;Roserio;;;;
2020/2021;75;Stephenson;;;;
2020/2021;76;Quarto Oggiaro - Vialba - Musocco;586;367;219;
2020/2021;77;Bovisa;143;139;4;
2020/2021;78;Farini;;;;
2020/2021;79;Dergano;981;634;347;
2020/2021;80;Affori;661;372;289;
2020/2021;81;Bovisasca;138;95;43;
2020/2021;82;Comasina;272;187;85;
2020/2021;83;Bruzzano;313;221;92;
2020/2021;84;Parco Nord;36;33;3;
2020/2021;85;Parco delle Abbazie;;;;
2020/2021;86;Parco dei Navigli;;;;
2020/2021;87;Assiano;;;;
2020/2021;88;Parco Bosco in citta';;;;
2021/2022;1;Duomo;751;679;71;1
2021/2022;2;Brera;610;550;60;
2021/2022;3;Giardini P.ta Venezia;;;;
2021/2022;4;Guastalla;1499;1405;94;
2021/2022;5;Porta Vigentina - Porta Lodovica;831;766;65;
2021/2022;6;Porta Ticinese - Conca del Naviglio;428;332;96;
2021/2022;7;Magenta - S.Vittore;1302;1211;90;1
2021/2022;8;Parco Sempione;;;;
2021/2022;9;Porta Garibaldi - Porta Nuova;;;;
2022/2023;1;Duomo;646;579;66;1
2022/2023;2;Brera;610;546;64;
2022/2023;3;Giardini P.ta Venezia;;;;
2022/2023;4;Guastalla;1499;1416;83;
2022/2023;5;Porta Vigentina - Porta Lodovica;790;710;79;1
2022/2023;6;Porta Ticinese - Conca del Naviglio;419;347;72;
2022/2023;7;Magenta - S.Vittore;1277;1193;83;1
2022/2023;8;Parco Sempione;;;;
2022/2023;9;Porta Garibaldi - Porta Nuova;262;220;42;
2022/2023;10;Stazione Centrale - Ponte Seveso;409;395;14;
2022/2023;11;Isola;366;309;57;
2022/2023;12;Maciachini - Maggiolina;604;445;159;
2022/2023;13;Greco - Segnano;386;252;133;1
2022/2023;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi;975;815;160;
2022/2023;15;Bicocca;;;;
2022/2023;16;Gorla - Precotto;726;458;267;1
2022/2023;17;Adriano;227;174;53;
2022/2023;18;Cimiano - Rottole - Q.re Feltre;574;396;178;
2022/2023;19;Padova - Turro - Crescenzago;600;392;208;
2022/2023;20;Loreto - Casoretto - NoLo;805;501;303;1
2022/2023;21;Buenos Aires - Porta Venezia - Porta Monforte;2571;2233;338;
2022/2023;22;Citta' studi;830;757;73;
2022/2023;23;Lambrate - Ortica;332;329;3;
2022/2023;24;Parco Forlanini - Cavriano;;;;
2022/2023;25;Corsica;710;585;125;
2022/2023;26;XXII Marzo;868;742;126;
2022/2023;27;Pta Romana;56;56;;
2022/2023;28;Umbria - Molise - Calvairate;;;;
2022/2023;29;Ortomercato;158;61;97;
2022/2023;30;Taliedo - Morsenchio - Q.re Forlanini;415;282;133;
2022/2023;31;Monlue' - Ponte Lambro;;;;
2022/2023;32;Triulzo Superiore;;;;
2022/2023;33;Rogoredo - Santa Giulia;404;293;111;
2022/2023;34;Chiaravalle;;;;
2022/2023;35;Lodi - Corvetto;991;661;328;2
2022/2023;36;Scalo Romana;123;98;25;
2022/2023;37;Morivione;211;144;67;
2022/2023;38;Vigentino - Q.re Fatima;398;350;48;
2022/2023;39;Quintosole;;;;
2022/2023;40;Ronchetto delle Rane;;;;
2022/2023;41;Gratosoglio - Q.re Missaglia - Q.re Terrazze;450;299;149;2
2022/2023;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata;597;426;171;
2022/2023;43;Tibaldi;373;368;5;
2022/2023;44;Porta Ticinese - Conchetta;;;;
2022/2023;45;Moncucco - San Cristoforo;242;186;56;
2022/2023;46;Barona;181;115;65;1
2022/2023;47;Cantalupa;;;;
2022/2023;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro;619;488;130;1
2022/2023;49;Giambellino;518;347;171;
2022/2023;50;Porta Genova;640;592;47;1
2022/2023;51;Porta Magenta;466;437;28;1
2022/2023;52;Bande Nere;1418;1029;387;2
2022/2023;53;Lorenteggio;556;434;120;2
2022/2023;54;Muggiano;;;;
2022/2023;55;Baggio - Q.re degli Olmi - Q.re Valsesia;809;608;201;
2022/2023;56;Forze Armate;515;360;152;3
2022/2023;57;San Siro;168;164;4;
2022/2023;58;De Angeli - Monte Rosa;1116;928;188;
2022/2023;59;Tre Torri;;;;
2022/2023;60;Stadio - Ippodromi;558;323;234;1
2022/2023;61;Quarto Cagnino;501;401;100;
2022/2023;62;Quinto Romano;;;;
2022/2023;63;Figino;28;27;1;
2022/2023;64;Trenno;;;;
2022/2023;65;Q.re Gallaratese - Q.re San Leonardo - Lampugnano;842;700;140;2
2022/2023;66;QT 8;293;270;23;
2022/2023;67;Portello;120;99;21;
2022/2023;68;Pagano;791;739;52;
2022/2023;69;Sarpi;729;588;140;1
2022/2023;70;Ghisolfa;165;161;4;
2022/2023;71;Villapizzone - Cagnola - Boldinasco;1035;597;437;1
2022/2023;72;Maggiore - Musocco - Certosa;170;128;42;
2022/2023;73;Cascina Merlata;;;;
2022/2023;74;Roserio;;;;
2022/2023;75;Stephenson;;;;
2022/2023;76;Quarto Oggiaro - Vialba - Musocco;601;352;248;1
2022/2023;77;Bovisa;146;138;8;
2022/2023;78;Farini;;;;
2022/2023;79;Dergano;985;680;304;1
2022/2023;80;Affori;623;362;260;1
2022/2023;81;Bovisasca;129;87;41;1
2022/2023;82;Comasina;237;159;78;
2022/2023;83;Bruzzano;335;242;92;1
2022/2023;84;Parco Nord;61;56;5;
2022/2023;85;Parco delle Abbazie;;;;
2022/2023;86;Parco dei Navigli;;;;
2022/2023;87;Assiano;;;;
2022/2023;88;Parco Bosco in citta';;;;
2023/2024;1;Duomo;583;509;73;1
2023/2024;2;Brera;592;534;57;1
2023/2024;3;Giardini P.ta Venezia;;;;
2023/2024;4;Guastalla;1505;1409;95;1
2023/2024;5;Porta Vigentina - Porta Lodovica;781;702;77;2
