Anno Scolastico;IdNIL;Nil;Totale Iscritti;Iscritti Italiani;Iscritti Stranieri;N D
2009/2010;51;Porta Magenta;1177;1096;81;
2009/2010;52;Bande Nere;1968;1738;230;
2009/2010;53;Lorenteggio;574;479;75;20
2009/2010;54;Muggiano;;;;
2009/2010;55;Baggio - Q.re degli Olmi - Q.re Valsesia;582;521;61;
2009/2010;56;Forze Armate;445;377;68;
2009/2010;57;San Siro;192;149;43;
2009/2010;58;De Angeli - Monte Rosa;774;668;105;1
2009/2010;59;Tre Torri;;;;
2009/2010;60;Stadio - Ippodromi;509;315;193;1
2009/2010;61;Quarto Cagnino;260;223;37;
2009/2010;62;Quinto Romano;;;;
2009/2010;63;Figino;39;33;3;3
2009/2010;64;Trenno;;;;
2009/2010;65;Q.re Gallaratese - Q.re San Leonardo - Lampugnano;909;828;79;2
2009/2010;66;QT 8;210;189;21;
2009/2010;67;Portello;;;;
2009/2010;68;Pagano;904;859;45;
2009/2010;69;Sarpi;673;595;77;1
2009/2010;70;Ghisolfa;;;;
2009/2010;71;Villapizzone - Cagnola - Boldinasco;814;570;244;
2009/2010;72;Maggiore - Musocco - Certosa;200;159;40;1
2009/2010;73;Cascina Merlata;;;;
2009/2010;74;Roserio;;;;
2009/2010;75;Stephenson;;;;
2009/2010;76;Quarto Oggiaro - Vialba - Musocco;694;591;101;2
2009/2010;77;Bovisa;120;114;6;
2009/2010;78;Farini;;;;
2009/2010;79;Dergano;853;646;207;
2009/2010;80;Affori;599;469;130;
2009/2010;81;Bovisasca;121;103;18;
2009/2010;82;Comasina;267;221;46;
2009/2010;83;Bruzzano;280;228;51;1
2009/2010;84;Parco Nord;;;;
2009/2010;85;Parco delle Abbazie;;;;
2009/2010;86;Parco dei Navigli;;;;
2009/2010;87;Assiano;;;;
2009/2010;88;Parco Bosco in citta';;;;
2010/2011;1;Duomo;591;522;69;
2010/2011;2;Brera;717;632;85;
2010/2011;3;Giardini P.ta Venezia;;;;
2010/2011;4;Guastalla;1880;1757;123;
2010/2011;5;Porta Vigentina - Porta Lodovica;479;430;49;
2010/2011;6;Porta Ticinese - Conca del Naviglio;409;348;61;
2010/2011;7;Magenta - S.Vittore;896;812;84;
2010/2011;8;Parco Sempione;;;;
2010/2011;9;Porta Garibaldi - Porta Nuova;;;;
2010/2011;10;Stazione Centrale - Ponte Seveso;725;669;56;
2010/2011;11;Isola;345;310;35;
2010/2011;12;Maciachini - Maggiolina;662;570;92;
2010/2011;13;Greco - Segnano;513;387;126;
2010/2011;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi;762;699;63;
2010/2011;15;Bicocca;;;;
2010/2011;16;Gorla - Precotto;651;477;174;
2010/2011;17;Adriano;;;;
2010/2011;18;Cimiano - Rottole - Q.re Feltre;858;654;204;
2010/2011;19;Padova - Turro - Crescenzago;393;318;75;
2010/2011;20;Loreto - Casoretto - NoLo;1428;1129;299;
2010/2011;21;Buenos Aires - Porta Venezia - Porta Monforte;1489;1350;139;
2010/2011;22;Citta' studi;710;635;75;
2010/2011;23;Lambrate - Ortica;362;320;42;
2010/2011;24;Parco Forlanini - Cavriano;;;;
2010/2011;25;Corsica;388;301;87;
2010/2011;26;XXII Marzo;507;431;76;
2010/2011;27;Pta Romana;57;54;3;
2010/2011;28;Umbria - Molise - Calvairate;176;120;56;
2010/2011;29;Ortomercato;;;;
2010/2011;30;Taliedo - Morsenchio - Q.re Forlanini;485;404;81;
2010/2011;31;Monlue' - Ponte Lambro;;;;
2010/2011;32;Triulzo Superiore;;;;
2010/2011;33;Rogoredo - Santa Giulia;142;113;29;
2010/2011;34;Chiaravalle;;;;
2010/2011;35;Lodi - Corvetto;1045;827;218;
2010/2011;36;Scalo Romana;;;;
2010/2011;37;Morivione;210;177;33;
2010/2011;38;Vigentino - Q.re Fatima;247;221;26;
2010/2011;39;Quintosole;;;;
2010/2011;40;Ronchetto delle Rane;;;;
2010/2011;41;Gratosoglio - Q.re Missaglia - Q.re Terrazze;469;408;61;
2010/2011;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata;616;545;71;
2010/2011;43;Tibaldi;160;158;2;
2010/2011;44;Porta Ticinese - Conchetta;;;;
2010/2011;45;Moncucco - San Cristoforo;153;119;34;
2010/2011;46;Barona;252;224;28;
2010/2011;47;Cantalupa;;;;
2010/2011;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro;549;496;53;
2010/2011;49;Giambellino;493;471;22;
2010/2011;50;Porta Genova;;;;
2010/2011;51;Porta Magenta;1194;1121;73;
2010/2011;52;Bande Nere;1921;1690;231;
2010/2011;53;Lorenteggio;566;471;92;3
2010/2011;54;Muggiano;;;;
2010/2011;55;Baggio - Q.re degli Olmi - Q.re Valsesia;600;530;70;
2010/2011;56;Forze Armate;464;396;68;
2010/2011;57;San Siro;189;141;48;
2010/2011;58;De Angeli - Monte Rosa;743;647;96;
2010/2011;59;Tre Torri;;;;
2010/2011;60;Stadio - Ippodromi;548;346;202;
2010/2011;61;Quarto Cagnino;252;217;35;
2010/2011;62;Quinto Romano;;;;
2010/2011;63;Figino;43;40;3;
2010/2011;64;Trenno;;;;
2010/2011;65;Q.re Gallaratese - Q.re San Leonardo - Lampugnano;921;846;75;
2010/2011;66;QT 8;230;204;26;
2010/2011;67;Portello;;;;
2010/2011;68;Pagano;917;872;45;
2010/2011;69;Sarpi;731;646;85;
2010/2011;70;Ghisolfa;;;;
2010/2011;71;Villapizzone - Cagnola - Boldinasco;850;629;221;
2010/2011;72;Maggiore - Musocco - Certosa;174;133;41;
2010/2011;73;Cascina Merlata;;;;
2010/2011;74;Roserio;;;;
2010/2011;75;Stephenson;;;;
2010/2011;76;Quarto Oggiaro - Vialba - Musocco;726;630;96;
2010/2011;77;Bovisa;107;101;6;
2010/2011;78;Farini;;;;
2010/2011;79;Dergano;902;673;229;
2010/2011;80;Affori;618;496;122;
2010/2011;81;Bovisasca;118;100;18;
2010/2011;82;Comasina;273;222;51;
2010/2011;83;Bruzzano;283;237;46;
2010/2011;84;Parco Nord;;;;
2010/2011;85;Parco delle Abbazie;;;;
2010/2011;86;Parco dei Navigli;;;;
2010/2011;87;Assiano;;;;
2010/2011;88;Parco Bosco in citta';;;;
2011/2012;1;Duomo;647;566;81;
2011/2012;2;Brera;682;612;70;
2011/2012;3;Giardini P.ta Venezia;;;;
2011/2012;4;Guastalla;1841;1704;137;
2011/2012;5;Porta Vigentina - Porta Lodovica;495;434;61;
2011/2012;6;Porta Ticinese - Conca del Naviglio;384;285;99;
2011/2012;7;Magenta - S.Vittore;917;854;63;
2011/2012;8;Parco Sempione;;;;
2011/2012;9;Porta Garibaldi - Porta Nuova;;;;
2011/2012;10;Stazione Centrale - Ponte Seveso;725;672;53;
2011/2012;11;Isola;365;297;68;
2011/2012;12;Maciachini - Maggiolina;679;506;173;
2011/2012;13;Greco - Segnano;515;355;160;
2011/2012;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi;780;668;112;
2011/2012;15;Bicocca;;;;
2011/2012;16;Gorla - Precotto;713;449;264;
2011/2012;17;Adriano;;;;
2011/2012;18;Cimiano - Rottole - Q.re Feltre;853;599;254;
2011/2012;19;Padova - Turro - Crescenzago;379;268;111;
2011/2012;20;Loreto - Casoretto - NoLo;1485;991;494;
2011/2012;21;Buenos Aires - Porta Venezia - Porta Monforte;1537;1318;219;
2011/2012;22;Citta' studi;709;623;86;
2011/2012;23;Lambrate - Ortica;313;309;4;
2011/2012;24;Parco Forlanini - Cavriano;;;;
2011/2012;25;Corsica;407;296;111;
2011/2012;26;XXII Marzo;494;386;108;
2011/2012;27;Pta Romana;59;56;3;
2011/2012;28;Umbria - Molise - Calvairate;203;104;99;
2011/2012;29;Ortomercato;;;;
2011/2012;30;Taliedo - Morsenchio - Q.re Forlanini;500;361;139;
2011/2012;31;Monlue' - Ponte Lambro;;;;
2011/2012;32;Triulzo Superiore;;;;
2011/2012;33;Rogoredo - Santa Giulia;130;87;43;
2011/2012;34;Chiaravalle;;;;
2011/2012;35;Lodi - Corvetto;1092;765;327;
2011/2012;36;Scalo Romana;;;;
2011/2012;37;Morivione;209;155;54;
2011/2012;38;Vigentino - Q.re Fatima;264;226;38;
2011/2012;39;Quintosole;;;;
2011/2012;40;Ronchetto delle Rane;;;;
2011/2012;41;Gratosoglio - Q.re Missaglia - Q.re Terrazze;477;360;117;
2011/2012;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata;645;532;113;
2011/2012;43;Tibaldi;171;170;1;
2011/2012;44;Porta Ticinese - Conchetta;;;;
2011/2012;45;Moncucco - San Cristoforo;117;67;50;
2011/2012;46;Barona;211;153;58;
2011/2012;47;Cantalupa;;;;
2011/2012;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro;574;459;115;
2011/2012;49;Giambellino;492;451;41;
2011/2012;50;Porta Genova;;;;
2011/2012;51;Porta Magenta;1216;1110;106;
2011/2012;52;Bande Nere;1872;1500;372;
2011/2012;53;Lorenteggio;582;457;125;
2011/2012;54;Muggiano;;;;
2011/2012;55;Baggio - Q.re degli Olmi - Q.re Valsesia;628;503;125;
2011/2012;56;Forze Armate;464;363;101;
2011/2012;57;San Siro;247;196;51;
2011/2012;58;De Angeli - Monte Rosa;845;671;174;
2011/2012;59;Tre Torri;;;;
2011/2012;60;Stadio - Ippodromi;626;338;288;
2011/2012;61;Quarto Cagnino;223;187;36;
2011/2012;62;Quinto Romano;;;;
2011/2012;63;Figino;38;36;2;
2011/2012;64;Trenno;;;;
2011/2012;65;Q.re Gallaratese - Q.re San Leonardo - Lampugnano;946;850;96;
2011/2012;66;QT 8;268;241;27;
2011/2012;67;Portello;;;;
2011/2012;68;Pagano;904;850;54;
2011/2012;69;Sarpi;820;656;164;
2011/2012;70;Ghisolfa;;;;
2011/2012;71;Villapizzone - Cagnola - Boldinasco;897;531;366;
2011/2012;72;Maggiore - Musocco - Certosa;141;98;43;
2011/2012;73;Cascina Merlata;;;;
2011/2012;74;Roserio;;;;
2011/2012;75;Stephenson;;;;
2011/2012;76;Quarto Oggiaro - Vialba - Musocco;720;527;193;
2011/2012;77;Bovisa;100;94;6;
2011/2012;78;Farini;;;;
2011/2012;79;Dergano;932;594;338;
2011/2012;80;Affori;608;417;191;
2011/2012;81;Bovisasca;120;80;40;
2011/2012;82;Comasina;271;204;67;
2011/2012;83;Bruzzano;308;232;76;
2011/2012;84;Parco Nord;;;;
2011/2012;85;Parco delle Abbazie;;;;
2011/2012;86;Parco dei Navigli;;;;
2011/2012;87;Assiano;;;;
2011/2012;88;Parco Bosco in citta';;;;
2012/2013;1;Duomo;666;602;64;
2012/2013;2;Brera;696;636;60;
2012/2013;3;Giardini P.ta Venezia;;;;
2012/2013;4;Guastalla;1842;1711;131;
2012/2013;5;Porta Vigentina - Porta Lodovica;485;424;61;
2012/2013;6;Porta Ticinese - Conca del Naviglio;387;295;92;
2012/2013;7;Magenta - S.Vittore;908;844;64;
2012/2013;8;Parco Sempione;;;;
2012/2013;9;Porta Garibaldi - Porta Nuova;;;;
2012/2013;10;Stazione Centrale - Ponte Seveso;683;637;46;
2012/2013;11;Isola;368;295;73;
2012/2013;12;Maciachini - Maggiolina;643;475;168;
2012/2013;13;Greco - Segnano;544;388;156;
2012/2013;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi;761;643;118;
2012/2013;15;Bicocca;;;;
2012/2013;16;Gorla - Precotto;762;507;255;
2012/2013;17;Adriano;;;;
2012/2013;18;Cimiano - Rottole - Q.re Feltre;820;580;240;
2012/2013;19;Padova - Turro - Crescenzago;361;254;107;
2012/2013;20;Loreto - Casoretto - NoLo;1514;1011;503;
2012/2013;21;Buenos Aires - Porta Venezia - Porta Monforte;1548;1338;210;
2012/2013;22;Citta' studi;779;690;89;
2012/2013;23;Lambrate - Ortica;320;318;2;
2012/2013;24;Parco Forlanini - Cavriano;;;;
2012/2013;25;Corsica;422;322;100;
2012/2013;26;XXII Marzo;561;460;101;
2012/2013;27;Pta Romana;53;52;1;
2012/2013;28;Umbria - Molise - Calvairate;203;100;103;
2012/2013;29;Ortomercato;;;;
2012/2013;30;Taliedo - Morsenchio - Q.re Forlanini;518;382;136;
2012/2013;31;Monlue' - Ponte Lambro;;;;
2012/2013;32;Triulzo Superiore;;;;
2012/2013;33;Rogoredo - Santa Giulia;161;101;60;
2012/2013;34;Chiaravalle;;;;
2012/2013;35;Lodi - Corvetto;1109;804;305;
2012/2013;36;Scalo Romana;;;;
2012/2013;37;Morivione;207;148;59;
2012/2013;38;Vigentino - Q.re Fatima;258;216;42;
2012/2013;39;Quintosole;;;;
2012/2013;40;Ronchetto delle Rane;;;;
2012/2013;41;Gratosoglio - Q.re Missaglia - Q.re Terrazze;505;374;131;
2012/2013;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata;694;562;132;
2012/2013;43;Tibaldi;175;174;1;
2012/2013;44;Porta Ticinese - Conchetta;;;;
2012/2013;45;Moncucco - San Cristoforo;125;71;54;
2012/2013;46;Barona;185;136;49;
2012/2013;47;Cantalupa;;;;
2012/2013;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro;566;450;116;
2012/2013;49;Giambellino;490;443;47;
2012/2013;50;Porta Genova;;;;
2012/2013;51;Porta Magenta;1214;1118;96;
2012/2013;52;Bande Nere;1840;1429;411;
2012/2013;53;Lorenteggio;587;462;125;
2012/2013;54;Muggiano;;;;
2012/2013;55;Baggio - Q.re degli Olmi - Q.re Valsesia;621;493;128;
2012/2013;56;Forze Armate;471;373;98;
2012/2013;57;San Siro;245;201;44;
2012/2013;58;De Angeli - Monte Rosa;873;711;162;
2012/2013;59;Tre Torri;;;;
2012/2013;60;Stadio - Ippodromi;581;312;269;
2012/2013;61;Quarto Cagnino;236;197;39;
2012/2013;62;Quinto Romano;;;;
2012/2013;63;Figino;47;47;0;
2012/2013;64;Trenno;;;;
2012/2013;65;Q.re Gallaratese - Q.re San Leonardo - Lampugnano;931;829;102;
2012/2013;66;QT 8;288;264;24;
2012/2013;67;Portello;;;;
2012/2013;68;Pagano;878;821;57;
2012/2013;69;Sarpi;824;651;173;
2012/2013;70;Ghisolfa;;;;
2012/2013;71;Villapizzone - Cagnola - Boldinasco;944;556;388;
2012/2013;72;Maggiore - Musocco - Certosa;130;83;47;
2012/2013;73;Cascina Merlata;;;;
2012/2013;74;Roserio;;;;
2012/2013;75;Stephenson;;;;
2012/2013;76;Quarto Oggiaro - Vialba - Musocco;707;511;196;
2012/2013;77;Bovisa;109;102;7;
2012/2013;78;Farini;;;;
2012/2013;79;Dergano;938;605;333;
2012/2013;80;Affori;637;427;210;
2012/2013;81;Bovisasca;119;80;39;
2012/2013;82;Comasina;290;207;83;
2012/2013;83;Bruzzano;318;245;73;
2012/2013;84;Parco Nord;;;;
2012/2013;85;Parco delle Abbazie;;;;
2012/2013;86;Parco dei Navigli;;;;
2012/2013;87;Assiano;;;;
2012/2013;88;Parco Bosco in citta';;;;
2013/2014;1;Duomo;715;678;37;
2013/2014;2;Brera;680;617;63;
2013/2014;3;Giardini P.ta Venezia;;;;
2013/2014;4;Guastalla;1623;1524;99;
2013/2014;5;Porta Vigentina - Porta Lodovica;734;692;42;
2013/2014;6;Porta Ticinese - Conca del Naviglio;425;379;46;
2013/2014;7;Magenta - S.Vittore;973;896;77;
2013/2014;8;Parco Sempione;;;;
2013/2014;9;Porta Garibaldi - Porta Nuova;;;;
2013/2014;10;Stazione Centrale - Ponte Seveso;732;694;38;
2013/2014;11;Isola;373;340;33;
2013/2014;12;Maciachini - Maggiolina;662;557;105;
2013/2014;13;Greco - Segnano;521;423;98;
2013/2014;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi;749;683;66;
2013/2014;15;Bicocca;;;;
2013/2014;16;Gorla - Precotto;838;682;156;
2013/2014;17;Adriano;;;;
2013/2014;18;Cimiano - Rottole - Q.re Feltre;761;607;154;
2013/2014;19;Padova - Turro - Crescenzago;341;285;56;
2013/2014;20;Loreto - Casoretto - NoLo;1530;1267;263;
2013/2014;21;Buenos Aires - Porta Venezia - Porta Monforte;1545;1432;113;
2013/2014;22;Citta' studi;711;645;66;
2013/2014;23;Lambrate - Ortica;302;294;8;
2013/2014;24;Parco Forlanini - Cavriano;;;;
2013/2014;25;Corsica;499;414;85;
2013/2014;26;XXII Marzo;612;552;60;
2013/2014;27;Pta Romana;55;52;3;
2013/2014;28;Umbria - Molise - Calvairate;213;151;62;
2013/2014;29;Ortomercato;;;;
2013/2014;30;Taliedo - Morsenchio - Q.re Forlanini;533;458;75;
2013/2014;31;Monlue' - Ponte Lambro;;;;
2013/2014;32;Triulzo Superiore;;;;
2013/2014;33;Rogoredo - Santa Giulia;166;119;47;
2013/2014;34;Chiaravalle;;;;
2013/2014;35;Lodi - Corvetto;1140;931;209;
2013/2014;36;Scalo Romana;;;;
2013/2014;37;Morivione;202;164;38;
2013/2014;38;Vigentino - Q.re Fatima;280;254;26;
2013/2014;39;Quintosole;;;;
2013/2014;40;Ronchetto delle Rane;;;;
2013/2014;41;Gratosoglio - Q.re Missaglia - Q.re Terrazze;501;424;77;
2013/2014;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata;729;655;74;
2013/2014;43;Tibaldi;188;182;6;
2013/2014;44;Porta Ticinese - Conchetta;;;;
2013/2014;45;Moncucco - San Cristoforo;127;95;32;
2013/2014;46;Barona;192;178;14;
2013/2014;47;Cantalupa;;;;
2013/2014;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro;585;525;60;
2013/2014;49;Giambellino;482;450;32;
2013/2014;50;Porta Genova;;;;
2013/2014;51;Porta Magenta;1249;1192;57;
2013/2014;52;Bande Nere;1840;1623;217;
2013/2014;53;Lorenteggio;596;515;81;
2013/2014;54;Muggiano;;;;
2013/2014;55;Baggio - Q.re degli Olmi - Q.re Valsesia;648;583;65;
2013/2014;56;Forze Armate;468;402;66;
2013/2014;57;San Siro;;;;
2013/2014;58;De Angeli - Monte Rosa;955;849;106;
2013/2014;59;Tre Torri;;;;
2013/2014;60;Stadio - Ippodromi;575;357;218;
2013/2014;61;Quarto Cagnino;245;222;23;
2013/2014;62;Quinto Romano;;;;
2013/2014;63;Figino;33;31;2;
2013/2014;64;Trenno;;;;
2013/2014;65;Q.re Gallaratese - Q.re San Leonardo - Lampugnano;946;891;55;
2013/2014;66;QT 8;307;292;15;
2013/2014;67;Portello;25;25;;
2013/2014;68;Pagano;817;767;50;
2013/2014;69;Sarpi;841;758;83;
2013/2014;70;Ghisolfa;;;;
2013/2014;71;Villapizzone - Cagnola - Boldinasco;1003;770;233;
2013/2014;72;Maggiore - Musocco - Certosa;120;93;27;
2013/2014;73;Cascina Merlata;;;;
2013/2014;74;Roserio;;;;
2013/2014;75;Stephenson;;;;
2013/2014;76;Quarto Oggiaro - Vialba - Musocco;710;616;93;1
2013/2014;77;Bovisa;118;112;6;
2013/2014;78;Farini;;;;
2013/2014;79;Dergano;928;732;196;
2013/2014;80;Affori;645;537;108;
2013/2014;81;Bovisasca;135;116;19;
2013/2014;82;Comasina;291;255;36;
2013/2014;83;Bruzzano;322;282;40;
2013/2014;84;Parco Nord;;;;
2013/2014;85;Parco delle Abbazie;;;;
2013/2014;86;Parco dei Navigli;;;;
2013/2014;87;Assiano;;;;
2013/2014;88;Parco Bosco in citta';;;;
2014/2015;1;Duomo;726;649;77;
2014/2015;2;Brera;642;592;50;
2014/2015;3;Giardini P.ta Venezia;;;;
2014/2015;4;Guastalla;1655;1566;89;
2014/2015;5;Porta Vigentina - Porta Lodovica;734;651;83;
2014/2015;6;Porta Ticinese - Conca del Naviglio;498;391;107;
2014/2015;7;Magenta - S.Vittore;1028;960;68;
2014/2015;8;Parco Sempione;;;;
2014/2015;9;Porta Garibaldi - Porta Nuova;;;;
2014/2015;10;Stazione Centrale - Ponte Seveso;726;677;49;
2014/2015;11;Isola;366;311;55;
2014/2015;12;Maciachini - Maggiolina;662;490;172;
2014/2015;13;Greco - Segnano;554;393;161;
2014/2015;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi;777;670;107;
2014/2015;15;Bicocca;;;;
2014/2015;16;Gorla - Precotto;923;652;271;
2014/2015;17;Adriano;;;;
2014/2015;18;Cimiano - Rottole - Q.re Feltre;720;481;239;
2014/2015;19;Padova - Turro - Crescenzago;312;240;72;
2014/2015;20;Loreto - Casoretto - NoLo;1544;1050;494;
2014/2015;21;Buenos Aires - Porta Venezia - Porta Monforte;1561;1347;214;
2014/2015;22;Citta' studi;693;610;83;
2014/2015;23;Lambrate - Ortica;269;267;2;
2014/2015;24;Parco Forlanini - Cavriano;;;;
2014/2015;25;Corsica;528;400;128;
2014/2015;26;XXII Marzo;690;591;99;
2014/2015;27;Pta Romana;62;58;4;
2014/2015;28;Umbria - Molise - Calvairate;188;90;98;
2014/2015;29;Ortomercato;;;;
2014/2015;30;Taliedo - Morsenchio - Q.re Forlanini;504;378;126;
2014/2015;31;Monlue' - Ponte Lambro;;;;
2014/2015;32;Triulzo Superiore;;;;
2014/2015;33;Rogoredo - Santa Giulia;230;159;71;
2014/2015;34;Chiaravalle;;;;
2014/2015;35;Lodi - Corvetto;1143;833;309;1
2014/2015;36;Scalo Romana;;;;
2014/2015;37;Morivione;176;135;41;
2014/2015;38;Vigentino - Q.re Fatima;308;260;48;
2014/2015;39;Quintosole;;;;
2014/2015;40;Ronchetto delle Rane;;;;
2014/2015;41;Gratosoglio - Q.re Missaglia - Q.re Terrazze;470;339;131;
2014/2015;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata;723;567;156;
2014/2015;43;Tibaldi;190;189;1;
2014/2015;44;Porta Ticinese - Conchetta;;;;
2014/2015;45;Moncucco - San Cristoforo;140;89;51;
2014/2015;46;Barona;208;160;48;
2014/2015;47;Cantalupa;;;;
2014/2015;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro;566;449;117;
2014/2015;49;Giambellino;475;417;58;
2014/2015;50;Porta Genova;;;;
2014/2015;51;Porta Magenta;1235;1149;86;
2014/2015;52;Bande Nere;1798;1416;382;
2014/2015;53;Lorenteggio;613;476;137;
2014/2015;54;Muggiano;;;;
2014/2015;55;Baggio - Q.re degli Olmi - Q.re Valsesia;682;553;129;
2014/2015;56;Forze Armate;491;388;103;
2014/2015;57;San Siro;;;;
2014/2015;58;De Angeli - Monte Rosa;986;803;183;
2014/2015;59;Tre Torri;;;;
2014/2015;60;Stadio - Ippodromi;613;353;260;
2014/2015;61;Quarto Cagnino;275;229;46;
2014/2015;62;Quinto Romano;;;;
2014/2015;63;Figino;32;31;1;
2014/2015;64;Trenno;;;;
2014/2015;65;Q.re Gallaratese - Q.re San Leonardo - Lampugnano;921;825;96;
2014/2015;66;QT 8;310;284;26;
2014/2015;67;Portello;57;56;1;
2014/2015;68;Pagano;777;729;48;
2014/2015;69;Sarpi;808;645;163;
2014/2015;70;Ghisolfa;;;;
2014/2015;71;Villapizzone - Cagnola - Boldinasco;1024;581;443;
2014/2015;72;Maggiore - Musocco - Certosa;117;72;45;
2014/2015;73;Cascina Merlata;;;;
2014/2015;74;Roserio;;;;
2014/2015;75;Stephenson;;;;
2014/2015;76;Quarto Oggiaro - Vialba - Musocco;674;483;190;1
2014/2015;77;Bovisa;127;123;4;
2014/2015;78;Farini;;;;
2014/2015;79;Dergano;928;599;328;1
2014/2015;80;Affori;618;375;243;
2014/2015;81;Bovisasca;146;110;36;
2014/2015;82;Comasina;290;210;80;
2014/2015;83;Bruzzano;321;253;68;
2014/2015;84;Parco Nord;;;;
2014/2015;85;Parco delle Abbazie;;;;
2014/2015;86;Parco dei Navigli;;;;
2014/2015;87;Assiano;;;;
2014/2015;88;Parco Bosco in citta';;;;
2015/2016;1;Duomo;755;684;71;
2015/2016;2;Brera;509;468;40;1
2015/2016;3;Giardini P.ta Venezia;;;;
2015/2016;4;Guastalla;1574;1505;69;
2015/2016;5;Porta Vigentina - Porta Lodovica;800;723;77;
2015/2016;6;Porta Ticinese - Conca del Naviglio;510;400;110;
2015/2016;7;Magenta - S.Vittore;1145;1077;68;
2015/2016;8;Parco Sempione;;;;
2015/2016;9;Porta Garibaldi - Porta Nuova;;;;
2015/2016;10;Stazione Centrale - Ponte Seveso;725;684;41;
2015/2016;11;Isola;354;303;51;
2015/2016;12;Maciachini - Maggiolina;665;504;161;
2015/2016;13;Greco - Segnano;508;370;138;
2015/2016;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi;846;752;94;
2015/2016;15;Bicocca;;;;
2015/2016;16;Gorla - Precotto;919;678;241;
2015/2016;17;Adriano;;;;
2015/2016;18;Cimiano - Rottole - Q.re Feltre;639;414;225;
2015/2016;19;Padova - Turro - Crescenzago;338;260;78;
2015/2016;20;Loreto - Casoretto - NoLo;1599;1121;478;
2015/2016;21;Buenos Aires - Porta Venezia - Porta Monforte;1575;1379;196;
2015/2016;22;Citta' studi;698;618;80;
2015/2016;23;Lambrate - Ortica;284;280;4;
2015/2016;24;Parco Forlanini - Cavriano;;;;
2015/2016;25;Corsica;556;440;116;
2015/2016;26;XXII Marzo;737;642;95;
2015/2016;27;Pta Romana;68;63;5;
2015/2016;28;Umbria - Molise - Calvairate;;;;
2015/2016;29;Ortomercato;202;111;91;
2015/2016;30;Taliedo - Morsenchio - Q.re Forlanini;463;345;118;
2015/2016;31;Monlue' - Ponte Lambro;;;;
2015/2016;32;Triulzo Superiore;;;;
2015/2016;33;Rogoredo - Santa Giulia;253;176;77;
2015/2016;34;Chiaravalle;;;;
2015/2016;35;Lodi - Corvetto;1164;847;316;1
2015/2016;36;Scalo Romana;;;;
2015/2016;37;Morivione;157;105;52;
2015/2016;38;Vigentino - Q.re Fatima;293;252;41;
2015/2016;39;Quintosole;;;;
2015/2016;40;Ronchetto delle Rane;;;;
2015/2016;41;Gratosoglio - Q.re Missaglia - Q.re Terrazze;446;339;107;
2015/2016;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata;711;537;174;
2015/2016;43;Tibaldi;198;195;3;
2015/2016;44;Porta Ticinese - Conchetta;;;;
2015/2016;45;Moncucco - San Cristoforo;131;86;45;
2015/2016;46;Barona;193;140;53;
2015/2016;47;Cantalupa;;;;
2015/2016;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro;580;468;112;
2015/2016;49;Giambellino;448;390;58;
2015/2016;50;Porta Genova;;;;
2015/2016;51;Porta Magenta;1264;1177;87;
2015/2016;52;Bande Nere;1771;1411;360;
2015/2016;53;Lorenteggio;622;502;120;
2015/2016;54;Muggiano;;;;
2015/2016;55;Baggio - Q.re degli Olmi - Q.re Valsesia;749;609;140;
2015/2016;56;Forze Armate;470;366;104;
2015/2016;57;San Siro;;;;
2015/2016;58;De Angeli - Monte Rosa;1020;833;187;
2015/2016;59;Tre Torri;;;;
2015/2016;60;Stadio - Ippodromi;684;401;283;
2015/2016;61;Quarto Cagnino;317;269;48;
2015/2016;62;Quinto Romano;;;;
2015/2016;63;Figino;34;31;3;
2015/2016;64;Trenno;;;;
2015/2016;65;Q.re Gallaratese - Q.re San Leonardo - Lampugnano;919;836;83;
2015/2016;66;QT 8;316;290;26;
2015/2016;67;Portello;99;97;2;
2015/2016;68;Pagano;788;745;43;
2015/2016;69;Sarpi;822;659;163;
2015/2016;70;Ghisolfa;;;;
2015/2016;71;Villapizzone - Cagnola - Boldinasco;1036;621;415;
2015/2016;72;Maggiore - Musocco - Certosa;124;71;53;
2015/2016;73;Cascina Merlata;;;;
2015/2016;74;Roserio;;;;
2015/2016;75;Stephenson;;;;
2015/2016;76;Quarto Oggiaro - Vialba - Musocco;692;510;182;
2015/2016;77;Bovisa;118;114;4;
